Al 31 de diciembre de 2022,— 10 516 1.529 23 2.078,
(Cargo) / abono a la cuenta de resultados (Cargo) / abono a patrimonio neto,288 13 (140) 81 273 515,
,— —,(234) (16) — (250)
Al 31 de diciembre de 2023,288 23 142 1.594 296 2.343,
