,Thousand euros
,2024
Purchase of goods:,
– Subsidiaries,"247,466"
,"247,466"
Purchase of services,
– Subsidiaries,"9,193 18"
– Directors,
– Entities in which the López-Belmonte Encina family holds an interest,
,"10,236"
,"257,702"
