""
Balance at 01.01.23
Cost Accumulated impairment Accumulated amortisation
Carrying amount 01.01.23
Additions
Derecognition of amortisation
Amortisation charge
Balance at 31.12.23
Cost Accumulated impairment Accumulated amortisation
Net carrying amount 31.12.23
Additions
Derecognitions
Derecognition of amortisation
Amortisation charge
Balance at 31.12.24
Cost
Accumulated impairment
Accumulated amortisation
Net carrying amount 31.12.2024
