,,2018,2017
,,,
Management,,30,34
,Management,,
Administration,,192,179
,Administration,,
Sales force,,294,288
,Sales force,,
Production and plant,,501,491
,Production and plant,,
R&D,,192,185
,R&D,,
,,"1,209","1,177"
,,,
