OTROS CONSEJEROS EXTERNOS,,,
"Se identificará a los otros consejeros externos y se detallarán los motivos por los que no se puedan considerar dominicales o independientes y sus vínculos, ya sea con la sociedad, sus directivos, o sus accionistas:",,,
Nombre o denominación social del consejero,Motivos,"Sociedad, directivo o accionista con el que mantiene el vínculo",Perfil
Sin datos,,,
