,Nota,A 31 de diciembre de,
,,2016,2015
Importe neto de la cifra de negocios Coste de ventas Gastos de personal Otros gastos de explotación Amortizaciones Imputación de subvenciones de inmovilizado no financiero y otras Otros ingresos RESULTADO DE EXPLOTACIÓN Ingresos financieros Gastos financieros RESULTADO FINANCIERO Participación en el resultado de negocios conjuntos RESULTADO ANTES DE IMPUESTOS Impuesto sobre beneficios,5 y 22 23 24 6 y 7 10 26 10 27,265.166 (112.024) (60.465) (58.916) (11.023) 1.565 3.997 28.300 426 (915) (489) 71 27.882 (1.793),246.009 (97.075) (61.769) (56.361) (9.975) 1.013 - 21.842 837 (1.781) (944) - 20.898 (1.089)
RESULTADO DEL EJERCICIO,,26.089,19.809
Ganancias por acción (básicas y diluidas) atribuibles a los accionistas de la Sociedad (en euros): - Básicas y diluidas,28,"0,53","0,40"
