,,A 31 de diciembre de,
,Nota,2024,2023
Importe neto de la cifra de negocios Variación de existencias de productos terminados y en curso de fabricación Aprovisionamientos,5 y 22,763.749 57.851 (343.902) 648 (135.659) (135.967) (28.015) 840,829.509 18.552 (359.641) 3.865 (122.807) (125.674) (24.331) 781
,23,,
,23,,
Trabajos efectuados por el Grupo para activos no corrientes,6 24 25 6 y 7,,
Gastos de personal Otros gastos de explotación Amortizaciones Imputación de subvenciones de inmovilizado no financiero y otras,,,
,27,,
RESULTADO DE EXPLOTACIÓN,,179.545,220.254
,,,
Ingresos financieros Gastos financieros Deterioro y resultado por valoración de instrumentos financieros Diferencias de cambio,,259 (2.350) 81 296,1.504 (948) (191) (86)
RESULTADO FINANCIERO,,(1.714),279
,,,
Participación en el resultado de negocios conjuntos y asociadas,10,(141),(125)
RESULTADO ANTES DE IMPUESTOS,,,
,,177.690,220.408
,,,
Impuesto sobre beneficios,28,(40.814),(50.109)
,,,
RESULTADO DEL EJERCICIO,,136.876,170.299
,,,
Atribuible a: - La sociedad dominante - Participaciones no dominantes,,,
,,136.881,170.335
,,(5),(36)
,,,
Ganancias por acción (básicas y diluidas) atribuibles a los accionistas de la Sociedad (en euros):,,,
- Básicas - Diluidas,29,"2,67","3,20"
,29,"2,67","3,20"
,,,
