,,PREVIOUS PERIOD,,,,
,,Significant share- holders,Directors and senior manage- ment,"Persons, companies or entities belonging to the group",Other related parties,Total
Financing agreements: loans & capital contributions (lender),6372,,,,,
Financing agreements: loans & capital contributions (borrower),6375,,,,,
Guarantees and guarantee deposits received,6382,,,,,
Commitments acquired,6383,,,,,
Dividends and other profits distributed,6386,,,,,
Other transactions,6385,,0,,,0
