COMPONENTES DEL EFECTIVO Y EQUIVALENTES AL FINAL DEL PERIODO,,PERIODO ACTUAL 31/12/2016,PERIODO ANTERIOR 31/12/2015
(+) Caja y bancos,8550,,
(+) Otros activos financieros,8552,,
(-) Menos: Descubiertos bancarios reintegrables a la vista,8553,,
TOTAL EFECTIVO Y EQUIVALENTES AL FINAL DEL PERIODO,8600,,
