,Manufacturing Marketing Other,,TOTAL
Total segment revenues Inter-segment revenue,"284,935 208,624",— —,"493,559 (112,714)"
,"(112,714) —",,
Revenues from external customers (Note 20),"172,221 208,624",—,"380,845"
