,2024 2023,
,Days,Days
Average payment period to suppliers,47 55,
,,
Ratio of transactions paid,49 58 31 32,
Ratio of transactions outstanding,,
,,
,2024 2023,
Total payments made (thousand euros),"423,547 597,378",
Total payments outstanding (thousand euros),"51,144 77,505",
