"% Direct holding Rovi Contract Manufacturing, S.L. 100% Bemipharma Manufacturing, S.L. 100% Pan Química Farmacéutica, S.A. 100% Gineladius, S.L. 100% Bertex Pharma GmbH (Nota 29.b) 100% Frosst Ibérica, S.A.U. 100% Rovi Biotech, Ltda. 99% Rovi Biotech, Limited 100% Rovi Biotech, S.R.L. 100% Rovi Biotech, GmbH 100% Rovi S.A.S. 100%",% Direct holding,Carrying amount of holding,Profit or loss Capital Reserves for period Total equity
,100% 100% 100% 100% 100% 100% 99% 100% 100% 100% 100%,"1,772 559 1,771 293 1,236 5,039 2 7 10 25 5","36 14,011 9,307 23,354 36 2,827 (29) 2,834 601 1,274 444 2,319 30 550 (91) 489 25 71 (3) 93 7,816 14,485 2,462 24,763 2 - - 2 7 (1) (246) (240) 10 (6) (203) (199) 25 (3) (1,091) (1,069) 5 - (176) (171)"
,,"10,719",
