,2023 2022,
,Días,DÍas
Periodo medio de pago a proveedores,55 54,
,,
Ratio de operaciones pagadas,58 57 32 39,
Ratio de operaciones pendientes de pago,,
,,
,2023 2022,
Total pagos realizados (miles de euros),597.378 570.562,
Total pagos pendientes (miles de euros),77.505 99.415,
