,,Ejercicio finalizado a 31 de diciembre de,
,Nota,2022,2021
,,,58.894 61 27.901 (22.176)
Resultado del ejercicio antes de impuestos Ajustes del resultado Cambios en el capital corriente Otros flujos de efectivo de las actividades de explotación,,44.680 858 128.321 (42.715),
Flujos de efectivo generados / (utilizados) de las actividades de explotación,25,131.144,64.680
,,,(8.809) 555
Pagos por inversiones Cobros por desinversiones,,(13.669) 3.579,
Flujos de efectivo generados / (utilizados) de las actividades de inversión,26,(10.090),(8.254)
Cobros y pagos por instrumentos de pasivo financiero Pagos por dividendos y remuneraciones de otros instrumentos de patrimonio Transacciones con acciones propias,,,4.983 (21.132) (36.457)
,,58.444 (51.007) (99.242),
Flujos de efectivo generados / (utilizados) de las actividades de financiación,27,(91.805),(52.606)
,,,
AUMENTO / DISMINUCIÓN NETA DEL EFECTIVO O EQUIVALENTES,,29.249,3.820
Efectivo o equivalentes al inicio del ejercicio Efectivo o equivalentes al final del ejercicio,13 13,37.964 67.213,34.144 37.964
