,Miles de euros,,
,Instrumentos de patrimonio,,Créditos y otros activos financieros
,2022 2021,,2022 2021
,,,
Act. Finan. Valor razonable cambios Pat. Neto (Nota 11),5 —,,
Activos financieros a coste amortizado (Nota 10),,,
No corrientes,5,,
,,,
Activos financieros a coste amortizado (Nota 10),— —,,
Efectivo y equivalentes de efectivo (Nota 13),,,
Corrientes,—,,
,,,
TOTAL,5,,
