,2022 2021,
Impuesto corriente,(56.610) (21.941) (1.273) (7.102) 442 (508),
Impuesto diferido (Nota 19),,
Ajuste gasto IS ejercicios anteriores,,
Retenciones soportadas en el extranjero,(861),—
,(58.302) (29.551),
