AVERAGE REMUNERATION BY AGE/GENDER,2019 2018 Men Women Men Women,Var.
"18-30 years 22,813 € 28,091 € 21,966 € 21,983 € 31-40 years 29,893 € 34,909 € 30,535 € 34,460 € 41-50 years 44,772 € 41,400 € 47,312 € 45,095 € 51-60 years 48,836 € 40,914 € 58,097 € 41,546 € >60 years 51,672 € 36,987 € 33,459 € 11,908 €",,16% 0% -7% -10% 95%
,,
