,156.375
Pasivos financieros a coste amortizado a corto plazo:,
- Préstamos con entidades de crédito (a) - Deudas con organismos oficiales (b) - Deudas con empresas del grupo y asociadas a corto plazo (Nota 31 i) - Proveedores - Cuentas a pagar a empresas del grupo y partes vinculadas (Nota 31 i) - Acreedores varios - Personal,20.409
,
Pasivos financieros a valor razonable cambios en la cuenta de pérdidas y ganancias,
- Instrumentos financieros derivados,6
,6
,287.340
,443.715
