2023
1 2 3 4 5 6 7 8 0 Filiales Total
6 68 357 251 686 246 171 2 22 116 1.925
0 0 0 0 0 0 0 0 0 0 0
0 23 14 1 32 0 0 0 0 4 74
0 3 3 3 6 1 0 0 0 0 16
0 0 8 23 34 0 0 0 0 0 65
1 0 7 16 3 1 3 0 0 0 31
7 94 389 294 761 248 174 2 22 120 2.111
2022
1 2 3 4 5 6 7 8 0 Filiales Total
6 86 337 236 580 229 183 4 17 89 1767
0 0 0 0 0 0 0 0 0 0 0
0 32 20 3 25 1 0 0 0 2 83
0 5 4 1 5 0 0 0 0 0 15
0 0 8 34 41 7 0 0 0 0 90
1 0 13 15 7 0 2 0 0 0 38
7 123 382 289 658 237 185 4 17 91 1.993
