,2024,2023
Advertising costs Services from third parties Utilities Transport and warehouse expenses Repairs and maintenance Operating leases Other taxes Other operating expenses,"21,737 21,754 17,688 16,223 27,739 31,986 9,214 8,233 10,636 8,941 860 2,462 8,975 5,764 39,118 30,311",
,"135,967 125,674",
