,
Balance at beginning of year,"2,196,011 644,114"
Shares acquired under liquidity contract (a 1) Shares sold under liquidity contract (a.1) Shares acquired under buy-back programmes (a.2) Shares for capital reduction in buy-back programmes (a.2),"550,137 1,315,909 (564,563) (1,312,404) 685,074 1,548,392 (2,780,395) —"
Balance at end of year,"86,264 2,196,011"
