,2023 2022
Costes de publicidad,21.754 19.993 16.223 12.782 31.986 40.151 8.233 10.527 8.941 7.184 2.462 3.470 5.764 5.296 30.311 37.079
Servicios profesionales independientes,
Suministros,
Gastos de transporte y almacenamiento,
Reparaciones y conservación,
Arrendamientos operativos,
Tributos,
Otros gastos de explotación,
,125.674 136.482
