,,2018,2017
,,,
Wages and salaries,,"57,982","52,293"
,Wages and salaries,,
Social security costs,,"12,174","11,673"
,Social security costs,,
Pension costs – defined-contribution pension plans,,24,24
,Pension costs – defined-contribution pension plans,,
,,"70,180","63,990"
,,,
