31 December 2019 Note,,Amounts without adoption of IFRS 16,Adjust-ments As reported
"ASSETS Non-current assets 172,630 20,696 193,326 Property, plant and equipment 6 110,970 20,638 131,608 Intangible assets 45,079 - 45,079 Investment in a joint venture 1,843 - 1,843 Deferred income tax assets 19 14,602 58 14,660",,,
,71 - 71,,
"Financial receivables 65 - 65 Current assets 317,885 - 317,885",,,
"Total assets 490,515 20,696 511,211",,,
