,Miles de euros
,2022 2021
Saldo inicial,(1.936) 212
(Cargo) /abono en la cuenta de pérdidas y ganancias,(1.471) (2.246) 139 98
Impuesto cargado directamente a patrimonio neto,
Saldo final,(3.268) (1.936)
