S1 - Personal propio,,,,,
3. Parámetros y metas,,"S1-5: Metas relacionadas con la gestión de incidencias negativas de importancia relativa, el impulso de incidencias positivas y la gestión de riesgos y oportunidades de importancia relativa S1-6: Características de los asalariados de la empresa S1-7: Características de los trabajadores no asalariados en el personal propio de la empresa S1-8: Cobertura de la negociación colectiva y diálogo social S1-9: Parámetros de diversidad S1-10: Salarios adecuados S1-11: Protección social S1-12: Personas con discapacidad S1-13: Parámetros de formación y desarrollo de capacidades S1-14: Parámetros de salud y seguridad S1-15: Parámetros de conciliación laboral S1-16: Parámetros de retribución (brecha salarial y retribución total) S1-17: Incidentes, reclamaciones e incidencias graves relacionados con los Derechos Humanos",NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio NEIS S1 Personal propio,,116 106 120 120 121 122 122 122 123 124 125 126 126
S2 - Trabajadores de la cadena de valor,,,,,
