Préstamos y partidas a cobrar a largo plazo: - Depósitos (a) - Créditos a terceros (Nota 9.b) - Deuda con entidades de crédito (b) - Intereses devengados - Fianzas Préstamos y partidas a cobrar a corto plazo: - Préstamos a empresas asociadas (Nota 31.f) - Clientes (c) - Cuentas a cobrar a partes vinculadas (Nota 31.f),Miles de euros
,2016 2015
,1.327 1.326 50 - 65 65 74 74 9 32
,1.525 1.497
,5 5 29.514 31.220 94.852 51.122
,497 92
,186 -
,125.054 82.439
,126.579 83.936
