Arrendamientos financieros:,,
,,
Año,2024 2023,
2024 2025 2026 2027 2028,—,5.125
,5.849 4.890,
,3.697 3.015,3.002
,,2.892
,2.927 2.881 577 2,
2029 en adelante No corrientes,,
,16.065 18.792,
,10.216 13.667,
Corrientes,5.849 5.125,
