date,Open,High,Low,Close,adjusted_close,Volume,Company,Country,Ticker,__period__,company
2013-12-31,568.25,574.0,568.0999755859375,572.3499755859375,521.853759765625,425464,Sun Pharmaceutical,India,SUNPHARMA.NS,2013-12-31,Sun Pharmaceutical
2014-01-31,572.0999755859375,617.7000122070312,570.0,588.7000122070312,536.7611694335938,43046402,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-01-31,Sun Pharmaceutical
2014-02-28,588.2000122070312,647.9000244140625,581.5,644.7000122070312,587.8203735351562,36759150,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-02-28,Sun Pharmaceutical
2014-03-31,649.0,653.3499755859375,552.5499877929688,572.0999755859375,521.6258544921875,58333514,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-03-31,Sun Pharmaceutical
2014-04-30,572.0,643.9500122070312,570.0999755859375,632.7999877929688,576.970458984375,64069070,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-04-30,Sun Pharmaceutical
2014-05-31,631.5999755859375,641.4000244140625,572.0,610.6500244140625,556.774658203125,56222716,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-05-31,Sun Pharmaceutical
2014-06-30,614.0,689.9000244140625,593.0,679.25,619.3222045898438,49424712,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-06-30,Sun Pharmaceutical
2014-07-31,681.0,800.0,681.0,768.7999877929688,700.9716796875,45536381,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-07-31,Sun Pharmaceutical
2014-08-31,770.0,875.4500122070312,743.2999877929688,842.3499755859375,768.03271484375,32717432,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-08-31,Sun Pharmaceutical
2014-09-30,842.0,878.4000244140625,748.0,860.7999877929688,786.2273559570312,69593688,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-09-30,Sun Pharmaceutical
2014-10-31,857.1500244140625,868.7999877929688,790.0,845.4000244140625,772.161376953125,32193928,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-10-31,Sun Pharmaceutical
2014-11-30,848.0,932.5,829.0,835.6500244140625,763.2561645507812,51004684,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-11-30,Sun Pharmaceutical
2014-12-31,831.0,854.4500122070312,798.3499755859375,822.2000122070312,750.9712524414062,40092406,Sun Pharmaceutical,India,SUNPHARMA.NS,2014-12-31,Sun Pharmaceutical
2015-01-31,824.0,939.9500122070312,800.0,917.75,838.2435913085938,37077072,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-01-31,Sun Pharmaceutical
2015-02-28,925.0,965.9500122070312,860.2000122070312,878.9000244140625,802.7593383789062,35110363,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-02-28,Sun Pharmaceutical
2015-03-31,912.0999755859376,1094.0,909.4000244140624,1081.150024414062,987.4880981445312,57285787,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-03-31,Sun Pharmaceutical
2015-04-30,1102.699951171875,1200.800048828125,912.25,938.8499755859376,857.5155639648438,365371577,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-04-30,Sun Pharmaceutical
2015-05-31,949.0,1010.0,869.0999755859375,877.6500244140625,801.61767578125,95472935,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-05-31,Sun Pharmaceutical
2015-06-30,887.2000122070312,888.4000244140625,807.25,873.0999755859375,797.4617919921875,85128270,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-06-30,Sun Pharmaceutical
2015-07-31,882.7999877929688,957.0,795.25,822.4000244140625,751.1538696289062,94624892,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-07-31,Sun Pharmaceutical
2015-08-31,822.0,966.0,820.0,901.9500122070312,823.8123779296875,94818539,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-08-31,Sun Pharmaceutical
2015-09-30,914.0,920.7999877929688,815.0,891.0,813.81103515625,64818269,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-09-30,Sun Pharmaceutical
2015-10-31,899.0,933.9500122070312,874.0,889.5499877929688,815.1962280273438,40171913,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-10-31,Sun Pharmaceutical
2015-11-30,875.0499877929688,878.1500244140625,704.0,729.25,668.295166015625,92802713,Sun Pharmaceutical,India,SUNPHARMA.NS,2015-11-30,Sun Pharmaceutical
