Date,Open,High,Low,Close,Volume,Company,Country,Ticker
2014-08-01,265.68,271.0,264.95,266.92,118912,Strides Pharma Science,India,STAR.NS
2014-08-08,266.9,274.26,265.27,271.96,600846,Strides Pharma Science,India,STAR.NS
2014-08-15,271.08,275.05,264.87,267.41,382067,Strides Pharma Science,India,STAR.NS
2014-08-22,266.23,281.16,258.75,269.45,1122605,Strides Pharma Science,India,STAR.NS
2014-08-29,269.55,276.85,265.68,267.74,1039747,Strides Pharma Science,India,STAR.NS
2014-09-05,270.84,286.69,267.0,281.95,1481898,Strides Pharma Science,India,STAR.NS
2014-09-12,283.16,304.67,282.54,299.68,2625911,Strides Pharma Science,India,STAR.NS
2014-09-19,303.44,316.17,283.32,296.15,2442833,Strides Pharma Science,India,STAR.NS
2014-09-26,295.64,300.67,256.63,263.49,2469661,Strides Pharma Science,India,STAR.NS
2014-10-03,266.9,307.28,266.49,293.13,6229006,Strides Pharma Science,India,STAR.NS
2014-10-10,296.34,315.04,292.01,312.45,4613511,Strides Pharma Science,India,STAR.NS
2014-10-17,315.35,330.13,257.04,272.36,3360288,Strides Pharma Science,India,STAR.NS
2014-10-24,275.11,276.34,262.81,268.6,741450,Strides Pharma Science,India,STAR.NS
2014-10-31,269.77,278.8,263.76,273.63,1251096,Strides Pharma Science,India,STAR.NS
2014-11-07,275.11,284.1,272.85,277.2,847103,Strides Pharma Science,India,STAR.NS
2014-11-14,279.17,292.93,278.43,287.3,1117508,Strides Pharma Science,India,STAR.NS
2014-11-21,287.43,311.98,285.83,307.65,1497248,Strides Pharma Science,India,STAR.NS
2014-11-28,310.34,348.2,295.64,345.82,3316715,Strides Pharma Science,India,STAR.NS
2014-12-05,347.38,410.2,342.86,386.43,7228614,Strides Pharma Science,India,STAR.NS
2014-12-12,386.38,395.95,359.28,379.47,5255452,Strides Pharma Science,India,STAR.NS
2014-12-19,376.94,383.92,342.86,368.28,4145502,Strides Pharma Science,India,STAR.NS
2014-12-26,370.78,381.83,365.44,373.24,2644699,Strides Pharma Science,India,STAR.NS
2015-01-02,375.05,401.17,373.66,394.58,2819738,Strides Pharma Science,India,STAR.NS
2015-01-09,395.38,398.25,375.5,380.72,2012730,Strides Pharma Science,India,STAR.NS
2015-01-16,381.87,386.79,375.26,380.39,1551023,Strides Pharma Science,India,STAR.NS
2015-01-23,379.08,390.49,372.79,378.91,2248368,Strides Pharma Science,India,STAR.NS
2015-01-30,380.59,386.69,363.45,382.87,2053572,Strides Pharma Science,India,STAR.NS
2015-02-06,383.92,389.87,346.14,355.57,1839395,Strides Pharma Science,India,STAR.NS
2015-02-13,346.97,366.02,337.11,359.78,3007272,Strides Pharma Science,India,STAR.NS
2015-02-20,360.91,390.08,358.13,376.84,2361983,Strides Pharma Science,India,STAR.NS
2015-02-27,378.17,382.69,346.49,373.96,2903496,Strides Pharma Science,India,STAR.NS
2015-03-06,375.79,439.31,363.82,423.83,5015870,Strides Pharma Science,India,STAR.NS
2015-03-13,422.23,455.24,410.69,438.37,5870528,Strides Pharma Science,India,STAR.NS
2015-03-20,438.37,492.32,435.35,442.45,5253870,Strides Pharma Science,India,STAR.NS
2015-03-27,443.46,464.95,419.27,451.69,5129541,Strides Pharma Science,India,STAR.NS
2015-04-03,463.04,495.65,460.66,492.18,2957370,Strides Pharma Science,India,STAR.NS
2015-04-10,494.66,512.85,480.25,493.92,3588310,Strides Pharma Science,India,STAR.NS
2015-04-17,495.61,504.11,463.99,468.14,2177876,Strides Pharma Science,India,STAR.NS
2015-04-24,462.04,474.25,428.2,432.84,2114785,Strides Pharma Science,India,STAR.NS
2015-05-01,435.12,445.27,376.22,422.56,5076294,Strides Pharma Science,India,STAR.NS
2015-05-08,427.81,451.55,395.42,415.93,3626565,Strides Pharma Science,India,STAR.NS
2015-05-15,418.84,443.46,403.69,439.72,2275214,Strides Pharma Science,India,STAR.NS
2015-05-22,439.35,500.04,439.02,490.66,6490039,Strides Pharma Science,India,STAR.NS
2015-05-29,490.72,523.53,476.72,519.18,4417127,Strides Pharma Science,India,STAR.NS
2015-06-05,519.11,519.4,452.31,480.35,3089872,Strides Pharma Science,India,STAR.NS
2015-06-12,481.17,481.17,445.51,457.28,2184071,Strides Pharma Science,India,STAR.NS
2015-06-19,455.78,494.99,447.89,482.43,3045564,Strides Pharma Science,India,STAR.NS
2015-06-26,482.96,489.86,462.1,463.23,2169463,Strides Pharma Science,India,STAR.NS
2015-07-03,455.78,482.24,440.77,473.08,2105142,Strides Pharma Science,India,STAR.NS
2015-07-10,468.92,504.23,466.7,501.15,2904584,Strides Pharma Science,India,STAR.NS
2015-07-17,503.94,548.99,500.94,538.15,2823752,Strides Pharma Science,India,STAR.NS
2015-07-24,539.95,544.39,515.62,525.98,2115059,Strides Pharma Science,India,STAR.NS
2015-07-31,523.16,531.72,506.93,524.58,2622671,Strides Pharma Science,India,STAR.NS
2015-08-07,526.62,555.23,499.25,548.04,5410319,Strides Pharma Science,India,STAR.NS
2015-08-14,548.5,552.34,521.72,535.8,1950783,Strides Pharma Science,India,STAR.NS
2015-08-21,537.94,565.56,525.8,555.43,2712272,Strides Pharma Science,India,STAR.NS
2015-08-28,528.91,540.57,410.97,490.34,5653395,Strides Pharma Science,India,STAR.NS
2015-09-04,492.67,509.52,465.3,471.2,2315792,Strides Pharma Science,India,STAR.NS
2015-09-11,471.14,473.73,414.44,454.9,3505891,Strides Pharma Science,India,STAR.NS
2015-09-18,456.92,492.5,452.17,474.0,2726914,Strides Pharma Science,India,STAR.NS
2015-09-25,478.82,518.78,477.5,509.15,2798716,Strides Pharma Science,India,STAR.NS
2015-10-02,511.31,515.71,490.36,507.94,1611878,Strides Pharma Science,India,STAR.NS
2015-10-09,512.46,530.16,505.67,512.15,1489813,Strides Pharma Science,India,STAR.NS
2015-10-16,512.01,526.99,507.09,524.23,1062675,Strides Pharma Science,India,STAR.NS
2015-10-23,526.72,551.48,523.95,548.56,1431478,Strides Pharma Science,India,STAR.NS
2015-10-30,548.56,567.99,504.6,532.44,2576487,Strides Pharma Science,India,STAR.NS
2015-11-06,530.94,542.47,507.19,510.57,1103420,Strides Pharma Science,India,STAR.NS
2015-11-13,501.6,532.77,494.06,528.76,854960,Strides Pharma Science,India,STAR.NS
2015-11-20,527.24,577.23,524.77,560.7,2883879,Strides Pharma Science,India,STAR.NS
2015-11-27,572.1,581.98,553.21,554.86,1391634,Strides Pharma Science,India,STAR.NS
2015-12-04,554.86,571.67,553.64,565.37,1623689,Strides Pharma Science,India,STAR.NS
2015-12-11,566.75,576.63,545.76,553.62,1941359,Strides Pharma Science,India,STAR.NS
2015-12-18,549.05,549.69,516.56,537.63,3580685,Strides Pharma Science,India,STAR.NS
2015-12-25,539.38,543.74,526.15,531.11,1167274,Strides Pharma Science,India,STAR.NS
2016-01-01,530.86,539.09,523.97,537.24,1125555,Strides Pharma Science,India,STAR.NS
2016-01-08,537.24,545.1,499.25,505.45,1470446,Strides Pharma Science,India,STAR.NS
2016-01-15,500.07,504.19,432.16,437.33,1863821,Strides Pharma Science,India,STAR.NS
2016-01-22,437.92,472.5,396.58,467.09,3705527,Strides Pharma Science,India,STAR.NS
2016-01-29,472.91,487.44,456.86,480.69,1548425,Strides Pharma Science,India,STAR.NS
2016-02-05,480.73,487.31,420.97,456.03,1739265,Strides Pharma Science,India,STAR.NS
2016-02-12,456.06,468.71,377.01,396.7,4051197,Strides Pharma Science,India,STAR.NS
2016-02-19,407.06,423.52,349.85,385.1,6015075,Strides Pharma Science,India,STAR.NS
2016-02-26,388.95,396.31,358.49,359.91,2493591,Strides Pharma Science,India,STAR.NS
2016-03-04,359.91,435.46,348.61,424.98,4739321,Strides Pharma Science,India,STAR.NS
2016-03-11,427.22,467.93,421.58,439.41,2722323,Strides Pharma Science,India,STAR.NS
2016-03-18,440.81,447.84,412.82,423.35,2012391,Strides Pharma Science,India,STAR.NS
2016-03-25,423.52,439.57,414.46,434.8,1549824,Strides Pharma Science,India,STAR.NS
2016-04-01,437.43,456.86,408.54,437.53,3269096,Strides Pharma Science,India,STAR.NS
2016-04-08,439.16,472.39,415.7,423.09,1864565,Strides Pharma Science,India,STAR.NS
2016-04-15,421.46,458.5,416.11,453.38,1408983,Strides Pharma Science,India,STAR.NS
2016-04-22,453.17,474.56,440.81,462.54,1413706,Strides Pharma Science,India,STAR.NS
2016-04-29,463.03,477.75,440.89,444.92,1856878,Strides Pharma Science,India,STAR.NS
2016-05-06,439.98,470.63,439.98,453.01,1368889,Strides Pharma Science,India,STAR.NS
2016-05-13,457.54,492.73,455.05,489.99,1700689,Strides Pharma Science,India,STAR.NS
2016-05-20,490.61,500.63,441.36,443.36,2277569,Strides Pharma Science,India,STAR.NS
2016-05-27,446.98,469.93,410.78,461.32,2679626,Strides Pharma Science,India,STAR.NS
2016-06-03,464.47,467.15,451.1,456.28,1032998,Strides Pharma Science,India,STAR.NS
