,,,,,,,,,,,,
"Merck & Co., Inc. | Income Statement (As Reported)",,,,,,,,,,,,
NYSE: MRK (MI KEY: 4004265; SPCIQ KEY: 288502),,,,,,,,,,,,
Source: S&P Capital IQ - Standard,,,,,,,,,,,,
Period Category: Fiscal,,,,,,,,,,,,
Period Type: Years,,,,,,,,,,,,
Sort Order: Latest on Right,,,,,,,,,,,,
Currency: Indian Rupee,,,,,,,,,,,,
S&P Capital IQ - Standard,2014 FY,2015 FY,2016 FY,2017 FY,2018 FY,2019 FY,2020 FY,2021 FY,2022 FY,2023 FY,2024 FY,2025 FY
Period Ended,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00
Currency,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR
Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
Spot Exchange Rate,63.215,66.22,67.915,63.824999999999996,69.6,71.1709,73.0256,74.5076,82.7602,83.2392,85.5796,89.8567
Average Exchange Rate,,,,,,,,,,,,
Revenues,,,,,,,,,,,,
Sales,2670011.955,2615557.56,2703492.4050000003,2560786.65,2943662.4,2784276.7789000003,3031876.8608,3628818.1503999997,4906272.9366,5003924.507999999,5491471.7728,5841673.9237
Expenses,,,,,,,,,,,,
Cost of Sales,-1059989.12,-988929.48,-952847.4500000001,-824108.3999999999,-940226.3999999999,-855189.5344,-994462.6207999999,-1015240.5576,-1440937.8422,-1342315.3392,-1300210.8628,-1472032.4594
"Selling, General and Administrative",,,-680304.555,-642973.0499999999,-703099.2,-672920.8595,-653944.248,-717806.2184,-831077.9284,-874344.5568,-925628.9536,-964431.9611000001
Marketing and Administrative,-733673.29,-682926.86,,,,,,,,,,
Research and Development,-453883.7,-443938.88,-696875.8150000001,-659886.6749999999,-678739.2,-692065.8316,-978323.9632,-912345.5619999999,-1121235.1896,-2541376.0152,-1535126.8648,-1418747.4363
Other Income/expense-net,734115.795,-101117.94,-12835.935000000001,31912.499999999996,27979.199999999997,-9181.0461,64992.784,99914.69159999999,-124223.06019999999,-38789.4672,2053.9103999999998,-13568.361700000001
Restructuring Costs,-64036.795000000006,-40990.18,-44212.665,-49528.2,-43987.2,-44552.983400000005,-41989.72,-49249.5236,-27890.1874,-49860.2808,-26444.0964,-79882.6063
Earnings before Taxes,1092544.845,357654.22,316415.98500000004,416202.82499999995,605589.6,510366.52390000003,428149.0928,1034090.9804,1360908.7288,157238.8488,1706114.9056,1893011.0989
Taxes and Other Expenses,,,,,,,,,,,,
Provision for Income Tax,-338137.03500000003,-62379.24,-48762.97,-261873.97499999998,-174556.8,-111382.45850000001,-97854.30399999999,-113326.0596,-158734.0636,-125857.67039999999,-239879.6188,-251958.1868
Minority Interest (After Tax),-885.01,-1125.74,-1426.2150000000001,-1531.8,1879.1999999999998,5978.3556,-292.1024,-968.5988,-579.3214,-998.8704,-1369.2736,-808.7103000000001
Earnings of Discontinued Operations,,,,,,295572.7477,186069.22879999998,52453.350399999996,,,,
Net Income (Loss),753522.8,294149.24,266226.80000000005,152797.05,432911.99999999994,700535.1687,516071.9152,972249.6723999999,1201595.3438,30382.307999999997,1464866.0132,1640244.2018000002
Supplementary Info,,,,,,,,,,,,
Basic EPS - Continuing Operations,260.4458,104.6276,96.4393,56.166,162.86399999999998,157.999398,130.715824,363.597088,474.21594600000003,11.653488000000001,578.518096,655.9539100000001
Basic EPS - Discontinued Operations,,,,,,115.29685800000001,73.755856,20.862128000000002,,,,
Basic Earnings Per Share – Total,,,,,,273.296256,203.741424,384.45921599999997,,,,
Diluted EPS - Continuing Operations,257.28505,103.3032,95.76015000000001,55.52775,161.47199999999998,157.287689,129.985568,362.106936,472.560742,11.653488000000001,576.806504,654.156776
Diluted EPS - Discontinued Operations,,,,,,114.58514900000002,73.0256,20.862128000000002,,,,
Diluted Earnings Per Share – Total,,,,,,271.161129,203.01116799999997,382.96906399999995,,,,
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,,,,,,,
