Date,Open,High,Low,Close,Volume,Adj_Close,Company,Country,Ticker
2013-12-31,43.2599983215332,43.5699996948242,42.9799995422363,43.4000015258789,1930900,34.9186630249023,Viatris,United States,VTRS
2014-01-31,43.3800010681152,46.7299995422363,41.9700012207031,45.4099998474121,70482200,36.5358734130859,Viatris,United States,VTRS
2014-02-28,46.1300010681152,57.0699996948242,42.4300003051757,55.5699996948242,102182600,44.7103843688964,Viatris,United States,VTRS
2014-03-31,54.7700004577636,57.5200004577636,47.3600006103515,48.8300018310546,110807900,39.2875328063964,Viatris,United States,VTRS
2014-04-30,49.0800018310546,55.2999992370605,44.7400016784668,50.7799987792968,166860500,40.8564529418945,Viatris,United States,VTRS
2014-05-31,51.4399986267089,52.0,45.1100006103515,49.8400001525878,91804600,40.1001434326171,Viatris,United States,VTRS
2014-06-30,49.9599990844726,53.560001373291,48.4199981689453,51.560001373291,57857500,41.4840278625488,Viatris,United States,VTRS
2014-07-31,51.8600006103515,53.0499992370605,48.9500007629394,49.3699989318847,112378800,39.7220039367675,Viatris,United States,VTRS
2014-08-31,49.3199996948242,49.7900009155273,44.7999992370605,48.599998474121,106103300,39.1024742126464,Viatris,United States,VTRS
2014-09-30,48.7700004577636,49.0,44.7999992370605,45.4900016784668,84288800,36.6002388000488,Viatris,United States,VTRS
2014-10-31,45.6399993896484,56.099998474121,45.0200004577636,53.5499992370605,126522400,43.0851402282714,Viatris,United States,VTRS
2014-11-30,53.599998474121,59.599998474121,52.3300018310546,58.6100006103515,64171200,47.1562957763671,Viatris,United States,VTRS
2014-12-31,58.2700004577636,58.8600006103515,53.2700004577636,56.3699989318847,64264200,45.3540420532226,Viatris,United States,VTRS
2015-01-31,56.5400009155273,57.3199996948242,52.3899993896484,53.1500015258789,74168700,42.7633056640625,Viatris,United States,VTRS
2015-02-28,53.5499992370605,58.3699989318847,52.2099990844726,57.3300018310546,53844100,46.1264343261718,Viatris,United States,VTRS
2015-03-31,58.0,65.6299972534179,54.810001373291,59.349998474121,123606900,47.7516899108886,Viatris,United States,VTRS
2015-04-30,58.4399986267089,76.6900024414062,57.4599990844726,72.2600021362304,348449300,58.1387863159179,Viatris,United States,VTRS
2015-05-31,72.7200012207031,74.6100006103515,69.4899978637695,72.6299972534179,120112100,58.4364776611328,Viatris,United States,VTRS
2015-06-30,72.4199981689453,74.6600036621093,67.3300018310546,67.8600006103515,109670900,54.598648071289,Viatris,United States,VTRS
2015-07-31,68.5199966430664,73.9000015258789,53.810001373291,55.9900016784668,168971200,45.0483131408691,Viatris,United States,VTRS
2015-08-31,55.8899993896484,57.810001373291,45.5,49.5900001525878,181531800,39.8990097045898,Viatris,United States,VTRS
2015-09-30,48.560001373291,50.1599998474121,39.1599998474121,40.2599983215332,157432200,32.392292022705,Viatris,United States,VTRS
2015-10-31,40.599998474121,48.0400009155273,37.5900001525878,44.0900001525878,196801200,35.4738388061523,Viatris,United States,VTRS
2015-11-30,44.8699989318847,52.4599990844726,42.560001373291,51.2999992370605,198995700,41.274845123291,Viatris,United States,VTRS
2015-12-31,51.8800010681152,55.5099983215332,50.1300010681152,54.0699996948242,125132500,43.5035209655761,Viatris,United States,VTRS
2016-01-31,52.8800010681152,54.4399986267089,48.0299987792968,52.6899986267089,108771100,42.393196105957,Viatris,United States,VTRS
2016-02-29,51.9199981689453,53.2099990844726,40.0400009155273,45.0699996948242,157214000,36.2623138427734,Viatris,United States,VTRS
