organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Annual/7b808ef41743beea__Merck_&_Co._Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/7b808ef41743beea__Merck_&_Co._Cash_Flow_Years.csv,01_EVIDENCE/Non-Indian/Merck_&_Co/7b808ef41743beea__Merck_&_Co._Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,11862
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Annual/a3f99f5b5298a7cf__Merck_&_Co._Income_Statement_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/a3f99f5b5298a7cf__Merck_&_Co._Income_Statement_Years.csv,01_EVIDENCE/Non-Indian/Merck_&_Co/a3f99f5b5298a7cf__Merck_&_Co._Income_Statement_Years.csv,01_FINANCIAL_DATA,Annual,4562
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Annual/b11b293579af427f__Merck_&_Co._Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/b11b293579af427f__Merck_&_Co._Balance_Sheet_Years.csv,01_EVIDENCE/Non-Indian/Merck_&_Co/b11b293579af427f__Merck_&_Co._Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,8403
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Interim/30b720a5b434f6d8__Merck_&_Co._Cash_Flow_YTD.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/30b720a5b434f6d8__Merck_&_Co._Cash_Flow_YTD.csv,01_EVIDENCE/Non-Indian/Merck_&_Co/30b720a5b434f6d8__Merck_&_Co._Cash_Flow_YTD.csv,01_FINANCIAL_DATA,Interim,21994
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Other/2f23df809c13d1a5__Merck_&_Co.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/2f23df809c13d1a5__Merck_&_Co.xlsx,01_EVIDENCE/Non-Indian/Merck_&_Co/2f23df809c13d1a5__Merck_&_Co.xlsx,01_FINANCIAL_DATA,Other,214411
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Other/5c790cc96cbdf993__25Entities_Report_08-16-2026095454675.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/5c790cc96cbdf993__25Entities_Report_08-16-2026095454675.xlsx,01_EVIDENCE/Non-Indian/Merck_&_Co/5c790cc96cbdf993__25Entities_Report_08-16-2026095454675.xlsx,01_FINANCIAL_DATA,Other,35141
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Other/5fa42a9fa3cc4caa__Merck_&_Co.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/5fa42a9fa3cc4caa__Merck_&_Co.xlsx,01_EVIDENCE/Non-Indian/Merck_&_Co/5fa42a9fa3cc4caa__Merck_&_Co.xlsx,01_FINANCIAL_DATA,Other,485882
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Other/7a9a63fe58bf87d5__25Entities_Report_08-16-2026105310271.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/7a9a63fe58bf87d5__25Entities_Report_08-16-2026105310271.xlsx,01_EVIDENCE/Non-Indian/Merck_&_Co/7a9a63fe58bf87d5__25Entities_Report_08-16-2026105310271.xlsx,01_FINANCIAL_DATA,Other,70885
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Other/f3e48504c52fa046__Merck_&_Co._SEC_Financials.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/f3e48504c52fa046__Merck_&_Co._SEC_Financials.xlsx,01_EVIDENCE/Non-Indian/Merck_&_Co/f3e48504c52fa046__Merck_&_Co._SEC_Financials.xlsx,01_FINANCIAL_DATA,Other,937403
02_NON_INDIAN_COMPANIES/Merck_&_Co./01_FINANCIAL_DATA/Quarterly/2efd5b47ee7e1968__Merck_&_Co._yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Merck_&_Co/2efd5b47ee7e1968__Merck_&_Co._yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Merck_&_Co/2efd5b47ee7e1968__Merck_&_Co._yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,4211
