,,,,,,,,,,,,
Novartis AG | Income Statement (As Reported),,,,,,,,,,,,
SWX: NOVN (MI KEY: 4182587; SPCIQ KEY: 382553),,,,,,,,,,,,
Source: S&P Capital IQ - Standard,,,,,,,,,,,,
Period Category: Fiscal,,,,,,,,,,,,
Period Type: Years,,,,,,,,,,,,
Sort Order: Latest on Right,,,,,,,,,,,,
Currency: Indian Rupee,,,,,,,,,,,,
S&P Capital IQ - Standard,2014 FY,2015 FY,2016 FY,2017 FY,2018 FY,2019 FY,2020 FY,2021 FY,2022 FY,2023 FY,2024 FY,2025 FY
Period Ended,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00
Currency,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR
Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
Spot Exchange Rate,63.215,66.22,67.915,63.824999999999996,69.6,71.1709,73.0256,74.5076,82.7602,83.2392,85.5796,89.8567
Average Exchange Rate,,,,,,,,,,,,
Revenues,,,,,,,,,,,,
Sales,3313667.085,3273916.8,3295099.97,2704967.3249999997,3120376.8,3380475.4082,3553352.6703999997,3187509.6355999997,3492977.0012,3782389.2479999997,4306108.7332,4900065.5644000005
Other Revenues,76806.225,62710.34,62345.97000000001,65292.975,88113.59999999999,83910.4911,90478.7184,88887.5668,103864.05099999999,101551.824,120239.338,192473.0514
Expenses,,,,,,,,,,,,
Cost of Goods Sold,-1096464.175,-1152492.88,-1189870.8,-870126.225,-1009895.9999999999,-1026640.2325,-1104220.0976,-874346.686,-958528.6364,-1038159.3023999999,-1097729.5292,-1230946.9333000001
Marketing and Sales,-782412.055,-779541.84,,,,,,,,,,
General and Administration,-165370.44,-163894.5,,,,,,,,,,
"Selling, General and Administrative",,,-963849.68,-795578.625,-954703.2,-1022654.6621000001,-1036744.4432,-955708.9852,-1009095.1185999999,-1041905.0664,-1075393.2536,-1190421.5616000001
Research and Development,-574371.49,-591675.7,-613883.685,-535427.9249999999,-590834.3999999999,-669148.8018,-655769.8879999999,-643820.1716,-759076.5544,-946512.9432,-857678.7511999999,-1006395.04
Other Income,87932.065,135684.78,130872.20500000002,122671.65,113378.4,144548.0979,127210.5952,120702.31199999999,57601.0992,147499.86239999998,100556.03,131190.782
Other Expenses,-158796.08000000002,-190250.06,-159192.76,-136394.025,-181586.4,-243831.50340000002,-232951.664,-173975.24599999998,-270129.2928,-191699.87759999998,-251432.8648,-210534.2481
Interest Expense,-44503.36,-43374.1,-48015.905000000006,-47868.75,-64867.2,-60495.265,-63459.246399999996,-58637.481199999995,-66208.16,-71169.516,-86093.0776,-102796.06480000001
(Loss)/income from Associated Companies,121246.37000000001,17614.52,47744.245,70718.09999999999,448084.8,46901.623100000004,49146.2288,1142723.0611999999,-910.3622,-1082.1096,-3252.0248,-1078.2804
Other Financial Income/expense,-1959.6650000000002,-30063.88,-30358.005,2680.6499999999996,12945.599999999999,3202.6905,-5695.9968,-5662.5776,3475.9284,18479.1024,11981.144,-12220.5112
Earnings before Taxes,775774.4800000001,538633.48,530891.555,580935.1499999999,981011.9999999999,636267.846,721346.8768,1827671.4279999998,593969.9554,759391.2215999999,1167305.744,1469336.7584000002
Taxes and Other Expenses,,,,,,,,,,,,
Provision for Income Tax,-97667.175,-73239.31999999999,-75996.88500000001,-102311.47499999999,-90131.99999999999,-127609.4237,-131957.2592,-121074.84999999999,-93353.5056,-45864.7992,-145570.8996,-214308.22950000002
Minority Interest (After Tax),-4425.05,-728.42,950.8100000000001,,-208.79999999999998,-355.85450000000003,73.0256,223.5228,,-332.9568,171.1592,1527.5639
Earnings of Discontinued Operations,-28257.105000000003,712924.52,,13020.3,-12945.599999999999,326674.43100000004,,82926.9588,74980.7412,522908.6544,,
Net Income (Loss),645425.15,1177590.26,455845.48000000004,491643.975,877725.6,834976.9988000001,589462.6431999999,1789747.0595999998,575597.191,1236102.1199999999,1021906.0035999999,1256556.0928
Supplementary Info,,,,,,,,,,,,
Gross Profit/loss,2294009.1350000002,2184134.26,2167575.14,1900134.075,2198594.4,2437745.6668000002,2539611.2912,2402050.5164,2638312.4158,2845781.7695999998,3328618.542,3861591.6825
Operating Income (Loss),700991.135,594456.94,561521.2200000001,555405.1499999999,584848.7999999999,646658.7974,741355.8912,749248.4256,657612.5492,813163.7448,1244669.7024,1585431.6148
Basic EPS - Continuing Operations,277.51385,193.36239999999998,191.52030000000002,204.24,384.19199999999995,222.053208,259.24088,761.467672,229.245754,343.777896,506.631232,647.866807
Basic EPS - Discontinued Operations,-11.3787,296.66560000000004,,5.106,-5.568,142.3418,,36.508724,34.759284,251.382384,,
Basic Earnings Per Share – Total,266.13515,490.028,,209.34599999999998,378.624,364.395008,,797.976396,264.005038,595.1602800000001,506.631232,647.866807
Diluted EPS - Continuing Operations,272.45664999999997,190.71359999999999,190.162,202.32524999999998,380.01599999999996,219.20637200000002,257.050112,755.507064,228.41815199999996,341.28072,502.352252,642.475405
Diluted EPS - Discontinued Operations,-11.3787,292.0302,,5.106,-5.568,140.918382,,36.508724,33.931681999999995,249.7176,,
Diluted Earnings Per Share – Total,261.07795,482.7438,,207.43124999999998,374.448,360.124754,,792.015788,262.349834,590.9983199999999,502.352252,642.475405
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,,,,,,,
