organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Annual/3a1b86bc7c522d4b__Fresenius_SE_Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/3a1b86bc7c522d4b__Fresenius_SE_Cash_Flow_Years.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/3a1b86bc7c522d4b__Fresenius_SE_Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,13359
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Annual/49c128e29591e1b3__Fresenius_SE_Income_Statement_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/49c128e29591e1b3__Fresenius_SE_Income_Statement_Years.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/49c128e29591e1b3__Fresenius_SE_Income_Statement_Years.csv,01_FINANCIAL_DATA,Annual,6521
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Annual/afad87fd156bca20__Fresenius_SE_Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/afad87fd156bca20__Fresenius_SE_Balance_Sheet_Years.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/afad87fd156bca20__Fresenius_SE_Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,12438
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Interim/eac33ec3d5c0f585__Fresenius_SE_Cash_Flow_YTD.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/eac33ec3d5c0f585__Fresenius_SE_Cash_Flow_YTD.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/eac33ec3d5c0f585__Fresenius_SE_Cash_Flow_YTD.csv,01_FINANCIAL_DATA,Interim,30987
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Other/38f301a66cbf5e4f__25Entities_Report_08-16-2026095454632.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/38f301a66cbf5e4f__25Entities_Report_08-16-2026095454632.xlsx,01_EVIDENCE/Non-Indian/Fresenius_SE/38f301a66cbf5e4f__25Entities_Report_08-16-2026095454632.xlsx,01_FINANCIAL_DATA,Other,41663
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Other/39ff79e4b56fd0a2__Fresenius_Balance.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/39ff79e4b56fd0a2__Fresenius_Balance.xlsx,01_EVIDENCE/Non-Indian/Fresenius_SE/39ff79e4b56fd0a2__Fresenius_Balance.xlsx,01_FINANCIAL_DATA,Other,3279
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Other/3c04600179e5d51c__Fresenius_Cashflow.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/3c04600179e5d51c__Fresenius_Cashflow.xlsx,01_EVIDENCE/Non-Indian/Fresenius_SE/3c04600179e5d51c__Fresenius_Cashflow.xlsx,01_FINANCIAL_DATA,Other,3279
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Other/4d2228d1b7ac432e__25Entities_Report_08-16-2026105310187.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/4d2228d1b7ac432e__25Entities_Report_08-16-2026105310187.xlsx,01_EVIDENCE/Non-Indian/Fresenius_SE/4d2228d1b7ac432e__25Entities_Report_08-16-2026105310187.xlsx,01_FINANCIAL_DATA,Other,102009
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Other/85f4fbee263bd46c__Fresenius_SE.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/85f4fbee263bd46c__Fresenius_SE.xlsx,01_EVIDENCE/Non-Indian/Fresenius_SE/85f4fbee263bd46c__Fresenius_SE.xlsx,01_FINANCIAL_DATA,Other,234709
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Other/90b5d4068b732773__Fresenius_Income.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/90b5d4068b732773__Fresenius_Income.xlsx,01_EVIDENCE/Non-Indian/Fresenius_SE/90b5d4068b732773__Fresenius_Income.xlsx,01_FINANCIAL_DATA,Other,3279
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Other/fb5ac6ac42054f1d__Fresenius.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/fb5ac6ac42054f1d__Fresenius.xlsx,01_EVIDENCE/Non-Indian/Fresenius_SE/fb5ac6ac42054f1d__Fresenius.xlsx,01_FINANCIAL_DATA,Other,509681
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Quarterly/5c8396c0a3aadc7d__Fresenius_SE_yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/5c8396c0a3aadc7d__Fresenius_SE_yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/5c8396c0a3aadc7d__Fresenius_SE_yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,3711
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Quarterly/947813b542ea4ca2__Fresenius_SE_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/947813b542ea4ca2__Fresenius_SE_Balance_Sheet_Quarters.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/947813b542ea4ca2__Fresenius_SE_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,41906
02_NON_INDIAN_COMPANIES/Fresenius_SE/01_FINANCIAL_DATA/Quarterly/b7f41c15ae11f421__Fresenius_SE_Income_Statement_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/b7f41c15ae11f421__Fresenius_SE_Income_Statement_Quarters.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/b7f41c15ae11f421__Fresenius_SE_Income_Statement_Quarters.csv,01_FINANCIAL_DATA,Quarterly,17184
02_NON_INDIAN_COMPANIES/Fresenius_SE/02_HISTORICAL_MARKET_DATA/Daily/8d9a7af106511a3a__Fresenius_SE_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/8d9a7af106511a3a__Fresenius_SE_daily.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/8d9a7af106511a3a__Fresenius_SE_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,421049
02_NON_INDIAN_COMPANIES/Fresenius_SE/02_HISTORICAL_MARKET_DATA/Daily/b921fcb503687bed__Fresenius_SE_FRE_DE_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/b921fcb503687bed__Fresenius_SE_FRE_DE_daily.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/b921fcb503687bed__Fresenius_SE_FRE_DE_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,948629
02_NON_INDIAN_COMPANIES/Fresenius_SE/02_HISTORICAL_MARKET_DATA/Monthly/12361bde2a842a57__Fresenius_SE_monthly_direct.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Fresenius_SE/12361bde2a842a57__Fresenius_SE_monthly_direct.csv,01_EVIDENCE/Non-Indian/Fresenius_SE/12361bde2a842a57__Fresenius_SE_monthly_direct.csv,02_HISTORICAL_MARKET_DATA,Monthly,20911
