Date,Open,High,Low,Close,Volume,Adj_Close,Company,Country,Ticker
2014-01-03,40.02000045776367,40.4900016784668,39.79999923706055,39.88000106811523,6410000,35.71276473999023,Teva Pharmaceutical,Israel,TEVA
2014-01-10,39.90000152587891,42.0,39.63999938964844,41.86999893188477,34539000,37.49480819702148,Teva Pharmaceutical,Israel,TEVA
2014-01-17,41.9900016784668,45.11999893188477,41.31999969482422,44.27000045776367,39357400,39.64402389526367,Teva Pharmaceutical,Israel,TEVA
2014-01-24,44.59999847412109,45.45999908447266,42.7599983215332,42.93000030517578,30564300,38.44404602050781,Teva Pharmaceutical,Israel,TEVA
2014-01-31,43.15000152587891,45.97999954223633,43.15000152587891,44.63000106811523,37938300,39.96640777587891,Teva Pharmaceutical,Israel,TEVA
2014-02-07,44.47000122070312,45.84999847412109,43.90000152587891,44.52000045776367,35891600,39.86790466308594,Teva Pharmaceutical,Israel,TEVA
2014-02-14,43.43000030517578,44.58000183105469,43.22000122070312,44.18999862670898,27655800,39.57238006591797,Teva Pharmaceutical,Israel,TEVA
2014-02-21,45.20000076293945,49.22999954223633,45.09999847412109,48.45000076293945,42158000,43.70986557006836,Teva Pharmaceutical,Israel,TEVA
2014-02-28,47.91999816894531,50.70000076293945,47.88999938964844,49.88999938964844,39017700,45.00898742675781,Teva Pharmaceutical,Israel,TEVA
2014-03-07,49.09000015258789,51.40999984741211,48.59000015258789,49.29999923706055,40613200,44.47671127319336,Teva Pharmaceutical,Israel,TEVA
2014-03-14,49.70999908447266,50.29000091552734,47.79999923706055,48.88000106811523,31046100,44.09780120849609,Teva Pharmaceutical,Israel,TEVA
2014-03-21,49.0099983215332,50.81999969482422,49.0099983215332,49.40999984741211,27936900,44.57595062255859,Teva Pharmaceutical,Israel,TEVA
2014-03-28,49.63999938964844,50.22999954223633,48.29999923706055,49.45000076293945,23224800,44.61203765869141,Teva Pharmaceutical,Israel,TEVA
2014-04-04,49.59999847412109,54.70000076293945,49.59999847412109,53.0,48265700,47.81472015380859,Teva Pharmaceutical,Israel,TEVA
2014-04-11,52.72000122070312,53.45999908447266,49.61999893188477,50.33000183105469,39043600,45.40594482421875,Teva Pharmaceutical,Israel,TEVA
2014-04-18,50.06000137329102,50.97000122070312,48.88999938964844,50.84999847412109,24753600,45.87506484985352,Teva Pharmaceutical,Israel,TEVA
2014-04-25,50.20000076293945,52.18000030517578,48.34999847412109,48.68999862670898,27695900,43.9263916015625,Teva Pharmaceutical,Israel,TEVA
2014-05-02,48.66999816894531,51.22000122070312,48.65999984741211,49.86000061035156,43611500,44.98192596435547,Teva Pharmaceutical,Israel,TEVA
2014-05-09,49.79999923706055,51.61000061035156,48.81000137329102,49.25,23272300,44.43161010742188,Teva Pharmaceutical,Israel,TEVA
2014-05-16,49.61000061035156,51.36999893188477,49.27999877929688,49.81000137329102,20507700,45.25041580200195,Teva Pharmaceutical,Israel,TEVA
2014-05-23,49.66999816894531,52.06999969482422,49.18999862670898,51.77000045776367,15582500,47.03099822998047,Teva Pharmaceutical,Israel,TEVA
