organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Annual/Jubilant_Pharmova_Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/62b46087bb4f722f__Jubilant_Pharmova_Cash_Flow_Years.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/62b46087bb4f722f__Jubilant_Pharmova_Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,9629
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Annual/Jubilant_Pharmova_yfinance_annual_income.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/842d0cbbd3405c4f__Jubilant_Pharmova_yfinance_annual_income.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/842d0cbbd3405c4f__Jubilant_Pharmova_yfinance_annual_income.csv,01_FINANCIAL_DATA,Annual,4100
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Annual/Jubilant_Pharmova_Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/d995b83d47187af8__Jubilant_Pharmova_Balance_Sheet_Years.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/d995b83d47187af8__Jubilant_Pharmova_Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,9941
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Interim/Jubilant_Pharmova_Cash_Flow_YTD.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/c8b9dcfed1dd7e8b__Jubilant_Pharmova_Cash_Flow_YTD.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/c8b9dcfed1dd7e8b__Jubilant_Pharmova_Cash_Flow_YTD.csv,01_FINANCIAL_DATA,Interim,6068
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Other/22Entities_Report_08-16-2026082730036.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/02b26e0e532962e7__22Entities_Report_08-16-2026082730036.xlsx,01_EVIDENCE/Indian/Jubilant_Pharmova/02b26e0e532962e7__22Entities_Report_08-16-2026082730036.xlsx,01_FINANCIAL_DATA,Other,37189
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Other/Jubilant_Pharmova_Income.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/0a6df24aadde26b7__Jubilant_Pharmova_Income.xlsx,01_EVIDENCE/Indian/Jubilant_Pharmova/0a6df24aadde26b7__Jubilant_Pharmova_Income.xlsx,01_FINANCIAL_DATA,Other,3278
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Other/Jubilant_Pharmova_Cashflow.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/282d85c8271fbba3__Jubilant_Pharmova_Cashflow.xlsx,01_EVIDENCE/Indian/Jubilant_Pharmova/282d85c8271fbba3__Jubilant_Pharmova_Cashflow.xlsx,01_FINANCIAL_DATA,Other,3279
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Other/22Entities_Report_08-16-2026090001961.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/3ee4439c33326070__22Entities_Report_08-16-2026090001961.xlsx,01_EVIDENCE/Indian/Jubilant_Pharmova/3ee4439c33326070__22Entities_Report_08-16-2026090001961.xlsx,01_FINANCIAL_DATA,Other,19760
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Other/Jubilant_Pharmova.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/5d21fa5b427cf3e5__Jubilant_Pharmova.xlsx,01_EVIDENCE/Indian/Jubilant_Pharmova/5d21fa5b427cf3e5__Jubilant_Pharmova.xlsx,01_FINANCIAL_DATA,Other,486695
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Other/Jubilant_Pharmova_Balance.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/989d2b6e782c754a__Jubilant_Pharmova_Balance.xlsx,01_EVIDENCE/Indian/Jubilant_Pharmova/989d2b6e782c754a__Jubilant_Pharmova_Balance.xlsx,01_FINANCIAL_DATA,Other,3278
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Other/22Entities_Report_08-16-2026083756010.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/c6c799853d541ad5__22Entities_Report_08-16-2026083756010.xlsx,01_EVIDENCE/Indian/Jubilant_Pharmova/c6c799853d541ad5__22Entities_Report_08-16-2026083756010.xlsx,01_FINANCIAL_DATA,Other,43750
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Other/22Entities_Report_08-16-2026091001928.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/ea9151f1ac708abb__22Entities_Report_08-16-2026091001928.xlsx,01_EVIDENCE/Indian/Jubilant_Pharmova/ea9151f1ac708abb__22Entities_Report_08-16-2026091001928.xlsx,01_FINANCIAL_DATA,Other,15796
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Quarterly/Jubilant_Pharmova_Income_Statement_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/5742027589485ca3__Jubilant_Pharmova_Income_Statement_Quarters.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/5742027589485ca3__Jubilant_Pharmova_Income_Statement_Quarters.csv,01_FINANCIAL_DATA,Quarterly,13323
01_INDIAN_COMPANIES/Jubilant_Pharmova/01_FINANCIAL_DATA/Quarterly/Jubilant_Pharmova_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/d5e54bea60664a88__Jubilant_Pharmova_Balance_Sheet_Quarters.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/d5e54bea60664a88__Jubilant_Pharmova_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,15533
01_INDIAN_COMPANIES/Jubilant_Pharmova/02_MARKET_DATA/Daily/Jubilant_Pharmova_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/0c396aec924672f7__Jubilant_Pharmova_daily.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/0c396aec924672f7__Jubilant_Pharmova_daily.csv,02_MARKET_DATA,Daily,460088
01_INDIAN_COMPANIES/Jubilant_Pharmova/02_MARKET_DATA/Daily/Jubilant_Pharmova_JUBLPHARMA_NS_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/1bfa03903f4bc56c__Jubilant_Pharmova_JUBLPHARMA_NS_daily.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/1bfa03903f4bc56c__Jubilant_Pharmova_JUBLPHARMA_NS_daily.csv,02_MARKET_DATA,Daily,774360
01_INDIAN_COMPANIES/Jubilant_Pharmova/02_MARKET_DATA/Monthly/Jubilant_Pharmova_monthly_direct.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/50f433fb98af4e8f__Jubilant_Pharmova_monthly_direct.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/50f433fb98af4e8f__Jubilant_Pharmova_monthly_direct.csv,02_MARKET_DATA,Monthly,21464
01_INDIAN_COMPANIES/Jubilant_Pharmova/02_MARKET_DATA/Monthly/Jubilant_Pharmova_JUBLPHARMA_NS_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/9190a2ff284ba64e__Jubilant_Pharmova_JUBLPHARMA_NS_monthly_derived.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/9190a2ff284ba64e__Jubilant_Pharmova_JUBLPHARMA_NS_monthly_derived.csv,02_MARKET_DATA,Monthly,30312
01_INDIAN_COMPANIES/Jubilant_Pharmova/02_MARKET_DATA/Weekly/Jubilant_Pharmova_JUBLPHARMA_NS_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/20c9c3b39a46d2b0__Jubilant_Pharmova_JUBLPHARMA_NS_weekly_derived.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/20c9c3b39a46d2b0__Jubilant_Pharmova_JUBLPHARMA_NS_weekly_derived.csv,02_MARKET_DATA,Weekly,130713
01_INDIAN_COMPANIES/Jubilant_Pharmova/02_MARKET_DATA/Weekly/Jubilant_Pharmova_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/257b7599c9b5b7e5__Jubilant_Pharmova_weekly_derived.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/257b7599c9b5b7e5__Jubilant_Pharmova_weekly_derived.csv,02_MARKET_DATA,Weekly,92059
01_INDIAN_COMPANIES/Jubilant_Pharmova/04_OTHER_SOURCE_MATERIAL/Jubilant_Pharmova_annual_direct.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Jubilant_Pharmova/e4dba4fdea217eef__Jubilant_Pharmova_annual_direct.csv,01_EVIDENCE/Indian/Jubilant_Pharmova/e4dba4fdea217eef__Jubilant_Pharmova_annual_direct.csv,04_OTHER_SOURCE_MATERIAL,,2039
