date,Open,High,Low,Close,adjusted_close,Volume,Company,Country,Ticker,__period__,company
2013-12-31 18:30:00,211.0,215.0,211.0,214.1999969482422,185.8064575195312,50680,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2013-12-31,Alembic Pharmaceuticals
2014-01-01 18:30:00,215.9499969482422,216.0,208.5,210.1499938964844,182.2932739257812,60783,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-01,Alembic Pharmaceuticals
2014-01-02 18:30:00,208.1000061035156,212.0,206.5500030517578,210.8999938964844,182.9439086914062,43090,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-02,Alembic Pharmaceuticals
2014-01-05 18:30:00,211.0500030517578,226.5,210.8999938964844,217.3500061035156,188.5388793945312,417452,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-05,Alembic Pharmaceuticals
2014-01-06 18:30:00,218.8999938964844,219.8999938964844,212.1999969482422,212.9499969482422,184.7221527099609,106784,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-06,Alembic Pharmaceuticals
2014-01-07 18:30:00,213.5,233.8000030517578,213.5,229.5500030517578,199.1217193603516,739674,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-07,Alembic Pharmaceuticals
2014-01-08 18:30:00,233.1999969482422,241.3999938964844,231.0,232.4499969482422,201.6372985839844,556463,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-08,Alembic Pharmaceuticals
2014-01-09 18:30:00,232.75,234.8999938964844,218.5,221.1499938964844,191.8351593017578,201754,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-09,Alembic Pharmaceuticals
2014-01-12 18:30:00,222.8999938964844,231.3999938964844,222.8999938964844,228.8999938964844,198.5578460693359,127953,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-12,Alembic Pharmaceuticals
2014-01-13 18:30:00,229.5,229.5,219.5,222.0500030517578,192.6158752441406,120290,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-13,Alembic Pharmaceuticals
2014-01-14 18:30:00,221.1499938964844,229.0,221.1499938964844,222.9499969482422,193.3965759277344,159239,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-14,Alembic Pharmaceuticals
2014-01-15 18:30:00,224.0,229.0,222.0,227.1499938964844,197.0398406982422,454397,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-15,Alembic Pharmaceuticals
2014-01-16 18:30:00,228.9499969482422,228.9499969482422,219.0500030517578,220.1499938964844,190.9676971435547,130522,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-16,Alembic Pharmaceuticals
2014-01-19 18:30:00,221.0,228.1000061035156,221.0,227.3500061035156,197.2133483886719,109635,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-19,Alembic Pharmaceuticals
2014-01-20 18:30:00,229.8500061035156,237.75,228.1000061035156,236.3500061035156,205.0203247070312,334387,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-20,Alembic Pharmaceuticals
2014-01-21 18:30:00,237.8999938964844,245.6999969482422,222.1000061035156,228.3999938964844,198.1241455078125,1161922,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-21,Alembic Pharmaceuticals
2014-01-22 18:30:00,229.1999969482422,232.5500030517578,224.0,227.5500030517578,197.3868255615234,480135,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-22,Alembic Pharmaceuticals
2014-01-23 18:30:00,226.6999969482422,229.3999938964844,221.6499938964844,222.3999938964844,192.9194793701172,149911,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-23,Alembic Pharmaceuticals
2014-01-26 18:30:00,220.6999969482422,220.6999969482422,211.25,217.0500030517578,188.2786865234375,223000,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-26,Alembic Pharmaceuticals
2014-01-27 18:30:00,218.1000061035156,227.6000061035156,218.0500030517578,226.4499969482422,196.4326324462891,227824,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-27,Alembic Pharmaceuticals
2014-01-28 18:30:00,228.0,231.0,222.1000061035156,225.5500030517578,195.6519622802734,108308,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-28,Alembic Pharmaceuticals
2014-01-29 18:30:00,223.0,225.6499938964844,218.5,222.0500030517578,192.6158752441406,81145,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-29,Alembic Pharmaceuticals
2014-01-30 18:30:00,222.1499938964844,226.8999938964844,221.5,222.5,193.0062103271484,77454,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-01-30,Alembic Pharmaceuticals
2014-02-02 18:30:00,222.1000061035156,226.5,220.0,220.4499969482422,191.2279815673828,66740,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-02-02,Alembic Pharmaceuticals
2014-02-03 18:30:00,219.6000061035156,222.5,215.25,221.0,191.7050476074219,97869,Alembic Pharmaceuticals,India,ALEMBICPHARM.NS,2014-02-03,Alembic Pharmaceuticals
