,,,,,,,,,,,,
Fresenius SE & Co. KGaA | Income Statement (As Reported),,,,,,,,,,,,
XTRA: FRE (MI KEY: 4810609; SPCIQ KEY: 879555),,,,,,,,,,,,
Source: S&P Capital IQ - Standard,,,,,,,,,,,,
Period Category: Fiscal,,,,,,,,,,,,
Period Type: Years,,,,,,,,,,,,
Sort Order: Latest on Right,,,,,,,,,,,,
Currency: Indian Rupee,,,,,,,,,,,,
S&P Capital IQ - Standard,2014 FY,2015 FY,2016 FY,2017 FY,2018 FY,2019 FY,2020 FY,2021 FY,2022 FY,2023 FY,2024 FY,2025 FY
Period Ended,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00
Currency,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR
Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
Spot Exchange Rate,76.517581553,71.919630736,71.6932334,76.639048991,79.688573391,79.868589384,89.32795107,84.73513021699999,88.447365609,92.00751630399999,88.600890361,105.502759188
Average Exchange Rate,,,,,,,,,,,,
Revenues,,,,,,,,,,,,
Sales,1777579.937057743,1986851.7187127362,2112871.2815314,2596990.814109026,2671957.8658002303,2828066.881498056,3240550.0809663897,3179262.08574184,1904448.676292988,1938322.3459763678,1945143.946985394,2413164.610907124
Expenses,,,,,,,,,,,,
Cost of Revenues,-1254046.644072117,-1373089.590011712,-1430853.5521972,-1792970.5511444448,-1888300.4350731361,-2001586.718552424,-2319042.93772827,-2305558.158074353,-1426567.559907561,-1480952.9824291838,-1445700.728020437,-1812537.40284984
Selling Expenses,,,,-72653.818443468,-80963.590565256,-81465.96117168,-94419.64428099,-89734.50289980299,-65981.734744314,-68269.57709756799,-60160.004555119,-64884.19690062
Distribution Cost,,,-63806.977726,,,,,,,,,
General and Administrative Expenses,,,-276162.3350568,-352999.459652546,-308952.599036907,-350303.633038224,-390631.13002911,-372326.16217349796,-207674.414449932,-210237.17475463997,-195719.366807449,-239280.257838384
"Selling, General and Administrative",-257022.556436527,-301702.85093752004,,,,,,,,,,
Research and Development Expenditures,-28234.987593057,-33370.708661504,-37854.027235199996,-42764.589336977995,-52036.638424323006,-51515.24015268,-67085.29125357,-68211.779824685,-56517.866624151,-60816.968276944,-56793.170721401,-66783.246566004
Other Operating Expenses,,,-11255.8376438,-14024.945965353,-22870.620563217002,-10063.442262384,-13220.53675836,-23386.895939891998,-18662.394143499,-47567.885929168,-28795.289367325,-29329.767054264
Other Operating Income,,,15485.738414399999,28126.530979697,35142.660865431004,34423.362024504,35552.52452586,32284.084612676997,31221.920059977,38367.134298768,25694.25820469,43361.634026268
Interest Expense,-55857.83453369,-62426.239478848,-48608.0122452,-66982.528818134,-75066.636134322,-70364.227247304,-67174.61920464,-53383.13203671,-30514.341135105,-47751.900961775995,-48907.691479272,-46948.72783866
Interest Income,9794.250438784,18339.50583768,6882.5504064,15864.283141136999,28289.443553805002,12938.711480208001,8307.49944951,10507.156146907999,11498.157529170001,11132.909472783998,10897.909514403,12238.320065808
Income from Investments Accounted for Using the Equity Method,,,,,,,,,,-1104.090195648,3366.833833718,20889.546319224
Other Financial Results,,,,,,,,,,,,949.524832692
Gains Related to Divestitures of Care Coordination Activities,,,,1992.615273766,64468.055873319005,2316.189092136,,,,,,
Earnings before Taxes,192212.164861136,234601.835460832,266698.828248,300578.350142702,371667.506295624,312445.921670208,332835.94568681996,309452.69555248396,141250.442877573,71121.81010299199,149026.69758720198,230840.037103344
Taxes and Other Expenses,,,,,,,,,,,,
Provision for Income Tax,-53562.3070871,-69402.44366024001,-74847.73566959999,-68132.114552999,-75704.14472145001,-70523.96442607201,-80663.13981621,-70584.36347076099,-33167.762103375004,-44623.645407439995,-46958.47189133,-61402.605847416
Minority Interest (After Tax),-57005.598256985,-67532.533261104,-80009.64847439999,-93423.000720029,-134434.623310617,-91529.403434064,-99689.99339412,-84819.865347217,-6014.420861412,101760.31303222399,15505.155813174999,-7385.19314316
Earnings of Discontinued Operations,,,,,,,,,-59878.866517293,-91179.44865726399,-58210.784967177,-28696.750499136
Earnings of Discontinued Operations,,,,,,,,,79160.392220055,-87131.11793988799,-17631.577181839,
Earnings of Discontinued Operations,,,,,,,,,,-4140.33823368,,
Earnings of Discontinued Operations,,,,,,,,,,-460.03758151999995,,
Net Income (Loss),81644.259517051,97666.858539488,111841.444104,139023.234869674,161528.73826355702,150392.55381007202,152482.81247648998,154048.466734506,121349.785615548,-54652.46468457599,41731.019360031,133355.487613632
Supplementary Info,,,,,,,,,,,,
Gross Profit/loss,523533.292985626,613762.128701024,682017.7293341999,804020.2629645809,783657.4307270941,826480.162945632,921507.14323812,873703.927667487,477881.116385427,457369.363547184,499443.218964957,600627.208057284
Operating Income (Loss),238275.748956042,278688.569102,308424.2900868,351696.595819699,418444.69887614105,369871.437437304,391703.06544195,352328.67144228594,160266.626483508,108844.89178763199,183669.645718353,243711.37372427998
Basic EPS - Continuing Operations,150.73963565941,179.79907684,204.32571519,250.60969020057,290.86329287715,269.95583211792,273.3435302742,276.23652450742,181.31709949844998,,177.201780722,286.96750499136004
Basic EPS - Discontinued Operations,,,,,,,,,34.49447258751,,-102.77703281875999,-50.641324410239996
Basic Earnings Per Share – Total,,,,,,,,,215.81157208596,-96.6078921192,74.42474790323999,236.32618058112
Diluted EPS - Continuing Operations,149.97445984388,178.36068422528,202.891850522,249.07690922075,289.26952140933,269.95583211792,273.3435302742,276.23652450742,,,,
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,,,,,,,
