organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Annual/Viatris_Income_Statement_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/0533f7431b7ddb6c__Viatris_Income_Statement_Years.csv,01_EVIDENCE/Non-Indian/Viatris/0533f7431b7ddb6c__Viatris_Income_Statement_Years.csv,01_FINANCIAL_DATA,Annual,5128
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Annual/Viatris_Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/6aee7680c37e0ab3__Viatris_Balance_Sheet_Years.csv,01_EVIDENCE/Non-Indian/Viatris/6aee7680c37e0ab3__Viatris_Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,7342
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Annual/Viatris_Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/773cbb6ce53f2700__Viatris_Cash_Flow_Years.csv,01_EVIDENCE/Non-Indian/Viatris/773cbb6ce53f2700__Viatris_Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,9387
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Interim/Viatris_Cash_Flow_YTD.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/e355432487677589__Viatris_Cash_Flow_YTD.csv,01_EVIDENCE/Non-Indian/Viatris/e355432487677589__Viatris_Cash_Flow_YTD.csv,01_FINANCIAL_DATA,Interim,23981
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Other/Viatris.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/52932510130ec308__Viatris.xlsx,01_EVIDENCE/Non-Indian/Viatris/52932510130ec308__Viatris.xlsx,01_FINANCIAL_DATA,Other,196330
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Other/25Entities_Report_08-16-2026105310472.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/797f05629c7fa614__25Entities_Report_08-16-2026105310472.xlsx,01_EVIDENCE/Non-Indian/Viatris/797f05629c7fa614__25Entities_Report_08-16-2026105310472.xlsx,01_FINANCIAL_DATA,Other,70621
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Other/25Entities_Report_08-16-2026095454797.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/9766bb1cf8c4d4fb__25Entities_Report_08-16-2026095454797.xlsx,01_EVIDENCE/Non-Indian/Viatris/9766bb1cf8c4d4fb__25Entities_Report_08-16-2026095454797.xlsx,01_FINANCIAL_DATA,Other,32406
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Quarterly/Viatris_Income_Statement_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/47d82dfcee4ce269__Viatris_Income_Statement_Quarters.csv,01_EVIDENCE/Non-Indian/Viatris/47d82dfcee4ce269__Viatris_Income_Statement_Quarters.csv,01_FINANCIAL_DATA,Quarterly,16428
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Quarterly/Viatris_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/5f7f9ced0d911596__Viatris_Balance_Sheet_Quarters.csv,01_EVIDENCE/Non-Indian/Viatris/5f7f9ced0d911596__Viatris_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,25945
02_NON_INDIAN_COMPANIES/Viatris/01_FINANCIAL_DATA/Quarterly/Viatris_yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/eead037ef969294c__Viatris_yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Viatris/eead037ef969294c__Viatris_yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,4482
02_NON_INDIAN_COMPANIES/Viatris/02_MARKET_DATA/Daily/Viatris_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/7d79132a018f4303__Viatris_daily.csv,01_EVIDENCE/Non-Indian/Viatris/7d79132a018f4303__Viatris_daily.csv,02_MARKET_DATA,Daily,410692
02_NON_INDIAN_COMPANIES/Viatris/02_MARKET_DATA/Daily/Viatris_VTRS_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/8ff2db090738f7d3__Viatris_VTRS_daily.csv,01_EVIDENCE/Non-Indian/Viatris/8ff2db090738f7d3__Viatris_VTRS_daily.csv,02_MARKET_DATA,Daily,1547405
02_NON_INDIAN_COMPANIES/Viatris/02_MARKET_DATA/Monthly/Viatris_VTRS_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/135c8af6f36bc959__Viatris_VTRS_monthly_derived.csv,01_EVIDENCE/Non-Indian/Viatris/135c8af6f36bc959__Viatris_VTRS_monthly_derived.csv,02_MARKET_DATA,Monthly,59682
02_NON_INDIAN_COMPANIES/Viatris/02_MARKET_DATA/Monthly/Viatris_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/a81108cb04a4f55e__Viatris_monthly_derived.csv,01_EVIDENCE/Non-Indian/Viatris/a81108cb04a4f55e__Viatris_monthly_derived.csv,02_MARKET_DATA,Monthly,20166
02_NON_INDIAN_COMPANIES/Viatris/02_MARKET_DATA/Weekly/Viatris_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/15693865bc528725__Viatris_weekly_derived.csv,01_EVIDENCE/Non-Indian/Viatris/15693865bc528725__Viatris_weekly_derived.csv,02_MARKET_DATA,Weekly,86021
02_NON_INDIAN_COMPANIES/Viatris/02_MARKET_DATA/Weekly/Viatris_VTRS_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Viatris/39661dc05fd30d66__Viatris_VTRS_weekly_derived.csv,01_EVIDENCE/Non-Indian/Viatris/39661dc05fd30d66__Viatris_VTRS_weekly_derived.csv,02_MARKET_DATA,Weekly,258169
02_NON_INDIAN_COMPANIES/Viatris/04_OTHER_SOURCE_MATERIAL/Viatris__financial__unknown.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Viatris/Viatris__financial__unknown.csv,02_MERGED_DATA/Non-Indian/Viatris/Viatris__financial__unknown.csv,04_OTHER_SOURCE_MATERIAL,,98153
02_NON_INDIAN_COMPANIES/Viatris/04_OTHER_SOURCE_MATERIAL/Viatris__stock__daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Viatris/Viatris__stock__daily.csv,02_MERGED_DATA/Non-Indian/Viatris/Viatris__stock__daily.csv,04_OTHER_SOURCE_MATERIAL,,471082
