Date,Open,High,Low,Close,Adj_Close,Volume,Company,Ticker,Country
2014-01-02,279.4400024414062,282.5199890136719,276.2099914550781,280.3299865722656,280.3299865722656,902200,Biogen,BIIB,USA
2014-01-03,279.7999877929688,280.8399963378906,275.4800109863281,277.3999938964844,277.3999938964844,656000,Biogen,BIIB,USA
2014-01-06,278.0299987792969,279.3599853515625,270.6199951171875,274.9700012207031,274.9700012207031,1019000,Biogen,BIIB,USA
2014-01-07,275.8299865722656,277.1700134277344,273.4500122070312,273.5199890136719,273.5199890136719,819100,Biogen,BIIB,USA
2014-01-08,276.6400146484375,290.989990234375,274.25,290.010009765625,290.010009765625,1436200,Biogen,BIIB,USA
2014-01-09,292.0499877929688,297.0,288.0,289.75,289.75,1318700,Biogen,BIIB,USA
2014-01-10,291.5700073242188,299.8500061035156,286.2999877929688,299.3099975585938,299.3099975585938,1866900,Biogen,BIIB,USA
2014-01-13,299.3500061035156,302.9500122070312,281.5499877929688,283.6700134277344,283.6700134277344,2305500,Biogen,BIIB,USA
2014-01-14,284.7000122070312,300.6700134277344,280.3099975585938,297.4700012207031,297.4700012207031,1651400,Biogen,BIIB,USA
2014-01-15,297.4800109863281,298.6300048828125,292.3200073242188,296.7200012207031,296.7200012207031,1038700,Biogen,BIIB,USA
2014-01-16,297.2699890136719,299.1300048828125,291.75,294.0,294.0,1051200,Biogen,BIIB,USA
2014-01-17,293.6000061035156,298.9800109863281,293.1900024414062,297.4800109863281,297.4800109863281,1413600,Biogen,BIIB,USA
2014-01-21,300.4500122070312,311.2000122070312,299.5400085449219,310.5,310.5,1793100,Biogen,BIIB,USA
2014-01-22,309.7999877929688,315.0,306.3200073242188,310.5400085449219,310.5400085449219,1125200,Biogen,BIIB,USA
2014-01-23,307.2300109863281,315.3800048828125,305.4800109863281,314.9599914550781,314.9599914550781,1578700,Biogen,BIIB,USA
2014-01-24,314.7799987792969,315.1300048828125,303.1400146484375,303.6000061035156,303.6000061035156,1926700,Biogen,BIIB,USA
