Date,Open,High,Low,Close,Adj_Close,Volume,Company,Ticker,Country
2014-12-31,77.20833587646484,92.26666259765625,67.98332977294922,70.92500305175781,68.25973510742188,1496454066,Biocon,BIOCON.NS,India
2015-12-31,70.70833587646484,87.125,65.88333129882812,86.3499984741211,83.969970703125,884941812,Biocon,BIOCON.NS,India
2016-12-31,86.82499694824219,170.0,71.83333587646484,158.3083343505859,155.5864868164062,1434946590,Biocon,BIOCON.NS,India
2017-12-31,157.7666625976562,274.3500061035156,147.5166625976562,268.6499938964844,264.6657409667969,1419744140,Biocon,BIOCON.NS,India
2018-12-31,270.0750122070312,359.0,262.625,314.5249938964844,310.3912048339844,1227686392,Biocon,BIOCON.NS,India
2019-12-31,315.7250061035156,341.2250061035156,211.0500030517578,293.7000122070312,290.3921508789062,878776370,Biocon,BIOCON.NS,India
2020-12-31,294.0,487.75,235.5500030517578,465.3999938964844,460.1583862304688,1459395320,Biocon,BIOCON.NS,India
2021-12-31,466.0,474.3500061035156,314.7999877929688,364.6499938964844,360.5431213378906,821582267,Biocon,BIOCON.NS,India
2022-12-31,364.6499938964844,410.7000122070312,258.25,261.8500061035156,259.3188781738281,613301043,Biocon,BIOCON.NS,India
2023-12-31,261.8500061035156,279.8999938964844,191.5500030517578,249.6499938964844,248.6742248535156,982707272,Biocon,BIOCON.NS,India
2024-12-31,249.8000030517578,395.7999877929688,244.5500030517578,365.3500061035156,364.4263610839844,1558567209,Biocon,BIOCON.NS,India
2025-12-31,366.8999938964844,424.9500122070312,291.0,393.8999938964844,393.4295043945312,946503073,Biocon,BIOCON.NS,India
2026-12-31,393.0,447.1499938964844,337.7000122070312,415.5499877929688,415.5499877929688,644337228,Biocon,BIOCON.NS,India
