date,Open,High,Low,Close,Volume,adjusted_close,Company,Country,Ticker,__period__,company
2014-01-31 00:00:00,77.20833587646484,82.9000015258789,68.68333435058594,72.70833587646484,218178012,69.27404022216797,Biocon,India,BIOCON.NS,2014-01-31,Biocon
2014-02-28 00:00:00,72.0,76.66666412353516,69.67500305175781,76.40833282470703,95588052,72.7992935180664,Biocon,India,BIOCON.NS,2014-02-28,Biocon
2014-03-31 00:00:00,76.75,78.11666870117188,68.24166870117188,70.73332977294922,76395654,67.39232635498047,Biocon,India,BIOCON.NS,2014-03-31,Biocon
2014-04-30 00:00:00,70.71666717529297,85.625,70.5,78.49166870117188,162038922,74.78421783447266,Biocon,India,BIOCON.NS,2014-04-30,Biocon
2014-05-31 00:00:00,78.0,82.48332977294922,68.91666412353516,72.88333129882812,95790600,69.44078826904297,Biocon,India,BIOCON.NS,2014-05-31,Biocon
2014-06-30 00:00:00,73.0,89.31666564941406,72.57499694824219,88.45833587646484,144686940,84.2801284790039,Biocon,India,BIOCON.NS,2014-06-30,Biocon
2014-07-31 00:00:00,88.66666412353516,92.26666259765625,76.53333282470703,78.3499984741211,157544982,75.40570831298828,Biocon,India,BIOCON.NS,2014-07-31,Biocon
2014-08-31 00:00:00,77.58333587646484,80.66666412353516,74.875,77.34166717529297,100452864,74.4352798461914,Biocon,India,BIOCON.NS,2014-08-31,Biocon
2014-09-30 00:00:00,77.05833435058594,85.83333587646484,77.05833435058594,83.03333282470703,156474114,79.91307067871094,Biocon,India,BIOCON.NS,2014-09-30,Biocon
2014-10-31 00:00:00,82.83333587646484,84.81666564941406,73.70833587646484,74.65833282470703,85474008,71.85277557373047,Biocon,India,BIOCON.NS,2014-10-31,Biocon
2014-11-30 00:00:00,74.66666412353516,77.7750015258789,72.59166717529297,76.07499694824219,102192606,73.2162094116211,Biocon,India,BIOCON.NS,2014-11-30,Biocon
2014-12-31 00:00:00,75.8499984741211,79.31666564941406,67.98332977294922,70.92500305175781,101637312,68.25973510742188,Biocon,India,BIOCON.NS,2014-12-31,Biocon
2015-01-31 00:00:00,70.70833587646484,72.73332977294922,67.05000305175781,69.125,80852328,66.52738189697266,Biocon,India,BIOCON.NS,2015-01-31,Biocon
2015-02-28 00:00:00,69.0,75.63333129882812,67.7750015258789,70.4000015258789,65708994,67.75447082519531,Biocon,India,BIOCON.NS,2015-02-28,Biocon
2015-03-31 00:00:00,71.26666259765625,79.16666412353516,69.6500015258789,78.21666717529297,76982532,75.27738952636719,Biocon,India,BIOCON.NS,2015-03-31,Biocon
2015-04-30 00:00:00,78.75,82.61666870117188,71.66666412353516,75.44166564941406,137164992,73.36227416992188,Biocon,India,BIOCON.NS,2015-04-30,Biocon
2015-05-31 00:00:00,76.06666564941406,76.4749984741211,69.80833435058594,75.2249984741211,58016688,73.15159606933594,Biocon,India,BIOCON.NS,2015-05-31,Biocon
2015-06-30 00:00:00,75.30000305175781,79.75,71.375,76.8499984741211,84108714,74.73180389404297,Biocon,India,BIOCON.NS,2015-06-30,Biocon
2015-07-31 00:00:00,76.57499694824219,82.375,74.83333587646484,76.23332977294922,106905738,74.13214111328125,Biocon,India,BIOCON.NS,2015-07-31,Biocon
2015-08-31 00:00:00,76.63333129882812,80.82499694824219,65.88333129882812,73.96666717529297,77630130,71.92794036865234,Biocon,India,BIOCON.NS,2015-08-31,Biocon
2015-09-30 00:00:00,73.80000305175781,75.625,70.01666259765625,74.0999984741211,39963756,72.05760955810547,Biocon,India,BIOCON.NS,2015-09-30,Biocon
2015-10-31 00:00:00,74.41666412353516,77.5,72.5999984741211,75.82499694824219,44384694,73.73505401611328,Biocon,India,BIOCON.NS,2015-10-31,Biocon
2015-11-30 00:00:00,75.96666717529297,78.33333587646484,72.30833435058594,76.94166564941406,29932632,74.8209457397461,Biocon,India,BIOCON.NS,2015-11-30,Biocon
2015-12-31 00:00:00,77.08333587646484,87.125,76.14166259765625,86.3499984741211,83290614,83.969970703125,Biocon,India,BIOCON.NS,2015-12-31,Biocon
2016-01-31 00:00:00,86.82499694824219,90.75833129882812,77.5,81.55833435058594,90940158,79.31034851074219,Biocon,India,BIOCON.NS,2016-01-31,Biocon
2016-02-29 00:00:00,82.00833129882812,82.84166717529297,71.83333587646484,78.25,59620314,76.09321594238281,Biocon,India,BIOCON.NS,2016-02-29,Biocon
2016-03-31 00:00:00,78.33333587646484,82.63333129882812,75.80833435058594,80.55833435058594,55333632,79.17327117919922,Biocon,India,BIOCON.NS,2016-03-31,Biocon
2016-04-30 00:00:00,80.625,98.31666564941406,80.35832977294922,97.56666564941406,132030072,95.88916015625,Biocon,India,BIOCON.NS,2016-04-30,Biocon
2016-05-31 00:00:00,97.57499694824219,120.3000030517578,97.23332977294922,119.591667175293,127619358,117.5354690551758,Biocon,India,BIOCON.NS,2016-05-31,Biocon
2016-06-30 00:00:00,119.5,127.5,114.6916656494141,123.533332824707,109205454,121.4093780517578,Biocon,India,BIOCON.NS,2016-06-30,Biocon
2016-07-31 00:00:00,124.1666641235352,139.5333404541016,114.8249969482422,138.1916656494141,216705852,135.8156890869141,Biocon,India,BIOCON.NS,2016-07-31,Biocon
2016-08-31 00:00:00,138.8583374023438,154.0,135.1333312988281,152.7833404541016,197894292,150.156494140625,Biocon,India,BIOCON.NS,2016-08-31,Biocon
2016-09-30 00:00:00,152.5,164.125,145.2250061035156,155.5833282470703,113571546,152.9083099365234,Biocon,India,BIOCON.NS,2016-09-30,Biocon
2016-10-31 00:00:00,158.3333282470703,170.0,149.1499938964844,154.2749938964844,134333562,151.6224822998047,Biocon,India,BIOCON.NS,2016-10-31,Biocon
2016-11-30 00:00:00,155.2083282470703,156.1499938964844,134.0666656494141,152.8000030517578,102988170,150.1728515625,Biocon,India,BIOCON.NS,2016-11-30,Biocon
2016-12-31 00:00:00,153.3333282470703,165.0,146.9499969482422,158.3083343505859,94704180,155.5864868164062,Biocon,India,BIOCON.NS,2016-12-31,Biocon
2017-01-31 00:00:00,157.7666625976562,175.2916717529297,154.875,168.4916687011719,115792932,165.5947113037109,Biocon,India,BIOCON.NS,2017-01-31,Biocon
2017-02-28 00:00:00,168.5,190.6333312988281,165.8500061035156,187.0749969482422,58905672,183.8585357666016,Biocon,India,BIOCON.NS,2017-02-28,Biocon
2017-03-31 00:00:00,188.0,193.8166656494141,169.5916595458984,188.7166595458984,76355430,185.4719848632812,Biocon,India,BIOCON.NS,2017-03-31,Biocon
2017-04-30 00:00:00,188.9250030517578,198.0,175.5833282470703,183.9499969482422,87580758,180.7872924804688,Biocon,India,BIOCON.NS,2017-04-30,Biocon
2017-05-31 00:00:00,185.8333282470703,186.0749969482422,147.5166625976562,158.1083374023438,165698370,155.3899078369141,Biocon,India,BIOCON.NS,2017-05-31,Biocon
2017-06-30 00:00:00,158.1666717529297,175.4166717529297,158.0,165.5249938964844,101640402,162.6790618896484,Biocon,India,BIOCON.NS,2017-06-30,Biocon
2017-07-31 00:00:00,165.0,219.4250030517578,158.125,192.3500061035156,191046912,189.4973449707031,Biocon,India,BIOCON.NS,2017-07-31,Biocon
2017-08-31 00:00:00,185.25,193.3500061035156,159.0249938964844,168.5,125117540,166.0010528564453,Biocon,India,BIOCON.NS,2017-08-31,Biocon
2017-09-30 00:00:00,169.5,184.9250030517578,164.0,166.0749969482422,72626612,163.6119995117188,Biocon,India,BIOCON.NS,2017-09-30,Biocon
2017-10-31 00:00:00,167.5,194.25,166.8500061035156,179.6000061035156,83885820,176.9364318847656,Biocon,India,BIOCON.NS,2017-10-31,Biocon
2017-11-30 00:00:00,179.0500030517578,220.2749938964844,178.6000061035156,216.0749969482422,149131790,212.8704681396484,Biocon,India,BIOCON.NS,2017-11-30,Biocon
