Date,Open,High,Low,Close,Adj_Close,Volume,Company,Country,Ticker
2014-12-31,114.3600006103516,173.1399993896484,108.1999969482422,159.2899932861328,114.3378829956055,897796100,Amgen,United States,AMGN
2015-12-31,160.1600036621094,181.8099975585938,130.0899963378906,162.3300018310547,118.860466003418,893317900,Amgen,United States,AMGN
2016-12-31,159.0,176.8500061035156,133.6399993896484,146.2100067138672,109.8794097900391,862822400,Amgen,United States,AMGN
2017-12-31,147.8600006103516,191.1000061035156,147.1199951171875,173.8999938964844,134.34765625,796388400,Amgen,United States,AMGN
2018-12-31,175.3500061035156,210.1900024414062,163.3099975585938,194.6699981689453,154.8129119873047,870174800,Amgen,United States,AMGN
2019-12-31,192.5200042724609,244.9900054931641,166.3000030517578,241.0700073242188,197.5429840087891,704684800,Amgen,United States,AMGN
2020-12-31,243.0,264.9700012207031,177.0500030517578,229.9199981689453,193.6138153076172,709180900,Amgen,United States,AMGN
2021-12-31,231.25,276.6900024414062,198.6399993896484,224.9700012207031,195.3062591552734,669818600,Amgen,United States,AMGN
2022-12-31,223.6300048828125,296.6700134277344,214.3899993896484,262.6400146484375,235.2110443115234,748135500,Amgen,United States,AMGN
2023-12-31,260.8699951171875,289.0400085449219,211.7100067138672,288.0199890136719,266.8806457519531,615079100,Amgen,United States,AMGN
2024-12-31,287.2799987792969,346.8500061035156,253.3000030517578,260.6400146484375,248.8076477050781,675415300,Amgen,United States,AMGN
2025-12-31,262.1799926757812,346.3800048828125,257.0499877929688,327.3099975585938,322.621337890625,690918300,Amgen,United States,AMGN
2026-12-31,328.7699890136719,443.2000122070312,318.2099914550781,433.375,433.375,432825996,Amgen,United States,AMGN
