,,,
,,2025,
2025,,variance,2026
actual,Change,analysis,forecast
44.5,,Longer negotiations,60.0 to
,↘,regarding the conclu-,70.0
,,sion of further com-,
,,mercialization and,
,,development partner-,
,,"ships, as well as post-",
,,ponement of antici-,
,,pated milestone,
,,achievements and a,
,,weaker-than-ex-,
,,pected contribution,
,,from licensing reve-,
,,nue derived from,
,,product sales for,
,,FYB202,
-3.6,,Intensive cost man-,0.0 to
,↗,"agement, higher capi-",10.0
,,talized development,
,,costs and develop-,
,,ment costs to be in-,
,,curred at a later point,
,,in time,
-2.3,,Upfront payments,5.0 to
,↗,from partnerships,15.0
,,with FYB201/Nu-,
,,fymco led to im-,
,,proved equity-,
,,method earnings,
70.1,,Proceeds of €70.0,20.0 to
,↗,million from a corpo-,30.0
,,"rate bond, as well as",
,,advance payments,
,,under the first com-,
,,mercialization part-,
,,nerships for FYB206,
,,,
