organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Other/698e8402bce61445__25Entities_Report_08-16-2026095454925.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/698e8402bce61445__25Entities_Report_08-16-2026095454925.xlsx,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/698e8402bce61445__25Entities_Report_08-16-2026095454925.xlsx,01_FINANCIAL_DATA,Other,45027
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Other/8fcc9d9ea376b927__25Entities_Report_08-16-2026105310680.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/8fcc9d9ea376b927__25Entities_Report_08-16-2026105310680.xlsx,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/8fcc9d9ea376b927__25Entities_Report_08-16-2026105310680.xlsx,01_FINANCIAL_DATA,Other,65454
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Quarterly/3eb15b9866b676ce__Zhejiang Hisun Pharma_yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/3eb15b9866b676ce__Zhejiang Hisun Pharma_yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/3eb15b9866b676ce__Zhejiang Hisun Pharma_yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,3121
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Quarterly/Zhejiang Hisun Pharma_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Balance_Sheet_Quarters.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,13918
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Quarterly/Zhejiang Hisun Pharma_Income_Statement_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Income_Statement_Quarters.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Income_Statement_Quarters.csv,01_FINANCIAL_DATA,Quarterly,18454
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Quarterly/Zhejiang Hisun Pharma_yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,3121
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Quarterly/d6a3da6ae13d65cf__Zhejiang Hisun Pharma_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/d6a3da6ae13d65cf__Zhejiang Hisun Pharma_Balance_Sheet_Quarters.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/d6a3da6ae13d65cf__Zhejiang Hisun Pharma_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,13918
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Quarterly/f4219086e48c7d7f__Zhejiang Hisun Pharma_Income_Statement_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/f4219086e48c7d7f__Zhejiang Hisun Pharma_Income_Statement_Quarters.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/f4219086e48c7d7f__Zhejiang Hisun Pharma_Income_Statement_Quarters.csv,01_FINANCIAL_DATA,Quarterly,18454
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/02_HISTORICAL_MARKET_DATA/Daily/19c223f3b7c1bff1__Zhejiang Hisun Pharma_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/19c223f3b7c1bff1__Zhejiang Hisun Pharma_daily.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/19c223f3b7c1bff1__Zhejiang Hisun Pharma_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,430747
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/02_HISTORICAL_MARKET_DATA/Daily/79af98244990fbdd__Zhejiang_Hisun_Pharma_600267_SS_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/79af98244990fbdd__Zhejiang_Hisun_Pharma_600267_SS_daily.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/79af98244990fbdd__Zhejiang_Hisun_Pharma_600267_SS_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,838363
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/02_HISTORICAL_MARKET_DATA/Daily/Zhejiang Hisun Pharma_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_daily.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,430747
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/02_HISTORICAL_MARKET_DATA/Monthly/59dd13ccd8b27bfc__Zhejiang_Hisun_Pharma_600267_SS_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/59dd13ccd8b27bfc__Zhejiang_Hisun_Pharma_600267_SS_monthly_derived.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/59dd13ccd8b27bfc__Zhejiang_Hisun_Pharma_600267_SS_monthly_derived.csv,02_HISTORICAL_MARKET_DATA,Monthly,32852
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/02_HISTORICAL_MARKET_DATA/Monthly/7dec52caa9161448__Zhejiang Hisun Pharma_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/7dec52caa9161448__Zhejiang Hisun Pharma_monthly_derived.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/7dec52caa9161448__Zhejiang Hisun Pharma_monthly_derived.csv,02_HISTORICAL_MARKET_DATA,Monthly,21426
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/02_HISTORICAL_MARKET_DATA/Monthly/Zhejiang Hisun Pharma_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_monthly_derived.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_monthly_derived.csv,02_HISTORICAL_MARKET_DATA,Monthly,21426
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/02_HISTORICAL_MARKET_DATA/Weekly/6924b42b816905a1__Zhejiang Hisun Pharma_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/6924b42b816905a1__Zhejiang Hisun Pharma_weekly_derived.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/6924b42b816905a1__Zhejiang Hisun Pharma_weekly_derived.csv,02_HISTORICAL_MARKET_DATA,Weekly,91247
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/02_HISTORICAL_MARKET_DATA/Weekly/Zhejiang Hisun Pharma_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_weekly_derived.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_weekly_derived.csv,02_HISTORICAL_MARKET_DATA,Weekly,91247
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/02_HISTORICAL_MARKET_DATA/Weekly/b9e767820041924b__Zhejiang_Hisun_Pharma_600267_SS_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/b9e767820041924b__Zhejiang_Hisun_Pharma_600267_SS_weekly_derived.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/b9e767820041924b__Zhejiang_Hisun_Pharma_600267_SS_weekly_derived.csv,02_HISTORICAL_MARKET_DATA,Weekly,139554
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_balance_annual.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_balance_annual.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_balance_annual.csv,03_OTHER_SOURCE_MATERIAL,Other,13909
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_balance_quarterly.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_balance_quarterly.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_balance_quarterly.csv,03_OTHER_SOURCE_MATERIAL,Other,13918
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_cashflow_annual.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_cashflow_annual.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_cashflow_annual.csv,03_OTHER_SOURCE_MATERIAL,Other,14391
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_cashflow_quarterly_yfinance.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_cashflow_quarterly_yfinance.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_cashflow_quarterly_yfinance.csv,03_OTHER_SOURCE_MATERIAL,Other,3121
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_cashflow_ytd.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_cashflow_ytd.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_cashflow_ytd.csv,03_OTHER_SOURCE_MATERIAL,Other,23446
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_income_annual.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_income_annual.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_income_annual.csv,03_OTHER_SOURCE_MATERIAL,Other,8447
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/financial_income_quarterly.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_income_quarterly.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/financial_income_quarterly.csv,03_OTHER_SOURCE_MATERIAL,Other,18454
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/stock_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/stock_daily.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/stock_daily.csv,03_OTHER_SOURCE_MATERIAL,Other,430747
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/stock_monthly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/stock_monthly_derived.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/stock_monthly_derived.csv,03_OTHER_SOURCE_MATERIAL,Other,21426
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_OTHER_SOURCE_MATERIAL/Other/stock_weekly_derived.csv,THESIS_FINAL_MASTER_2026-09-02_191153/02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/stock_weekly_derived.csv,02_MERGED_DATA/Non-Indian/Zhejiang_Hisun_Pharma/stock_weekly_derived.csv,03_OTHER_SOURCE_MATERIAL,Other,91247
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_SOURCE_REPORTS/Reports/25Entities_Report_08-16-2026095454925.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/03_SOURCE_REPORTS/Non-Indian/Zhejiang_Hisun_Pharma/25Entities_Report_08-16-2026095454925.xlsx,03_SOURCE_REPORTS/Non-Indian/Zhejiang_Hisun_Pharma/25Entities_Report_08-16-2026095454925.xlsx,03_SOURCE_REPORTS,Reports,45027
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_SOURCE_REPORTS/Reports/25Entities_Report_08-16-2026105310680.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/03_SOURCE_REPORTS/Non-Indian/Zhejiang_Hisun_Pharma/25Entities_Report_08-16-2026105310680.xlsx,03_SOURCE_REPORTS/Non-Indian/Zhejiang_Hisun_Pharma/25Entities_Report_08-16-2026105310680.xlsx,03_SOURCE_REPORTS,Reports,65454
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/03_SOURCE_REPORTS/Reports/Zhejiang Hisun Pharma.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/03_SOURCE_REPORTS/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma.xlsx,03_SOURCE_REPORTS/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma.xlsx,03_SOURCE_REPORTS,Reports,188083
