organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Annual/0f843abf9551700f__Zhejiang Hisun Pharma_Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/0f843abf9551700f__Zhejiang Hisun Pharma_Balance_Sheet_Years.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/0f843abf9551700f__Zhejiang Hisun Pharma_Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,13909
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Annual/496926c750e89ef2__Zhejiang Hisun Pharma_Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/496926c750e89ef2__Zhejiang Hisun Pharma_Cash_Flow_Years.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/496926c750e89ef2__Zhejiang Hisun Pharma_Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,14391
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Annual/Zhejiang Hisun Pharma_Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Balance_Sheet_Years.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,13909
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Annual/Zhejiang Hisun Pharma_Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Cash_Flow_Years.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,14391
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Annual/Zhejiang Hisun Pharma_Income_Statement_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Income_Statement_Years.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Income_Statement_Years.csv,01_FINANCIAL_DATA,Annual,8447
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Annual/cdcbeffaaeea2a95__Zhejiang Hisun Pharma_Income_Statement_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/cdcbeffaaeea2a95__Zhejiang Hisun Pharma_Income_Statement_Years.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/cdcbeffaaeea2a95__Zhejiang Hisun Pharma_Income_Statement_Years.csv,01_FINANCIAL_DATA,Annual,8447
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Interim/13aeef7ff596a843__Zhejiang Hisun Pharma_Cash_Flow_YTD.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/13aeef7ff596a843__Zhejiang Hisun Pharma_Cash_Flow_YTD.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/13aeef7ff596a843__Zhejiang Hisun Pharma_Cash_Flow_YTD.csv,01_FINANCIAL_DATA,Interim,23446
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Interim/Zhejiang Hisun Pharma_Cash_Flow_YTD.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Cash_Flow_YTD.csv,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/Zhejiang Hisun Pharma_Cash_Flow_YTD.csv,01_FINANCIAL_DATA,Interim,23446
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Other/543e21e8990917f0__0004_Zhejiang Hisun Pharma.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/543e21e8990917f0__0004_Zhejiang Hisun Pharma.xlsx,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/543e21e8990917f0__0004_Zhejiang Hisun Pharma.xlsx,01_FINANCIAL_DATA,Other,188083
02_NON_INDIAN_COMPANIES/Zhejiang_Hisun_Pharma/01_FINANCIAL_DATA/Other/543e21e8990917f0__Zhejiang Hisun Pharma.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/543e21e8990917f0__Zhejiang Hisun Pharma.xlsx,01_EVIDENCE/Non-Indian/Zhejiang_Hisun_Pharma/543e21e8990917f0__Zhejiang Hisun Pharma.xlsx,01_FINANCIAL_DATA,Other,188083
