organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Annual/372175798f3c0fe2__Lupin_yfinance_annual_income.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/372175798f3c0fe2__Lupin_yfinance_annual_income.csv,01_EVIDENCE/Indian/Lupin/372175798f3c0fe2__Lupin_yfinance_annual_income.csv,01_FINANCIAL_DATA,Annual,4119
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Annual/40817b5401ea2561__Lupin_Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/40817b5401ea2561__Lupin_Cash_Flow_Years.csv,01_EVIDENCE/Indian/Lupin/40817b5401ea2561__Lupin_Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,10973
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Annual/5de18620c7063b35__Lupin_Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/5de18620c7063b35__Lupin_Balance_Sheet_Years.csv,01_EVIDENCE/Indian/Lupin/5de18620c7063b35__Lupin_Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,7169
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Interim/9db888160603c861__Lupin_Cash_Flow_YTD.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/9db888160603c861__Lupin_Cash_Flow_YTD.csv,01_EVIDENCE/Indian/Lupin/9db888160603c861__Lupin_Cash_Flow_YTD.csv,01_FINANCIAL_DATA,Interim,7662
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Other/086af349d9be6284__22Entities_Report_08-16-2026083755774.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/086af349d9be6284__22Entities_Report_08-16-2026083755774.xlsx,01_EVIDENCE/Indian/Lupin/086af349d9be6284__22Entities_Report_08-16-2026083755774.xlsx,01_FINANCIAL_DATA,Other,40755
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Other/12fb995a1a73de64__Lupin_Balance.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/12fb995a1a73de64__Lupin_Balance.xlsx,01_EVIDENCE/Indian/Lupin/12fb995a1a73de64__Lupin_Balance.xlsx,01_FINANCIAL_DATA,Other,3278
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Other/59251be6f78c1e4f__Lupin.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/59251be6f78c1e4f__Lupin.xlsx,01_EVIDENCE/Indian/Lupin/59251be6f78c1e4f__Lupin.xlsx,01_FINANCIAL_DATA,Other,454416
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Other/6475bc8766197586__Lupin_Income.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/6475bc8766197586__Lupin_Income.xlsx,01_EVIDENCE/Indian/Lupin/6475bc8766197586__Lupin_Income.xlsx,01_FINANCIAL_DATA,Other,3279
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Other/8549ead4a7463575__22Entities_Report_08-16-2026091001850.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/8549ead4a7463575__22Entities_Report_08-16-2026091001850.xlsx,01_EVIDENCE/Indian/Lupin/8549ead4a7463575__22Entities_Report_08-16-2026091001850.xlsx,01_FINANCIAL_DATA,Other,17159
01_INDIAN_COMPANIES/Lupin/01_FINANCIAL_DATA/Other/8bb31c3ca0d104b4__22Entities_Report_08-16-2026082729759.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Indian/Lupin/8bb31c3ca0d104b4__22Entities_Report_08-16-2026082729759.xlsx,01_EVIDENCE/Indian/Lupin/8bb31c3ca0d104b4__22Entities_Report_08-16-2026082729759.xlsx,01_FINANCIAL_DATA,Other,34376
