,,,,,,,,,,,,
Baxter International Inc. | Income Statement (As Reported),,,,,,,,,,,,
NYSE: BAX (MI KEY: 4081442; SPCIQ KEY: 254571),,,,,,,,,,,,
Source: S&P Capital IQ - Standard,,,,,,,,,,,,
Period Category: Fiscal,,,,,,,,,,,,
Period Type: Years,,,,,,,,,,,,
Sort Order: Latest on Right,,,,,,,,,,,,
Currency: Indian Rupee,,,,,,,,,,,,
S&P Capital IQ - Standard,2014 FY,2015 FY,2016 FY,2017 FY,2018 FY,2019 FY,2020 FY,2021 FY,2022 FY,2023 FY,2024 FY,2025 FY
Period Ended,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,2021-12-31 00:00:00,2022-12-31 00:00:00,2023-12-31 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00
Currency,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR
Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
Spot Exchange Rate,63.215,66.22,67.915,63.824999999999996,69.6,71.1709,73.0256,74.5076,82.7602,83.2392,85.5796,89.8567
Average Exchange Rate,,,,,,,,,,,,
Revenues,,,,,,,,,,,,
Net Sales,677601.5850000001,660080.96,690220.145,675523.7999999999,772490.3999999999,808643.7658,852427.8288,904969.3095999999,832319.3314,862358.112,910224.6256,1010348.7348000001
Expenses,,,,,,,,,,,,
Cost of Sales,-388013.67000000004,-385532.83999999997,-410682.00500000006,-389970.75,-441263.99999999994,-469799.1109,-517459.4016,-553293.4376,-538603.3816,-516915.432,-569275.4992,-706722.9455
"Selling, General and Administrative Expenses",,,,-167668.275,-182351.99999999997,-180418.2315,-180300.2064,-211974.122,-256308.3394,-245805.3576,-253914.6732,-259685.863
Marketing Administrative Expenses,-209557.725,-204884.68,-185068.37500000003,,,,,,,,,
Research and Development Expenses,-38561.15,-39930.659999999996,-43873.090000000004,-39252.375,-45518.399999999994,-42346.6855,-38046.3376,-39563.535599999996,-37242.09,-43117.9056,-50491.964,-46545.7706
"Other Operating Income/expense, Net",,,,3574.2,6890.4,10035.0969,1387.4864,447.0456,-2896.607,2330.6976,1026.9551999999999,18510.4802
Goodwill Amortization,,,,,,,,,-232721.6824,,-36371.33,-43580.499500000005
Interest Expense,-9166.175000000001,-8343.72,-4482.39,-3510.3749999999995,-3131.9999999999995,-5053.1339,-9785.4304,-14379.9668,-32607.518799999998,-36542.008799999996,-29182.6436,-21385.8946
Other Income/expense-net,-1327.515,6953.099999999999,290336.625,-8488.724999999999,5428.799999999999,-52025.9279,-13874.864,-3054.8116,-744.8417999999999,-2164.2192,3252.0248,3684.1247000000003
Earnings before Taxes,30975.350000000002,28342.16,336450.91000000003,70207.5,112543.2,69035.773,94349.07519999999,83150.4816,-268805.1296,20143.8864,-24732.504399999998,-45377.6335
Taxes and Other Expenses,,,,,,,,,,,,
Provision for Income Tax,-2086.0950000000003,-2317.7,814.98,-31338.074999999997,-4524,2918.0069000000003,-13290.6592,-6184.1308,11172.627,-5077.5912,-3166.4452,-35493.3965
Minority Interest (After Tax),,,,,,-711.7090000000001,-584.2048,-819.5835999999999,-82.7602,,,
Earnings of Discontinued Operations,128958.6,38076.5,-67.915,-446.775,-417.59999999999997,,,19520.9912,-910.3622,-582.6744,-26700.8352,-5121.8319
Earnings of Discontinued Operations,,,,,,,,,57270.0584,206599.69439999998,-941.3756,
Net Income (Loss),157847.855,64100.96,337197.97500000003,38422.649999999994,107601.59999999999,71242.0709,80474.21119999999,95667.75839999999,-201355.5666,221083.31519999998,-55541.1604,-85992.8619
Supplementary Info,,,,,,,,,,,,
Gross Profit/loss,289587.91500000004,274548.12,279538.14,285553.05,331226.39999999997,338844.6549,334968.4272,351675.872,293715.9498,345442.68,340949.1264,303625.7893
Operating Income (Loss),41469.04,29732.78,50596.675,82206.59999999999,110246.4,126114.83480000001,118009.36959999999,100585.26,-235452.769,58850.1144,1198.1144,-27675.8636
Basic EPS - Continuing Operations,53.1006,47.678399999999996,618.0265,71.48400000000001,202.536,140.206673,158.465552,151.99550399999998,-511.45803599999994,29.966112,-54.770944,-157.249225
Basic EPS - Discontinued Operations,238.32055000000003,70.1932,-0.67915,-0.63825,-0.696,,,38.743952,111.72627,407.03968799999996,-53.915148,-10.782804
Basic Earnings Per Share – Total,291.42115,117.8716,617.34735,70.84575,201.83999999999997,,,190.739456,-399.731766,437.00579999999997,-108.686092,-168.03202900000002
Diluted EPS - Continuing Operations,52.46845,47.678399999999996,611.9141500000001,70.2075,197.664,137.359837,155.54452799999999,149.76027599999998,-511.45803599999994,29.966112,-54.770944,-157.249225
Diluted EPS - Discontinued Operations,235.79195,68.86880000000001,,-1.2765,-0.696,,,38.743952,111.72627,405.374904,-53.915148,-10.782804
Diluted Earnings Per Share – Total,288.2604,116.5472,611.9141500000001,68.931,196.968,,,188.50422799999998,-399.731766,435.341016,-108.686092,-168.03202900000002
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,,,,,,,
