Date,Open,High,Low,Close,Volume,Company,Country,Ticker
2014-08-31,385.51,433.41,349.37,383.09,7912882,Ajanta Pharma,India,AJANTPHARM.NS
2014-09-30,383.09,445.39,379.55,417.17,4721664,Ajanta Pharma,India,AJANTPHARM.NS
2014-10-31,414.69,469.31,391.54,457.67,3332831,Ajanta Pharma,India,AJANTPHARM.NS
2014-11-30,463.82,609.11,449.04,569.2,4736754,Ajanta Pharma,India,AJANTPHARM.NS
2014-12-31,566.22,662.57,536.11,560.72,5756383,Ajanta Pharma,India,AJANTPHARM.NS
2015-01-31,560.72,662.36,545.14,615.56,5999451,Ajanta Pharma,India,AJANTPHARM.NS
2015-02-28,618.27,686.7,583.09,675.05,5238306,Ajanta Pharma,India,AJANTPHARM.NS
2015-03-31,674.89,833.67,655.37,740.31,8051598,Ajanta Pharma,India,AJANTPHARM.NS
2015-04-30,743.92,888.19,727.09,760.79,5263353,Ajanta Pharma,India,AJANTPHARM.NS
2015-05-31,769.79,961.62,729.19,951.53,7164473,Ajanta Pharma,India,AJANTPHARM.NS
2015-06-30,951.74,1007.15,829.91,948.77,9119460,Ajanta Pharma,India,AJANTPHARM.NS
2015-07-31,949.07,1021.94,925.31,945.69,6559481,Ajanta Pharma,India,AJANTPHARM.NS
2015-08-31,946.41,1040.08,767.97,906.92,8200357,Ajanta Pharma,India,AJANTPHARM.NS
2015-09-30,903.39,937.89,795.57,894.8,5818558,Ajanta Pharma,India,AJANTPHARM.NS
2015-10-31,905.75,985.66,883.16,936.92,5080325,Ajanta Pharma,India,AJANTPHARM.NS
2015-11-30,937.28,940.52,793.36,802.74,4615122,Ajanta Pharma,India,AJANTPHARM.NS
2015-12-31,807.27,850.78,731.68,805.31,5934331,Ajanta Pharma,India,AJANTPHARM.NS
2016-01-31,805.4,816.95,665.8,770.35,5633383,Ajanta Pharma,India,AJANTPHARM.NS
2016-02-29,777.34,834.45,727.81,787.35,7309808,Ajanta Pharma,India,AJANTPHARM.NS
2016-03-31,780.06,882.86,780.06,857.06,4546990,Ajanta Pharma,India,AJANTPHARM.NS
2016-04-30,858.79,951.24,820.63,921.13,4995646,Ajanta Pharma,India,AJANTPHARM.NS
2016-05-31,915.66,997.47,878.93,923.72,4069363,Ajanta Pharma,India,AJANTPHARM.NS
2016-06-30,930.53,969.82,851.07,913.62,4001087,Ajanta Pharma,India,AJANTPHARM.NS
2016-07-31,912.32,1088.7,907.45,1083.62,6797882,Ajanta Pharma,India,AJANTPHARM.NS
2016-08-31,1082.61,1222.47,1065.58,1156.39,4846911,Ajanta Pharma,India,AJANTPHARM.NS
2016-09-30,1140.39,1276.03,1109.98,1220.74,4841337,Ajanta Pharma,India,AJANTPHARM.NS
2016-10-31,1224.94,1307.65,1146.11,1248.44,4178740,Ajanta Pharma,India,AJANTPHARM.NS
2016-11-30,1249.2,1249.2,1026.93,1157.78,3967229,Ajanta Pharma,India,AJANTPHARM.NS
2016-12-31,1157.78,1175.78,1015.92,1087.8,3793196,Ajanta Pharma,India,AJANTPHARM.NS
2017-01-31,1087.92,1122.7,931.5,1039.87,12290180,Ajanta Pharma,India,AJANTPHARM.NS
2017-02-28,1040.33,1118.97,1015.92,1047.92,5029085,Ajanta Pharma,India,AJANTPHARM.NS
2017-03-31,1054.91,1145.38,1036.05,1078.34,4261543,Ajanta Pharma,India,AJANTPHARM.NS
2017-04-30,1084.01,1114.88,998.38,1012.01,2978452,Ajanta Pharma,India,AJANTPHARM.NS
2017-05-31,1019.2,1041.47,858.51,961.51,6685005,Ajanta Pharma,India,AJANTPHARM.NS
2017-06-30,961.02,998.13,922.43,946.25,3031915,Ajanta Pharma,India,AJANTPHARM.NS
2017-07-31,945.09,979.39,852.54,855.76,8563664,Ajanta Pharma,India,AJANTPHARM.NS
2017-08-31,860.57,866.78,677.43,731.3,7884130,Ajanta Pharma,India,AJANTPHARM.NS
2017-09-30,724.9,804.74,686.03,695.07,10413662,Ajanta Pharma,India,AJANTPHARM.NS
2017-10-31,698.25,785.84,689.68,747.28,7816946,Ajanta Pharma,India,AJANTPHARM.NS
2017-11-30,751.51,862.4,716.02,839.19,9638174,Ajanta Pharma,India,AJANTPHARM.NS
2017-12-31,839.74,933.45,767.86,913.52,10976309,Ajanta Pharma,India,AJANTPHARM.NS
2018-01-31,917.77,976.94,862.65,889.08,7067484,Ajanta Pharma,India,AJANTPHARM.NS
2018-02-28,894.25,899.15,753.38,856.13,6215312,Ajanta Pharma,India,AJANTPHARM.NS
2018-03-31,857.75,894.07,796.25,851.59,6261497,Ajanta Pharma,India,AJANTPHARM.NS
2018-04-30,854.56,870.89,819.53,830.09,5319927,Ajanta Pharma,India,AJANTPHARM.NS
2018-05-31,836.03,836.68,583.71,589.44,10653975,Ajanta Pharma,India,AJANTPHARM.NS
2018-06-30,583.71,691.88,548.71,601.91,21250936,Ajanta Pharma,India,AJANTPHARM.NS
2018-07-31,601.02,720.92,551.31,697.15,19823932,Ajanta Pharma,India,AJANTPHARM.NS
2018-08-31,709.28,790.4,689.25,778.34,13660764,Ajanta Pharma,India,AJANTPHARM.NS
2018-09-30,785.84,792.64,643.77,651.55,10764414,Ajanta Pharma,India,AJANTPHARM.NS
2018-10-31,646.25,663.95,576.06,648.24,10601465,Ajanta Pharma,India,AJANTPHARM.NS
2018-11-30,657.83,735.1,643.74,721.85,11410108,Ajanta Pharma,India,AJANTPHARM.NS
2018-12-31,730.47,744.03,605.93,732.44,10616326,Ajanta Pharma,India,AJANTPHARM.NS
2019-01-31,730.16,736.33,623.29,630.49,12174010,Ajanta Pharma,India,AJANTPHARM.NS
2019-02-28,630.08,636.82,557.81,604.7,21585938,Ajanta Pharma,India,AJANTPHARM.NS
