Operating Costs,-14988384795.836966,-17335725018.048008,-18480152119.92942,-14313148391.575062,-15984666040.128529,-18655139221.40151,-16020232262.843065,-16845582396.066046,-17638090938.405994,-16309541049.928944,-17869967780.832413,-21745335897.91917,-25158673027.477936,-27717888182.717033,-28284300266.94411,-28399057216.711575,-29037029006.060493,-30733469382.63705,-28055627596.20606,-44507201193.85606,-43369034142.312675,-77333621824.9192,-70168158322.53319,-75080798637.2167,-63298882785.20055,-68270812154.880264,-58592533519.95231,-64204038343.3052,-57937443616.55724,-71617126365.70638,-68879655519.89272
Business Tax and Surcharges,-161606675.32719108,-237693969.1462883,-279344405.65805227,-237161437.1046278,-252709969.4347233,-326129988.41346645,-268399094.29563767,-272896192.02367246,-645521913.0730263,-409108522.7980259,-499822446.4658697,-658811924.5404872,-619364465.1331799,-689774385.9917951,-711992289.5042396,-608527185.5443261,-532961728.44924295,-913770896.9152122,-461932331.1764047,-654433952.6469485,-626869801.8005155,-722920404.5600418,-639701970.2084228,-756116869.0541421,-801236555.3141555,-860380648.4436325,-1066701239.0286374,-940472526.9305776,-1135469360.4060106,-1331811509.9613795,-1014294136.9607882
Selling Expenses,-4846487930.92609,-5945364122.210399,-7069962290.430084,-6134427060.109922,-7765525913.152223,-7972636543.164975,-7783668017.828183,-9586184117.680191,-10412656899.405495,-9629757455.154982,-15159005659.962696,-19259364103.652008,-18637858033.120014,-22780555720.01483,-25564015447.637253,-23351049078.302696,-23797469348.40933,-24947700632.393883,-17873849854.270508,-21023247545.543045,-23216228212.603165,-29817585048.966534,-24762871309.9401,-32087291261.75737,-30069620218.06768,-29177629354.344486,-25850412265.426193,-24475783462.065235,-25032282065.873035,-37561116900.2207,-30650001841.81691
General and Administrative Expenses,-3582836805.1704826,-4209950949.390231,-5381533853.985521,-4224000362.020654,-4531923931.7706585,-5767511278.743672,-4541561312.325723,-5537938936.503737,-7692619062.376744,-5205173148.631586,-4030157087.528242,-5465320559.355545,-4494339388.442248,-6317103579.740327,-6385577739.723882,-5606538958.15443,-6737704698.741206,-8076328784.507484,-6235533347.333024,-10738269192.167936,-7521476943.834946,-11448608994.458914,-9472182683.223387,-14407274401.105164,-11848440437.447386,-14156778202.42677,-11565356931.19904,-13350817535.338278,-11458834256.19347,-19479126747.86197,-13828625483.285236
Research and Development Expenses,,,,,,,,,,,-2344889707.8108206,-3201406608.479666,-2878556568.251329,-4279596828.267285,-3697907807.6858006,-4063507447.908334,-4355501668.737098,-7680104615.974994,-5237960727.964435,-10265972067.17232,-7154987888.682632,-16695950921.93265,-9692021421.156862,-17272093069.696625,-11582798040.9195,-13980332823.570232,-9572519378.964664,-11681532870.451488,-8683648189.313526,-16483129080.253263,-12191352623.463503
Other Operating Profit/loss,,,,,,,,,,151572566.55863097,306206022.287785,715369262.513141,351596023.8939429,300567019.6853382,1493839226.8436334,358356576.087964,840073667.4000908,1388693503.8138506,754244170.0935066,1698422418.7417006,507043550.9446774,1751176485.200942,602790498.1451875,1643933213.205423,747296835.1917689,1875264546.5259933,937165868.1556644,1923381275.4317515,1064358253.6203684,1811865967.072362,755450039.1851472
(Loss) on Impairment of Assets,-11761859.958302418,-4449013.161608503,-3280243261.5818696,-4859825.345064185,-119700076.52508953,-378560468.40817523,-7341486.49062332,-39192537.46704288,-516993452.0450322,-125983006.71443002,-16231829.643335134,-90576872.81244697,-7414908.027940865,-145953995.64259493,547602937.864887,-48730006.10398808,-86490289.52698915,132748939.75397025,-13216187.937692702,175804945.83643478,-80834224.3672657,3127273351.552743,-79112981.13643424,1541815010.1790473,-157621582.31088352,4372558609.860586,-189405521.5551842,,-124218424.08308418,,-68734477.73311244
(Loss) on Impairment of Assets,,,,,,,,,,,,,,-119272131.15713091,,-12617226.70526464,,,,,,,7668656.20996892,,-148392985.317005,,67914420.67628708,,-121711872.19210872,,55925521.120461494
Credit Impairment Losses,,,,,,,,,,,,,-48194034.42315924,,,,-60470562.048118435,286566474.3206435,-79727215.0546934,607472323.9414356,-3951745.827161773,,,,,,,,,,
Credit Impairment Loss,,,,,,,,,,,,,,,-274869689.38226724,,,-992643106.9006542,,-1172646603.274763,,-868108043.7356668,,-784370971.0702195,,-1548678619.0418777,,-1297117415.681414,,-1608111026.9708304,
Asset Impairment Losses (``- Indicating Loss),,,,,,,,,,,,,,,,,,,,,,,,,,,,480085790.4109488,,1083343454.9445,
"Credit Impairment Losses (""-"" Indicating Loss)",,,,,,,,,,,,,,,,,,,,,,,,,,,,638590502.8210831,,605378794.067423,
(Including Interest Expense,,,,,,,,,,,,,,,,,,,,,,,,,-3407230849.230743,,,,,,
Interest Income,,,,,,,,,,,,,,,,,,,,,,,,,1077436507.6668985,,,,,,
Investment Income/(Loss),3896806287.073632,4547658597.403663,4710152386.661955,4905080052.789205,4897725383.532465,6161782222.505776,5050920762.807455,4860749646.268908,5477078615.720776,5164006917.464599,4694725687.024974,5514858097.145507,2567320621.590415,3267373631.224285,6667668925.222341,3386665857.0948853,4871218015.126929,20729297595.026913,6899405075.44167,6835154883.109885,5289727589.940445,32543465608.641685,18035593711.996716,15891271140.95604,9156333588.353554,15490331426.70281,3872062254.1912684,,15088519421.42472,,8395025029.869236
Investment Income (indicating Loss),,,,,,,,,,,,,,,,,,,,,,,,,,,,7103333085.937231,,8587128361.535888,
Asset Impairment Loss,,,,,,,,,,,,,,,-983533078.3948845,,,-3986027631.382428,,-1658288735.8726912,,-9733317250.816444,,-3269608882.899804,,-2579526906.4639244,,-1132250840.8392534,,-1927852258.019642,
Changes in Fair Value Gain/loss,14891918.13909344,-35603338.85404756,-12080470.386091316,11649331.58287953,2956523.478314419,-58391105.02884397,-48402791.728450395,107471694.09586549,87601504.92912494,-1488210.0504877004,152437612.4092911,314933813.12041044,1811879151.8515708,1443246875.2770464,-1385792651.2385607,1762378062.9922476,-1921422010.8022258,-2278142726.1450777,-2402102602.617757,6434259029.112626,599549956.2327456,-11382540791.116611,-16253931308.81716,-6810562546.889751,-1764620118.5518715,-14482439504.031502,-232367796.02650225,,-3317597074.5754685,,2187567537.490639
Gains from Changes in Fair Value (indicating Loss),,,,,,,,,,,,,,,,,,,,,,,,,,,,-113653414.50178862,,678808267.9223493,
Non-operating Income/expense,,,,,,,,,,,,,,,,,,,,,,,,,-793503354.9913032,,,,,,
Non-operating Expenses,-31927072.83876664,-21734905.119026177,-12565597.503583072,-9206709.846306078,-29174419.93506917,-215607895.1585261,-9166961.196872609,-75252090.46884511,10022013.217607073,-37744608.444563866,-114025300.62472111,-77165013.34842135,-18022007.406578284,-154566687.19003883,-186088312.21207026,-97377835.32130916,-61654765.12265199,-119993519.41688451,-252687558.81105772,-269767540.9433478,-202383524.31108958,-2726291389.34589,-176813715.18261862,1064837480.9235113,-573823645.6455392,-8593217.928538484,-141404879.31715745,-751838163.6056908,-171607815.89533177,-972872449.8972281,-338386723.6746835
Financial Expenses,-701979882.7785826,-921291945.5255541,-1302238419.8051705,-1143077695.2662916,-1217566121.9811912,-1127541040.5467114,-1035215407.7941674,-1208159660.8876486,-798250251.3741003,-1154469110.2299833,-1420100205.973669,-1560502120.3003001,-2066404524.1631384,-1508954765.8249867,-2323689879.7235274,-2664694754.8830237,-1858139290.4243205,-2159267923.2457557,-1431110435.8303738,-2652891019.3167677,-1434411624.339378,-827580993.247051,-1281062177.6145732,-3219737841.242781,,-2679335025.0549326,-3233485867.189478,-3000970887.3559833,-3263878596.1795645,-3473802446.021644,-3022609161.9853997
Non-operating Revenues,71986350.96130787,182833558.93158066,-392541099.6695112,148436497.02729097,344604335.3844807,-647660694.1381835,342771380.4018497,701072936.5960717,-1542149229.811319,17370485.50906029,115224717.93698238,-237979093.274103,23524576.192557912,49605647.24408732,-96972235.71856423,30071943.65187274,543581934.8648872,-621843205.9578017,37695451.805840194,-140476631.55909157,42839685.1416891,-270970649.4763982,77465786.67728207,-201142975.39797068,67230408.7638693,-582139373.2154751,107477357.42535634,-405297660.02072483,39381136.80114937,-231129805.72532222,95973273.41661502
Non-operating Income,,,3470310357.274808,,,1087883798.823147,,,1862829382.3125875,,,132251684.20818709,,,838516111.8417555,,,790959423.6222967,,258207837.11638793,,336159466.0968788,,425476912.8385602,,670571682.7064775,,690501864.359125,,600887102.4457995,
Income (Loss) from Disposal of Assets,,,,,,,,,-49634551.04919316,-5288186.430596766,164350017.05027476,213589511.94406137,-99927788.0618432,18759185.41997807,-23003798.20269552,755846.2269636431,-1880081.438695695,-5540056.86625034,7824929.061178062,43257312.249865815,9970657.042411182,-95541847.40882708,-2220704.8782463344,-174013963.215475,-6069246.441921934,-8638589.3908837,5009185.543893915,,-4133149.8441373343,,18646410.835647643
Gains from Disposal of Assets (­ Indicating Loss),,,,,,,,,,,,,,,,,,,,,,,,,,,,4320538416.822736,,84607484.05041218,
Earnings before Taxes,5275922717.603839,7514820631.443985,6258866992.506887,7237125263.413808,7860355670.405222,8157119655.175955,8805814032.793722,9069747217.079441,7176894438.476477,8971914892.549288,9206015279.52799,9268048249.013361,10052736234.13748,7727048265.469016,8199587942.747043,10161221379.484581,7536822676.750912,16018056615.949162,8180275415.190482,14737807519.224113,12785929843.599688,16144088746.034931,10504146338.590378,14438567640.123446,16554756032.347803,-327380961.21368533,11751769264.734049,12870364646.53681,15867569023.505228,16375232258.457197,18455102548.145447
Taxes and Other Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,-604483014.4622039,-1042767963.1347556,-389699098.6170457,-1031619860.487358,-1043809869.8236972,-1081104542.2091014,-983285091.0694609,-1237104635.1025476,-442175277.4811138,-1104964348.4689894,-1050372212.9258041,-1146912318.0050414,-1361365207.8802245,-1378769760.5195851,-1309660413.810585,-1377861865.8799443,-1250686016.1511376,-2853609191.2451773,-1285171930.6688235,-1426054977.067883,-1859180536.4468474,-3930696983.8369584,-2913085988.397763,-184519290.5659503,-3233926979.9775515,3159430601.2421136,-2679427183.982188,-1216940092.09476,-4780442834.89599,-1063754423.9158604,-3778129749.965285
Minority Interest (After Tax),-664670742.5866882,-854131358.9796832,-382595112.3999096,-796957089.093285,-756212286.6376919,-1271255830.72334,-1310015694.882619,-1074332533.5641258,-582830261.749271,-924290631.1949785,-986816067.9565684,-1203424805.052458,-1370045256.2516022,-711869361.9016079,-678771751.5906469,-1430250311.1691031,-873616703.4368385,-306754496.5453089,-758009771.6783239,-70005415.83724982,-1467880598.8654432,1438522087.8794036,-2125830003.2901034,1280052551.9865155,-1521652656.534395,-1620598948.304113,-2036520157.8610158,-2751529662.837476,-2081954819.2624152,-4426668360.630997,-2838557062.967282
Net Income (Loss),4006768960.554948,5617921309.329547,5486572781.489933,5408548313.833165,6060333513.943832,5804759282.243513,6512513246.841642,6758310048.412767,6151888899.246092,6942659912.88532,7168826998.645617,6917711125.955862,7321325770.005654,5636409143.047823,6211155777.345811,7353109202.435533,5412519957.162935,12857692928.158676,6137093712.843335,13241747126.318981,9458868708.287395,13651913850.077375,5465230346.902512,15534100901.544014,11799176395.835857,1211450691.7243156,7035821922.890845,8901894891.604574,9005171369.34682,10884809473.91034,11838415735.212881
Charges on Net Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Adjustments to Net Income,,,,,,-7087303.486485287,,,-9632196.43502123,,,-3102060.5778387752,,,,,,,,,,,,,,-12332722.876833744,,,,,
Supplementary Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Income (Loss),5235863439.481298,7353721977.631431,3193663332.405174,7097895476.232822,7544925754.9558115,7932504445.649517,8472209613.588744,8443926370.952214,6846192272.757602,8992289015.48479,9204815862.215729,9450940671.427698,10047233665.351501,7832009305.414967,7644132378.835922,10228527271.154016,7054895507.0086775,15968933917.701551,8395267522.195701,14889843854.610165,12945473682.769087,18805191318.760338,10603494267.095715,13149396221.759346,17061349269.229475,-407220052.77614933,11785696786.62585,13336998605.804102,15999795702.59941,16978347411.63395,18697515998.403515
Basic EPS - Continuing Operations,1.83129584344,2.4205261871999997,,2.31929187836,2.5789312232499997,,2.77245402291,2.8966083398,,3.0114011008,2.84708172365,,2.90453190496,2.1122741632,,2.8904881101600006,2.17455903742,,2.44548912729,,3.6844661660400004,,2.15463398472,,4.42332382213,,2.6540098330100004,,3.41480644937,,4.486176421650001
Diluted EPS - Continuing Operations,1.83129584344,2.4205261871999997,,2.31929187836,2.5789312232499997,,2.77245402291,2.8966083398,,2.9172948164,2.84708172365,,2.90453190496,2.1122741632,,2.8904881101600006,2.17455903742,,2.44548912729,,3.6844661660400004,,2.15463398472,,4.42332382213,,2.6540098330100004,,3.41480644937,,4.486176421650001
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
