organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Annual/Biogen_Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/8fd27e9c53333104__Biogen_Balance_Sheet_Years.csv,01_EVIDENCE/Non-Indian/Biogen/8fd27e9c53333104__Biogen_Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,8075
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Annual/Biogen_Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/9f0678f711a4c954__Biogen_Cash_Flow_Years.csv,01_EVIDENCE/Non-Indian/Biogen/9f0678f711a4c954__Biogen_Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,35894
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Annual/Biogen_Income_Statement_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/f577f571409b43f3__Biogen_Income_Statement_Years.csv,01_EVIDENCE/Non-Indian/Biogen/f577f571409b43f3__Biogen_Income_Statement_Years.csv,01_FINANCIAL_DATA,Annual,6579
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/Biogen_SEC_Financials.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/08f123f610de21ca__Biogen_SEC_Financials.xlsx,01_EVIDENCE/Non-Indian/Biogen/08f123f610de21ca__Biogen_SEC_Financials.xlsx,01_FINANCIAL_DATA,Other,958829
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/Biogen.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/2bc309698ada3d7f__Biogen.xlsx,01_EVIDENCE/Non-Indian/Biogen/2bc309698ada3d7f__Biogen.xlsx,01_FINANCIAL_DATA,Other,24130
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/25Entities_Report_08-16-2026105310339.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/41fdd0ff2cb07d22__25Entities_Report_08-16-2026105310339.xlsx,01_EVIDENCE/Non-Indian/Biogen/41fdd0ff2cb07d22__25Entities_Report_08-16-2026105310339.xlsx,01_FINANCIAL_DATA,Other,81533
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/Biogen_45a0526a.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/45a0526a8238b6e6__Biogen.xlsx,01_EVIDENCE/Non-Indian/Biogen/45a0526a8238b6e6__Biogen.xlsx,01_FINANCIAL_DATA,Other,175638
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/25Entities_Report_08-16-2026095454715.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/6fef56fe72fa2486__25Entities_Report_08-16-2026095454715.xlsx,01_EVIDENCE/Non-Indian/Biogen/6fef56fe72fa2486__25Entities_Report_08-16-2026095454715.xlsx,01_FINANCIAL_DATA,Other,35446
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/Biogen_c3215c18.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/c3215c1896b9ac3b__Biogen.xlsx,01_EVIDENCE/Non-Indian/Biogen/c3215c1896b9ac3b__Biogen.xlsx,01_FINANCIAL_DATA,Other,216316
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Quarterly/Biogen_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/2e194c8c788e3139__Biogen_Balance_Sheet_Quarters.csv,01_EVIDENCE/Non-Indian/Biogen/2e194c8c788e3139__Biogen_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,28531
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Quarterly/Biogen_yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/9aa55f4dfd01d32c__Biogen_yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Biogen/9aa55f4dfd01d32c__Biogen_yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,4304
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Quarterly/Biogen_Income_Statement_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/c34cdab72514c950__Biogen_Income_Statement_Quarters.csv,01_EVIDENCE/Non-Indian/Biogen/c34cdab72514c950__Biogen_Income_Statement_Quarters.csv,01_FINANCIAL_DATA,Quarterly,20721
