Date,Open,High,Low,Close,Volume,Adj_Close,Company,Country,Ticker
2014-01-03,534.0,537.5999755859375,510.5,514.5999755859375,883230,493.12890625,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-01-10,517.7000122070312,522.75,507.7999877929688,514.5,3963304,493.0330810546875,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-01-17,509.2999877929688,515.5,496.1000061035156,508.1000061035156,2288489,486.9001159667969,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-01-24,504.0499877929688,513.9000244140625,499.0,510.3999938964844,3225990,489.1041870117188,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-01-31,513.7999877929688,564.0,511.5,559.25,7298580,535.9159545898438,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-02-07,560.0,572.5499877929688,544.1500244140625,563.25,2378501,539.7490234375,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-02-14,564.0,569.8499755859375,518.0,530.2000122070312,1396692,508.078125,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-02-21,532.0,542.0,526.2000122070312,534.7000122070312,1199476,512.390380859375,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-02-28,538.9000244140625,574.9000244140625,537.0,569.6500244140625,1644242,545.8820190429688,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-03-07,571.9500122070312,589.75,551.0,557.8499755859375,3171465,534.5742797851562,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-03-14,555.0,570.0,533.0,545.5999755859375,2349548,522.8355102539062,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-03-21,546.0,574.0,544.5,568.1500244140625,1364321,544.444580078125,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-03-28,568.5999755859375,590.0,544.25,548.2000122070312,3130890,525.3269653320312,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-04-04,553.25,593.25,550.0,585.7999877929688,4821174,561.3582153320312,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-04-11,586.5,605.0,561.25,574.8499755859375,2849182,550.8651123046875,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-04-18,579.7999877929688,589.75,574.9000244140625,583.7000122070312,828177,559.3458251953125,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-04-25,582.9500122070312,593.7000122070312,550.0999755859375,571.7000122070312,1533674,547.8465576171875,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-05-02,572.9000244140625,641.0,568.0,630.5999755859375,3293996,604.2888793945312,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-05-09,633.0,635.6500244140625,576.25,580.0,2506986,555.8002319335938,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-05-16,578.0,585.0,535.0,538.9000244140625,2426736,516.4151611328125,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-05-23,545.0,549.0,507.1000061035156,524.3499755859375,3306072,502.4720764160156,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-05-30,525.5,557.4500122070312,514.0,552.5,3518886,529.4476318359375,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-06-06,555.0,562.7999877929688,535.9500122070312,559.7000122070312,1867830,536.3473510742188,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-06-13,563.0,587.0,555.4500122070312,579.8499755859375,4270870,555.656494140625,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-06-20,582.0,588.9500122070312,570.25,575.2999877929688,2215885,551.2964477539062,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-06-27,575.9000244140625,592.3499755859375,564.2999877929688,569.6500244140625,3324938,545.8820190429688,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-07-04,573.8499755859375,621.4000244140625,568.5499877929688,600.6500244140625,5035564,575.5885620117188,Glenmark Pharmaceuticals,India,GLENMARK.NS
2014-07-11,599.3499755859375,600.0,530.5499877929688,537.3499755859375,2096528,516.767333984375,Glenmark Pharmaceuticals,India,GLENMARK.NS
