Date,Open,High,Low,Close,Volume
1998-08-07 00:00:00+08:00,2.73942494392395,2.7942140102386475,2.586016893386841,2.706552028656006,309480191
1998-08-14 00:00:00+08:00,2.6955950260162354,2.821608066558838,2.3646719455718994,2.397545099258423,320306774
1998-08-21 00:00:00+08:00,2.3559060096740723,2.531229019165039,2.1937320232391357,2.4654829502105713,151675706
1998-08-28 00:00:00+08:00,2.4523329734802246,2.650667905807495,2.417268991470337,2.4523329734802246,112049701
1998-09-04 00:00:00+08:00,2.4435670375823975,2.6846370697021484,2.3339900970458984,2.629848003387451,112125593
1998-09-11 00:00:00+08:00,2.640805959701538,3.1097960472106934,2.596975088119507,3.029803991317749,190704412
1998-09-18 00:00:00+08:00,3.015558958053589,3.1295199394226074,2.835853099822998,2.8917369842529297,157484817
1998-09-25 00:00:00+08:00,2.847907066345215,2.9235150814056396,2.761341094970703,2.9015989303588867,50548775
1998-10-02 00:00:00+08:00,2.849001884460449,3.011176109313965,2.816128969192505,2.9147489070892334,22424652
1998-10-09 00:00:00+08:00,2.93666410446167,2.9377601146698,2.7920219898223877,2.8599600791931152,26746233
1998-10-16 00:00:00+08:00,2.8599600791931152,2.9235150814056396,2.7887349128723145,2.836949110031128,37018740
1998-10-23 00:00:00+08:00,2.832566022872925,3.095551013946533,2.824894905090332,3.035283088684082,87039396
1998-10-30 00:00:00+08:00,3.0330920219421387,3.1941699981689453,2.9695370197296143,3.1043169498443604,52447495
1998-11-06 00:00:00+08:00,3.0845930576324463,3.450579881668091,3.070348024368286,3.405653953552246,69797947
1998-11-13 00:00:00+08:00,3.396888017654419,3.4286649227142334,3.1777329444885254,3.3179919719696045,59733948
1998-11-20 00:00:00+08:00,3.3179919719696045,3.6664469242095947,3.2873098850250244,3.6664469242095947,51201941
1998-11-27 00:00:00+08:00,3.6467230319976807,3.678499937057495,3.374972105026245,3.6576809883117676,45601936
1998-12-04 00:00:00+08:00,3.6467230319976807,3.78588604927063,3.3420989513397217,3.394695997238159,68993799
1998-12-11 00:00:00+08:00,3.4188029766082764,3.4242820739746094,3.2423839569091797,3.3256618976593018,37201087
1998-12-18 00:00:00+08:00,3.3256618976593018,3.384834051132202,3.0977420806884766,3.165679931640625,27857779
1998-12-25 00:00:00+08:00,3.1339030265808105,3.450579881668091,3.1284239292144775,3.341002941131592,29994586
1999-01-01 00:00:00+08:00,3.3420989513397217,3.369493007659912,3.0780179500579834,3.1777329444885254,23922575
1999-01-08 00:00:00+08:00,3.155817985534668,3.281831979751587,3.0791139602661133,3.2708740234375,9224093
1999-01-15 00:00:00+08:00,3.2533419132232666,3.4122281074523926,3.1886909008026123,3.361823081970215,29066636
1999-01-22 00:00:00+08:00,3.350864887237549,3.4264729022979736,3.1974570751190186,3.2434799671173096,32913199
1999-01-29 00:00:00+08:00,3.2106070518493652,3.2982680797576904,3.101030111312866,3.1832120418548584,16846402
1999-02-05 00:00:00+08:00,3.1777329444885254,3.25443696975708,2.744904041290283,2.8418800830841064,31324329
1999-02-12 00:00:00+08:00,2.827086925506592,2.9191319942474365,2.7859959602355957,2.9125568866729736,8648216
1999-02-19 00:00:00+08:00,2.846811056137085,2.9191319942474365,2.8435230255126953,2.9125568866729736,0
1999-02-26 00:00:00+08:00,2.846811056137085,2.9191319942474365,2.8435230255126953,2.9125568866729736,0
1999-03-05 00:00:00+08:00,2.9092700481414795,2.9092700481414795,2.6627209186553955,2.7465479373931885,19069243
1999-03-12 00:00:00+08:00,2.753122091293335,2.868177890777588,2.687376022338867,2.7547659873962402,35256260
1999-03-19 00:00:00+08:00,2.761341094970703,2.9569358825683594,2.753122091293335,2.9404990673065186,79056893
1999-03-26 00:00:00+08:00,2.868177890777588,2.99638295173645,2.6134119033813477,2.6791579723358154,85432116
1999-04-02 00:00:00+08:00,2.675870895385742,2.782707929611206,2.6495718955993652,2.713675022125244,22934847
1999-04-09 00:00:00+08:00,2.705456018447876,2.74161696434021,2.5772509574890137,2.582181930541992,22028666
1999-04-16 00:00:00+08:00,2.5772509574890137,2.6594340801239014,2.4621949195861816,2.646285057067871,25526471
1999-04-23 00:00:00+08:00,2.654503107070923,2.6923069953918457,2.4983561038970947,2.578895092010498,14931059
1999-04-30 00:00:00+08:00,2.5542399883270264,2.6692960262298584,2.4884939193725586,2.629848003387451,9052923
1999-05-07 00:00:00+08:00,2.656147003173828,2.7646279335021973,2.596975088119507,2.705456018447876,13310045
1999-05-14 00:00:00+08:00,2.6051928997039795,2.6808021068573,2.5641019344329834,2.6019060611724854,9394910
1999-05-21 00:00:00+08:00,2.588757038116455,3.0243260860443115,2.5608150959014893,2.9848780632019043,51484905
1999-05-28 00:00:00+08:00,2.9914519786834717,3.1541740894317627,2.9010510444641113,2.9750161170959473,80436684
1999-06-04 00:00:00+08:00,2.9980270862579346,3.427021026611328,2.9125568866729736,2.9750161170959473,116743823
1999-06-11 00:00:00+08:00,3.053910970687866,3.2955288887023926,3.044049024581909,3.1065080165863037,59298750
1999-06-18 00:00:00+08:00,3.1229450702667236,3.714660882949829,3.0489799976348877,3.60617995262146,132487013
1999-06-25 00:00:00+08:00,3.6686389446258545,4.503615856170654,3.5749499797821045,3.9316229820251465,164468240
1999-07-02 00:00:00+08:00,4.010519027709961,4.355687141418457,3.491123914718628,3.7310969829559326,116727829
1999-07-09 00:00:00+08:00,3.7310969829559326,3.879025936126709,3.4861929416656494,3.780406951904297,34693849
1999-07-16 00:00:00+08:00,3.7310969829559326,3.780406951904297,3.484549045562744,3.6900060176849365,23770733
1999-07-23 00:00:00+08:00,3.6143980026245117,4.181458950042725,3.596318006515503,3.8395791053771973,49680908
1999-07-30 00:00:00+08:00,3.8395791053771973,4.041748046875,3.7984869480133057,3.8050620555877686,19120293
1999-08-06 00:00:00+08:00,3.780406951904297,3.9792890548706055,3.5437209606170654,3.9283359050750732,22775396
1999-08-13 00:00:00+08:00,3.9283359050750732,3.9283359050750732,3.634121894836426,3.665350914001465,9823334
1999-08-20 00:00:00+08:00,3.665350914001465,3.895462989807129,3.6489150524139404,3.752465009689331,14519840
1999-08-27 00:00:00+08:00,3.732741117477417,3.887244939804077,3.714660882949829,3.8461530208587646,13206505
1999-09-03 00:00:00+08:00,3.8905320167541504,3.8938190937042236,3.616041898727417,3.643984079360962,11338298
1999-09-10 00:00:00+08:00,3.607822895050049,4.051609992980957,3.5338590145111084,3.7886250019073486,35864570
1999-09-17 00:00:00+08:00,3.7886250019073486,3.8708078861236572,3.657133102416992,3.673569917678833,14073159
1999-09-24 00:00:00+08:00,3.6817879676818848,3.739315986633301,3.634121894836426,3.673569917678833,6016411
1999-10-01 00:00:00+08:00,3.7097299098968506,3.7475340366363525,3.5667319297790527,3.6242599487304688,6231207
1999-10-08 00:00:00+08:00,3.657133102416992,3.665350914001465,3.538789987564087,3.538789987564087,713653
1999-10-15 00:00:00+08:00,3.5141348838806152,3.561800956726074,3.4023659229278564,3.4976980686187744,6228841
1999-10-22 00:00:00+08:00,3.504272937774658,3.5338590145111084,3.1229450702667236,3.3530569076538086,9847737
1999-10-29 00:00:00+08:00,3.3333330154418945,3.4023659229278564,3.2051279544830322,3.2873098850250244,8014110
1999-11-05 00:00:00+08:00,3.2873098850250244,3.3037469387054443,3.1065080165863037,3.1706109046936035,6535949
1999-11-12 00:00:00+08:00,3.1706109046936035,3.2149899005889893,3.0999341011047363,3.124588966369629,4587127
1999-11-19 00:00:00+08:00,3.1525309085845947,3.3037469387054443,3.124588966369629,3.1903350353240967,5535798
1999-11-26 00:00:00+08:00,3.2051279544830322,3.229783058166504,3.1262319087982178,3.172255039215088,2933429
1999-12-03 00:00:00+08:00,3.139380931854248,3.2166330814361572,3.1163699626922607,3.137737989425659,3705598
1999-12-10 00:00:00+08:00,3.1229450702667236,3.139380931854248,2.99967098236084,3.0900719165802,3996181
1999-12-17 00:00:00+08:00,3.091715097427368,3.213346004486084,3.01282000541687,3.039119005203247,8479025
1999-12-24 00:00:00+08:00,3.070348024368286,3.1065080165863037,2.9437859058380127,2.9503610134124756,3415295
1999-12-31 00:00:00+08:00,2.942142963409424,3.0654170513153076,2.8599600791931152,2.955291986465454,8092120
2000-01-07 00:00:00+08:00,2.942142963409424,3.417159080505371,2.884614944458008,3.415515899658203,33663020
2000-01-14 00:00:00+08:00,3.43523907661438,3.596318006515503,3.053910970687866,3.1065080165863037,28237369
2000-01-21 00:00:00+08:00,3.098289966583252,3.3448379039764404,3.057199001312256,3.251149892807007,12708329
2000-01-28 00:00:00+08:00,3.2380011081695557,3.6324779987335205,3.2182769775390625,3.5305709838867188,37664210
2000-02-04 00:00:00+08:00,3.5831680297851562,3.599605083465576,3.471400022506714,3.5305709838867188,0
