date,Open,High,Low,Close,adjusted_close,Volume,Company,Ticker,Country,__period__,company
2016-11-30,280.0299987792969,329.8299865722656,268.0,294.0700073242188,294.0700073242188,37949800,Biogen,BIIB,USA,2016-11-30,Biogen
2016-12-31,296.3200073242188,306.9800109863281,272.9599914550781,283.5799865722656,283.5799865722656,41473500,Biogen,BIIB,USA,2016-12-31,Biogen
2017-01-31,285.8200073242188,301.4200134277344,271.4299926757812,277.239990234375,277.239990234375,33513400,Biogen,BIIB,USA,2017-01-31,Biogen
2017-02-28,278.9800109863281,293.9800109863281,260.5,288.6000061035156,288.6000061035156,33017500,Biogen,BIIB,USA,2017-02-28,Biogen
2017-03-31,290.0700073242188,298.0,267.739990234375,273.4200134277344,273.4200134277344,39697500,Biogen,BIIB,USA,2017-03-31,Biogen
2017-04-30,274.0799865722656,291.8999938964844,267.1000061035156,271.2099914550781,271.2099914550781,28712300,Biogen,BIIB,USA,2017-04-30,Biogen
2017-05-31,271.3500061035156,273.8099975585938,244.2799987792969,247.7700042724609,247.7700042724609,31697800,Biogen,BIIB,USA,2017-05-31,Biogen
2017-06-30,250.0299987792969,284.4599914550781,248.6100006103516,271.3599853515625,271.3599853515625,38872700,Biogen,BIIB,USA,2017-06-30,Biogen
2017-07-31,272.6199951171875,296.9500122070312,269.5,289.5899963378906,289.5899963378906,27029400,Biogen,BIIB,USA,2017-07-31,Biogen
2017-08-31,290.7999877929688,316.8500061035156,280.6000061035156,316.5599975585938,316.5599975585938,26006800,Biogen,BIIB,USA,2017-08-31,Biogen
2017-09-30,317.1600036621094,330.0,303.0,313.1199951171875,313.1199951171875,25634200,Biogen,BIIB,USA,2017-09-30,Biogen
2017-10-31,315.1900024414062,348.8399963378906,301.8099975585938,311.6600036621094,311.6600036621094,35228500,Biogen,BIIB,USA,2017-10-31,Biogen
2017-11-30,312.75,323.6900024414062,306.1099853515625,322.1700134277344,322.1700134277344,22216300,Biogen,BIIB,USA,2017-11-30,Biogen
2017-12-31,320.7000122070312,335.7999877929688,311.75,318.5700073242188,318.5700073242188,21076300,Biogen,BIIB,USA,2017-12-31,Biogen
2018-01-31,321.1499938964844,370.5700073242188,318.3299865722656,347.8099975585938,347.8099975585938,27677000,Biogen,BIIB,USA,2018-01-31,Biogen
2018-02-28,348.1799926757812,352.3800048828125,283.9700012207031,288.989990234375,288.989990234375,37925200,Biogen,BIIB,USA,2018-02-28,Biogen
2018-03-31,288.1099853515625,292.2999877929688,259.760009765625,273.8200073242188,273.8200073242188,36663800,Biogen,BIIB,USA,2018-03-31,Biogen
2018-04-30,272.0199890136719,280.3099975585938,249.1699981689453,273.6000061035156,273.6000061035156,38289300,Biogen,BIIB,USA,2018-04-30,Biogen
2018-05-31,274.8900146484375,301.2200012207031,264.0299987792969,293.9599914550781,293.9599914550781,38099500,Biogen,BIIB,USA,2018-05-31,Biogen
2018-06-30,294.9400024414062,310.9100036621094,283.239990234375,290.239990234375,290.239990234375,29903700,Biogen,BIIB,USA,2018-06-30,Biogen
2018-07-31,290.2999877929688,388.6700134277344,288.1300048828125,334.3699951171875,334.3699951171875,56967600,Biogen,BIIB,USA,2018-07-31,Biogen
2018-08-31,335.8399963378906,355.9400024414062,334.3800048828125,353.489990234375,353.489990234375,23560500,Biogen,BIIB,USA,2018-08-31,Biogen
2018-09-30,353.8500061035156,357.5,332.4800109863281,353.3099975585938,353.3099975585938,23391400,Biogen,BIIB,USA,2018-09-30,Biogen
2018-10-31,355.2999877929688,358.4100036621094,288.3399963378906,304.2699890136719,304.2699890136719,33586600,Biogen,BIIB,USA,2018-10-31,Biogen
2018-11-30,304.4299926757812,333.7699890136719,304.2699890136719,333.7200012207031,333.7200012207031,23347300,Biogen,BIIB,USA,2018-11-30,Biogen
2018-12-31,335.0,338.7200012207031,278.4599914550781,300.9200134277344,300.9200134277344,28348500,Biogen,BIIB,USA,2018-12-31,Biogen
2019-01-31,296.8399963378906,344.0,296.5400085449219,333.7799987792969,333.7799987792969,27412700,Biogen,BIIB,USA,2019-01-31,Biogen
2019-02-28,333.75,338.8699951171875,305.4500122070312,328.010009765625,328.010009765625,22281000,Biogen,BIIB,USA,2019-02-28,Biogen
2019-03-31,331.2900085449219,336.5700073242188,216.1199951171875,236.3800048828125,236.3800048828125,69734400,Biogen,BIIB,USA,2019-03-31,Biogen
2019-04-30,239.0700073242188,244.0800018310547,221.5299987792969,229.2400054931641,229.2400054931641,52954300,Biogen,BIIB,USA,2019-04-30,Biogen
2019-05-31,228.9700012207031,238.1699981689453,219.1999969482422,219.2899932861328,219.2899932861328,41142300,Biogen,BIIB,USA,2019-05-31,Biogen
2019-06-30,220.3099975585938,245.3500061035156,219.5099945068359,233.8699951171875,233.8699951171875,35401400,Biogen,BIIB,USA,2019-06-30,Biogen
2019-07-31,236.5899963378906,246.9900054931641,227.1900024414062,237.8200073242188,237.8200073242188,29324600,Biogen,BIIB,USA,2019-07-31,Biogen
2019-08-31,238.7599945068359,245.3000030517578,217.8999938964844,219.75,219.75,26287400,Biogen,BIIB,USA,2019-08-31,Biogen
2019-09-30,218.1499938964844,242.7100067138672,215.7799987792969,232.8200073242188,232.8200073242188,31444400,Biogen,BIIB,USA,2019-09-30,Biogen
2019-10-31,232.7599945068359,318.0,219.6999969482422,298.7099914550781,298.7099914550781,69730800,Biogen,BIIB,USA,2019-10-31,Biogen
2019-11-30,299.7900085449219,307.3500061035156,271.4800109863281,299.8099975585938,299.8099975585938,34260400,Biogen,BIIB,USA,2019-11-30,Biogen
2019-12-31,292.3500061035156,309.0599975585938,275.0400085449219,296.7300109863281,296.7300109863281,37014700,Biogen,BIIB,USA,2019-12-31,Biogen
2020-01-31,299.0599975585938,306.3500061035156,267.5899963378906,268.8500061035156,268.8500061035156,31459000,Biogen,BIIB,USA,2020-01-31,Biogen
2020-02-29,270.6099853515625,374.989990234375,269.760009765625,308.3900146484375,308.3900146484375,41547800,Biogen,BIIB,USA,2020-02-29,Biogen
2020-03-31,308.6400146484375,333.0,262.25,316.3800048828125,316.3800048828125,53919300,Biogen,BIIB,USA,2020-03-31,Biogen
2020-04-30,308.8099975585938,350.239990234375,289.0199890136719,296.8299865722656,296.8299865722656,46775300,Biogen,BIIB,USA,2020-04-30,Biogen
2020-05-31,295.0700073242188,335.0,291.8299865722656,307.0899963378906,307.0899963378906,26430600,Biogen,BIIB,USA,2020-05-31,Biogen
2020-06-30,305.7200012207031,308.2699890136719,257.6000061035156,267.5499877929688,267.5499877929688,45323900,Biogen,BIIB,USA,2020-06-30,Biogen
2020-07-31,266.8900146484375,294.989990234375,261.8699951171875,274.6900024414062,274.6900024414062,26171700,Biogen,BIIB,USA,2020-07-31,Biogen
2020-08-31,274.7000122070312,312.0,274.4299926757812,287.6400146484375,287.6400146484375,26399700,Biogen,BIIB,USA,2020-08-31,Biogen
2020-09-30,287.4800109863281,288.0299987792969,265.0499877929688,283.6799926757812,283.6799926757812,26000000,Biogen,BIIB,USA,2020-09-30,Biogen
2020-10-31,284.9599914550781,293.3399963378906,243.25,252.0700073242188,252.0700073242188,23315600,Biogen,BIIB,USA,2020-10-31,Biogen
2020-11-30,253.6399993896484,363.9200134277344,223.25,240.1699981689453,240.1699981689453,54911700,Biogen,BIIB,USA,2020-11-30,Biogen
2020-12-31,241.2299957275391,254.0,240.3500061035156,244.8600006103516,244.8600006103516,26728600,Biogen,BIIB,USA,2020-12-31,Biogen
2021-01-31,245.7400054931641,296.3800048828125,238.3999938964844,282.6099853515625,282.6099853515625,26915300,Biogen,BIIB,USA,2021-01-31,Biogen
2021-02-28,283.2000122070312,288.0799865722656,260.9700012207031,272.8800048828125,272.8800048828125,23886000,Biogen,BIIB,USA,2021-02-28,Biogen
2021-03-31,274.4200134277344,280.8299865722656,250.4199981689453,279.75,279.75,29528100,Biogen,BIIB,USA,2021-03-31,Biogen
2021-04-30,280.0,281.8800048828125,257.0299987792969,267.3299865722656,267.3299865722656,19633200,Biogen,BIIB,USA,2021-04-30,Biogen
2021-05-31,267.8699951171875,290.3599853515625,266.0,267.4800109863281,267.4800109863281,20136100,Biogen,BIIB,USA,2021-05-31,Biogen
2021-06-30,272.3500061035156,468.5499877929688,264.1199951171875,346.2699890136719,346.2699890136719,79201500,Biogen,BIIB,USA,2021-06-30,Biogen
2021-07-31,346.0,372.1199951171875,317.260009765625,326.7300109863281,326.7300109863281,27824200,Biogen,BIIB,USA,2021-07-31,Biogen
2021-08-31,327.0400085449219,351.8599853515625,325.0899963378906,338.9100036621094,338.9100036621094,18720800,Biogen,BIIB,USA,2021-08-31,Biogen
2021-09-30,340.7799987792969,341.2900085449219,282.6400146484375,282.989990234375,282.989990234375,22807200,Biogen,BIIB,USA,2021-09-30,Biogen
2021-10-31,281.3500061035156,290.760009765625,259.6300048828125,266.6799926757812,266.6799926757812,22854600,Biogen,BIIB,USA,2021-10-31,Biogen
2021-11-30,266.1499938964844,284.5899963378906,228.6799926757812,235.7400054931641,235.7400054931641,25904600,Biogen,BIIB,USA,2021-11-30,Biogen
2021-12-31,236.9799957275391,265.5400085449219,221.7200012207031,239.9199981689453,239.9199981689453,36739000,Biogen,BIIB,USA,2021-12-31,Biogen
2022-01-31,240.1499938964844,249.0,214.8800048828125,226.0,226.0,39593500,Biogen,BIIB,USA,2022-01-31,Biogen
2022-02-28,227.1699981689453,231.2200012207031,200.3600006103516,211.0099945068359,211.0099945068359,21699500,Biogen,BIIB,USA,2022-02-28,Biogen
2022-03-31,210.5800018310547,218.2200012207031,192.6699981689453,210.6000061035156,210.6000061035156,24043800,Biogen,BIIB,USA,2022-03-31,Biogen
2022-04-30,212.4900054931641,225.5,204.8600006103516,207.4400024414062,207.4400024414062,20111200,Biogen,BIIB,USA,2022-04-30,Biogen
2022-05-31,206.3000030517578,214.7799987792969,187.1600036621094,200.0,200.0,25705000,Biogen,BIIB,USA,2022-05-31,Biogen
2022-06-30,202.0,213.8800048828125,188.5399932861328,203.9400024414062,203.9400024414062,24799000,Biogen,BIIB,USA,2022-06-30,Biogen
2022-07-31,205.3699951171875,222.1999969482422,203.9199981689453,215.0599975585938,215.0599975585938,18744000,Biogen,BIIB,USA,2022-07-31,Biogen
2022-08-31,213.8999938964844,222.8200073242188,193.6499938964844,195.3800048828125,195.3800048828125,17168100,Biogen,BIIB,USA,2022-08-31,Biogen
2022-09-30,194.7700042724609,283.4400024414062,193.6499938964844,267.0,267.0,44139700,Biogen,BIIB,USA,2022-09-30,Biogen
2022-10-31,269.0,285.3500061035156,250.3099975585938,283.4400024414062,283.4400024414062,35186800,Biogen,BIIB,USA,2022-10-31,Biogen
2022-11-30,283.4400024414062,311.8800048828125,274.6300048828125,305.1700134277344,305.1700134277344,27706200,Biogen,BIIB,USA,2022-11-30,Biogen
2022-12-31,305.510009765625,306.2799987792969,272.2000122070312,276.9200134277344,276.9200134277344,23481700,Biogen,BIIB,USA,2022-12-31,Biogen
2023-01-31,276.7300109863281,295.8999938964844,265.3200073242188,290.8999938964844,290.8999938964844,24119500,Biogen,BIIB,USA,2023-01-31,Biogen
2023-02-28,289.5700073242188,293.4700012207031,266.7699890136719,269.8599853515625,269.8599853515625,17526100,Biogen,BIIB,USA,2023-02-28,Biogen
2023-03-31,267.9700012207031,279.0,254.8000030517578,278.0299987792969,278.0299987792969,19959000,Biogen,BIIB,USA,2023-03-31,Biogen
2023-04-30,276.3399963378906,305.5,273.3900146484375,304.2300109863281,304.2300109863281,17355400,Biogen,BIIB,USA,2023-04-30,Biogen
2023-05-31,305.75,319.739990234375,291.6400146484375,296.4100036621094,296.4100036621094,21338800,Biogen,BIIB,USA,2023-05-31,Biogen
2023-06-30,301.0199890136719,319.760009765625,277.7099914550781,284.8500061035156,284.8500061035156,23452600,Biogen,BIIB,USA,2023-06-30,Biogen
2023-07-31,282.8699951171875,287.6000061035156,256.1300048828125,270.1900024414062,270.1900024414062,28759300,Biogen,BIIB,USA,2023-07-31,Biogen
2023-08-31,269.3599853515625,278.9500122070312,259.760009765625,267.3599853515625,267.3599853515625,18353400,Biogen,BIIB,USA,2023-08-31,Biogen
2023-09-30,269.010009765625,270.5,251.8500061035156,257.010009765625,257.010009765625,16165500,Biogen,BIIB,USA,2023-09-30,Biogen
2023-10-31,255.8500061035156,269.4299926757812,233.7599945068359,237.5399932861328,237.5399932861328,21996900,Biogen,BIIB,USA,2023-10-31,Biogen
2023-11-30,238.5599975585938,251.5099945068359,220.8600006103516,234.0800018310547,234.0800018310547,23323200,Biogen,BIIB,USA,2023-11-30,Biogen
2023-12-31,233.9499969482422,263.9800109863281,229.1600036621094,258.7699890136719,258.7699890136719,23771300,Biogen,BIIB,USA,2023-12-31,Biogen
2024-01-31,257.5599975585938,268.2999877929688,240.8300018310547,246.6600036621094,246.6600036621094,20225600,Biogen,BIIB,USA,2024-01-31,Biogen
2024-02-29,245.3999938964844,249.3300018310547,215.6799926757812,216.9900054931641,216.9900054931641,25350200,Biogen,BIIB,USA,2024-02-29,Biogen
2024-03-31,217.4600067138672,230.2200012207031,211.0200042724609,215.6300048828125,215.6300048828125,26465900,Biogen,BIIB,USA,2024-03-31,Biogen
2024-04-30,215.6900024414062,218.8600006103516,189.4400024414062,214.8200073242188,214.8200073242188,28895100,Biogen,BIIB,USA,2024-04-30,Biogen
2024-05-31,215.5599975585938,236.8999938964844,210.3300018310547,224.9400024414062,224.9400024414062,22549700,Biogen,BIIB,USA,2024-05-31,Biogen
2024-06-30,225.3000030517578,237.5399932861328,220.0200042724609,231.8200073242188,231.8200073242188,21017000,Biogen,BIIB,USA,2024-06-30,Biogen
2024-07-31,231.4100036621094,238.0,209.75,213.1999969482422,213.1999969482422,22031600,Biogen,BIIB,USA,2024-07-31,Biogen
2024-08-31,215.8000030517578,219.4400024414062,196.8999938964844,204.7599945068359,204.7599945068359,19658300,Biogen,BIIB,USA,2024-08-31,Biogen
2024-09-30,204.2200012207031,206.6999969482422,188.7799987792969,193.8399963378906,193.8399963378906,21981500,Biogen,BIIB,USA,2024-09-30,Biogen
2024-10-31,194.6100006103516,195.0,173.8800048828125,174.0,174.0,30796000,Biogen,BIIB,USA,2024-10-31,Biogen
2024-11-30,173.6499938964844,179.1999969482422,153.6199951171875,160.6300048828125,160.6300048828125,34751100,Biogen,BIIB,USA,2024-11-30,Biogen
2024-12-31,160.1600036621094,165.2899932861328,145.0700073242188,152.9199981689453,152.9199981689453,31960300,Biogen,BIIB,USA,2024-12-31,Biogen
2025-01-31,153.8399963378906,156.3699951171875,139.7100067138672,143.9299926757812,143.9299926757812,25766600,Biogen,BIIB,USA,2025-01-31,Biogen
2025-02-28,142.8099975585938,147.0,128.5099945068359,140.5,140.5,31487500,Biogen,BIIB,USA,2025-02-28,Biogen
2025-03-31,140.4100036621094,157.0899963378906,134.7100067138672,136.8399963378906,136.8399963378906,37147400,Biogen,BIIB,USA,2025-03-31,Biogen
2025-04-30,136.8000030517578,137.3200073242188,110.0400009155273,121.0800018310547,121.0800018310547,37657900,Biogen,BIIB,USA,2025-04-30,Biogen
2025-05-31,120.370002746582,132.9400024414062,115.25,129.7899932861328,129.7899932861328,37229900,Biogen,BIIB,USA,2025-05-31,Biogen
2025-06-30,129.5899963378906,136.8399963378906,123.2099990844727,125.5899963378906,125.5899963378906,26463600,Biogen,BIIB,USA,2025-06-30,Biogen
2025-07-31,124.9400024414062,137.8399963378906,121.0500030517578,128.0,128.0,29438200,Biogen,BIIB,USA,2025-07-31,Biogen
2025-08-31,128.9600067138672,142.3200073242188,124.5599975585938,132.2200012207031,132.2200012207031,30543100,Biogen,BIIB,USA,2025-08-31,Biogen
2025-09-30,133.5500030517578,150.2799987792969,133.5299987792969,140.0800018310547,140.0800018310547,35338600,Biogen,BIIB,USA,2025-09-30,Biogen
2025-10-31,140.8200073242188,160.1999969482422,138.0,154.2700042724609,154.2700042724609,40401000,Biogen,BIIB,USA,2025-10-31,Biogen
2025-11-30,153.6000061035156,185.1699981689453,148.5099945068359,182.0899963378906,182.0899963378906,38477300,Biogen,BIIB,USA,2025-11-30,Biogen
2025-12-31,180.1499938964844,183.1499938964844,168.5599975585938,175.9900054931641,175.9900054931641,49726800,Biogen,BIIB,USA,2025-12-31,Biogen
2026-01-31,175.3699951171875,190.1999969482422,160.3600006103516,179.8899993896484,179.8899993896484,31239300,Biogen,BIIB,USA,2026-01-31,Biogen
2026-02-28,179.3000030517578,202.4100036621094,176.1900024414062,191.8200073242188,191.8200073242188,27601300,Biogen,BIIB,USA,2026-02-28,Biogen
2026-03-31,190.2200012207031,192.9900054931641,171.3699951171875,183.3300018310547,183.3300018310547,21907700,Biogen,BIIB,USA,2026-03-31,Biogen
2026-04-30,183.1600036621094,195.9799957275391,168.6399993896484,189.2799987792969,189.2799987792969,28535500,Biogen,BIIB,USA,2026-04-30,Biogen
2026-05-31,189.2799987792969,205.9700012207031,185.4400024414062,196.0,196.0,22250400,Biogen,BIIB,USA,2026-05-31,Biogen
2026-06-30,194.5,219.7200012207031,184.8999938964844,216.0599975585938,216.0599975585938,24235200,Biogen,BIIB,USA,2026-06-30,Biogen
2026-07-31,215.25,219.0200042724609,186.0299987792969,202.9499969482422,202.9499969482422,31695000,Biogen,BIIB,USA,2026-07-31,Biogen
2026-08-31,203.3399963378906,222.1499938964844,199.5800018310547,216.7799987792969,216.7799987792969,12328600,Biogen,BIIB,USA,2026-08-31,Biogen
