Date,Open,High,Low,Adj_Close,Volume,Dividends,Stock Splits
2002-07-01,3.3321155355211136,3.3321155355211136,3.253712532524879,3.2635135650634766,121668,0.0,0.0
2002-07-02,3.2798475546659547,3.2798475546659547,3.2406455248011716,3.2504465579986572,85218,0.0,0.0
2002-07-03,3.266780044602809,3.3582495704129407,3.2471790313720703,3.2471790313720703,75127,0.0,0.0
2002-07-04,3.266780108593005,3.2994472963258046,3.2341125703727025,3.2635135650634766,253327,0.0,0.0
2002-07-05,3.27331395187512,3.27331395187512,3.2341129712491967,3.2569801807403564,111656,0.0,0.0
2002-07-08,3.299447414892562,3.567323971727803,3.299447414892562,3.5150554180145264,76635,0.0,0.0
2002-07-09,3.577123788352659,3.7241291108039665,3.528122832006389,3.59019136428833,224808,0.0,0.0
2002-07-10,3.5934578848669783,3.5934578848669783,3.4301191290690687,3.4497201442718506,165543,0.0,0.0
2002-07-11,3.430119037628174,3.430119037628174,3.3713170450499796,3.430119037628174,18675,0.0,0.0
2002-07-12,3.4333851127481374,3.4562523128584006,3.4137841047448507,3.4431850910186768,53145,0.0,0.0
2002-07-15,3.430119318805694,3.430119318805694,3.29618155267191,3.34191632270813,69311,0.0,0.0
2002-07-16,3.348449304631265,3.364783073741416,3.253712532524879,3.2635135650634766,62831,0.0,0.0
2002-07-17,3.253713307140749,3.253713307140749,3.2047123386320724,3.2243123054504395,60165,0.0,0.0
2002-07-18,3.3321159828609668,3.524856096478817,3.3321159828609668,3.364783525466919,85623,0.0,0.0
2002-07-19,3.381117714509397,3.4954548050273346,3.3092484959191824,3.325582265853882,109293,0.0,0.0
2002-07-22,3.3157811302980815,3.332114896274697,3.207977153292624,3.2275781631469727,61368,0.0,0.0
2002-07-23,3.266781182636037,3.266781182636037,3.1655105892001303,3.2047126293182373,63000,0.0,0.0
2002-07-24,3.201444744775624,3.207978183166246,3.136108958919209,3.178577184677124,89493,0.0,0.0
2002-07-25,3.1851103035036754,3.253712268392284,2.972769569871767,3.080573558807373,97290,0.0,0.0
2002-07-26,2.9531691909119133,3.1295755330393984,2.9531691909119133,2.9956374168395996,69356,0.0,0.0
2002-07-29,2.972770316249942,2.972770316249942,2.86496630024781,2.936835527420044,14422,0.0,0.0
2002-07-30,2.9433686975191153,3.0642392149254603,2.8747665545910195,2.878032922744751,84206,0.0,0.0
2002-07-31,2.9401026761801368,2.972770218880433,2.829031418756394,2.8747670650482178,107988,0.0,0.0
2002-08-01,2.874767141821359,2.985837525992454,2.858432493816102,2.9237682819366455,63292,0.0,0.0
2002-08-02,2.8747664319577613,2.9303011722207124,2.8747664319577613,2.910701036453247,63562,0.0,0.0
2002-08-05,2.9401027165909626,3.005437802889566,2.8943672449142945,2.913968086242676,106425,0.0,0.0
2002-08-06,2.9205010776194276,2.9401020900143386,2.8911000847582824,2.9335684776306152,52256,0.0,0.0
2002-08-07,3.0054369597700408,3.0054369597700408,2.9401018917999773,2.943368434906006,54675,0.0,0.0
2002-08-08,3.00217068452355,3.00217068452355,2.8747665545910195,2.878032922744751,72562,0.0,0.0
2002-08-09,2.8747669353506855,2.8747669353506855,2.8094311519226696,2.8453657627105713,59962,0.0,0.0
2002-08-12,2.940102500814468,2.940102500814468,2.8780332621184606,2.904167890548706,70290,0.0,0.0
2002-08-13,2.9891034594711794,2.9891034594711794,2.8714993102185655,2.878032922744751,39318,0.0,0.0
2002-08-14,2.8780332046788226,2.920501427393626,2.8682330477951314,2.881300449371338,71178,0.0,0.0
2002-08-15,2.881300449371338,2.881300449371338,2.881300449371338,2.881300449371338,0,0.0,0.0
2002-08-16,2.8126972740842326,2.881300116789008,2.8126972740842326,2.861699104309082,68737,0.0,0.0
2002-08-19,2.956435933041521,2.956435933041521,2.8780329329371264,2.88456654548645,70200,0.0,0.0
2002-08-20,2.9172345940376703,2.927035452689595,2.8780334375990573,2.887833595275879,77186,0.0,0.0
2002-08-21,2.907434359287365,2.913967972809155,2.8682332038879395,2.8682332038879395,48543,0.0,0.0
2002-08-22,2.858432211322397,2.858432211322397,2.6787596879665156,2.8094310760498047,67950,0.0,0.0
2002-08-23,2.8094314899012236,2.8094314899012236,2.744095873857009,2.7800304889678955,52200,0.0,0.0
2002-08-26,2.7636961740022863,2.815964551433488,2.75062894821167,2.75062894821167,69412,0.0,0.0
2002-08-27,2.7604290168593404,2.864965950275854,2.7506290353154297,2.7930972576141357,69491,0.0,0.0
2002-08-28,2.744095281755231,2.806163639208516,2.708160499154313,2.740828037261963,66318,0.0,0.0
2002-08-29,2.417416941361244,2.8388321073667013,2.417416941361244,2.5611555576324463,65250,0.0,0.0
2002-08-30,2.2410108384888985,2.7146943965672117,2.2410108384888985,2.659158945083618,68973,0.0,0.0
2002-09-02,2.806163892792605,2.8094311375811234,2.62649136550159,2.6493587493896484,32962,0.0,0.0
2002-09-03,2.7506288851783824,2.7506288851783824,2.6166909629782844,2.64282488822937,64687,0.0,0.0
