date,Open,High,Low,adjusted_close,Volume,Dividends,Stock Splits,__period__,company,Close,Company,Country,Ticker
2002-08-15,2.881300449371338,2.881300449371338,2.881300449371338,2.881300449371338,0,0.0,0.0,2002-08-15,Ajanta Pharma,,,,
2002-08-16,2.8126972740842326,2.881300116789008,2.8126972740842326,2.861699104309082,68737,0.0,0.0,2002-08-16,Ajanta Pharma,,,,
2002-08-19,2.956435933041521,2.956435933041521,2.8780329329371264,2.88456654548645,70200,0.0,0.0,2002-08-19,Ajanta Pharma,,,,
2002-08-20,2.9172345940376703,2.927035452689595,2.8780334375990573,2.887833595275879,77186,0.0,0.0,2002-08-20,Ajanta Pharma,,,,
2002-08-21,2.907434359287365,2.913967972809155,2.8682332038879395,2.8682332038879395,48543,0.0,0.0,2002-08-21,Ajanta Pharma,,,,
2002-08-22,2.858432211322397,2.858432211322397,2.678759687966516,2.8094310760498047,67950,0.0,0.0,2002-08-22,Ajanta Pharma,,,,
2002-08-23,2.809431489901224,2.809431489901224,2.744095873857009,2.7800304889678955,52200,0.0,0.0,2002-08-23,Ajanta Pharma,,,,
2002-08-26,2.7636961740022863,2.815964551433488,2.75062894821167,2.75062894821167,69412,0.0,0.0,2002-08-26,Ajanta Pharma,,,,
2002-08-27,2.7604290168593404,2.864965950275854,2.7506290353154297,2.793097257614136,69491,0.0,0.0,2002-08-27,Ajanta Pharma,,,,
2002-08-28,2.744095281755231,2.806163639208516,2.708160499154313,2.740828037261963,66318,0.0,0.0,2002-08-28,Ajanta Pharma,,,,
2002-08-29,2.417416941361244,2.8388321073667013,2.417416941361244,2.5611555576324463,65250,0.0,0.0,2002-08-29,Ajanta Pharma,,,,
2002-08-30,2.2410108384888985,2.714694396567212,2.2410108384888985,2.659158945083618,68973,0.0,0.0,2002-08-30,Ajanta Pharma,,,,
2002-09-02,2.806163892792605,2.8094311375811234,2.62649136550159,2.6493587493896484,32962,0.0,0.0,2002-09-02,Ajanta Pharma,,,,
2002-09-03,2.7506288851783824,2.7506288851783824,2.6166909629782844,2.64282488822937,64687,0.0,0.0,2002-09-03,Ajanta Pharma,,,,
2002-09-04,3.0707728851885823,3.0707728851885823,2.5023534591091106,2.5905566215515137,69682,0.0,0.0,2002-09-04,Ajanta Pharma,,,,
2002-09-05,3.0381056962979063,3.0381056962979063,2.5154206851528964,2.5905566215515137,73091,0.0,0.0,2002-09-05,Ajanta Pharma,,,,
2002-09-06,2.30307989668548,2.6787595737732706,2.30307989668548,2.593822956085205,79773,0.0,0.0,2002-09-06,Ajanta Pharma,,,,
2002-09-09,2.580756431187061,2.6101574265360505,2.548088191260392,2.593822956085205,65475,0.0,0.0,2002-09-09,Ajanta Pharma,,,,
2002-09-10,2.593822956085205,2.593822956085205,2.593822956085205,2.593822956085205,0,0.0,0.0,2002-09-10,Ajanta Pharma,,,,
2002-09-11,2.561155582284473,2.691826973223431,2.5415547422108045,2.551355600357056,73541,0.0,0.0,2002-09-11,Ajanta Pharma,,,,
2002-09-12,2.564421994220184,2.6232239856859474,2.564421994220184,2.5905566215515137,67500,0.0,0.0,2002-09-12,Ajanta Pharma,,,,
2002-09-13,2.548088485746113,2.64609234063377,2.548088485746113,2.6101577281951904,73237,0.0,0.0,2002-09-13,Ajanta Pharma,,,,
2002-09-16,2.6134240244251745,2.6134240244251745,2.4500850995677457,2.5186872482299805,69750,0.0,0.0,2002-09-16,Ajanta Pharma,,,,
2002-09-17,2.221410526556738,2.5154206556850163,2.221410526556738,2.5023534297943115,66105,0.0,0.0,2002-09-17,Ajanta Pharma,,,,
2002-09-18,2.891100838212299,2.891100838212299,2.482753024574919,2.567689657211304,63315,0.0,0.0,2002-09-18,Ajanta Pharma,,,,
2002-09-19,2.8878337683033903,2.8878337683033903,2.548088639708143,2.567689657211304,70121,0.0,0.0,2002-09-19,Ajanta Pharma,,,,
2002-09-20,2.358614709259023,2.6330246875008543,2.358614709259023,2.5480880737304688,66498,0.0,0.0,2002-09-20,Ajanta Pharma,,,,
2002-09-23,2.548088735101857,2.5644225080638163,2.515421189177938,2.525221347808838,62145,0.0,0.0,2002-09-23,Ajanta Pharma,,,,
2002-09-24,2.531754675660058,2.564422217887492,2.4892864501793377,2.50888729095459,60052,0.0,0.0,2002-09-24,Ajanta Pharma,,,,
2002-09-25,2.5709558611806167,2.584023088515079,2.4860199349692604,2.5121538639068604,61335,0.0,0.0,2002-09-25,Ajanta Pharma,,,,
2002-09-26,2.574222851854365,2.5807564648762376,2.499087090699741,2.505620002746582,59962,0.0,0.0,2002-09-26,Ajanta Pharma,,,,
2002-09-27,2.587290067748868,2.587290067748868,2.51542067527771,2.51542067527771,60806,0.0,0.0,2002-09-27,Ajanta Pharma,,,,
2002-09-30,2.482752599965059,2.4892862129341133,2.391283069860831,2.423950433731079,83047,0.0,0.0,2002-09-30,Ajanta Pharma,,,,
2002-10-01,2.450085292586841,2.4696861333479068,2.397816909621985,2.417417049407959,71707,0.0,0.0,2002-10-01,Ajanta Pharma,,,,
2002-10-02,2.417417049407959,2.417417049407959,2.417417049407959,2.417417049407959,0,0.0,0.0,2002-10-02,Ajanta Pharma,,,,
2002-10-03,2.3651484279488093,2.5121535797487287,2.3651484279488093,2.4043502807617188,63630,0.0,0.0,2002-10-03,Ajanta Pharma,,,,
2002-10-04,2.025403678447094,2.4174171862229223,2.025403678447094,2.378216028213501,63022,0.0,0.0,2002-10-04,Ajanta Pharma,,,,
2002-10-07,2.4500852537342963,2.4500852537342963,2.3259474737682773,2.4076168537139893,65250,0.0,0.0,2002-10-07,Ajanta Pharma,,,,
2002-10-08,2.672225890370533,2.672225890370533,2.4174167450006334,2.472952365875244,44111,0.0,0.0,2002-10-08,Ajanta Pharma,,,,
2002-10-09,2.476219138056658,2.499087399814968,2.437018156051636,2.437018156051636,59062,0.0,0.0,2002-10-09,Ajanta Pharma,,,,
2002-10-10,2.296546079116842,2.4337510623407543,2.296546079116842,2.430483818054199,58668,0.0,0.0,2002-10-10,Ajanta Pharma,,,,
2002-10-11,2.3520819693730077,2.433751344680786,2.3520819693730077,2.433751344680786,60187,0.0,0.0,2002-10-11,Ajanta Pharma,,,,
2002-10-14,2.525220995236046,2.525220995236046,2.450085229516428,2.4794862270355225,66093,0.0,0.0,2002-10-14,Ajanta Pharma,,,,
2002-10-15,2.4794862270355225,2.4794862270355225,2.4794862270355225,2.4794862270355225,0,0.0,0.0,2002-10-15,Ajanta Pharma,,,,
2002-10-16,2.492553351801571,2.492553351801571,2.450085129183911,2.4533514976501465,71325,0.0,0.0,2002-10-16,Ajanta Pharma,,,,
2002-10-17,2.472952769251095,2.476219138056658,2.3488149826995484,2.437018156051636,59287,0.0,0.0,2002-10-17,Ajanta Pharma,,,,
2002-10-18,2.472952512347739,2.472952512347739,2.401083118171213,2.4533514976501465,64710,0.0,0.0,2002-10-18,Ajanta Pharma,,,,
2002-10-21,2.525220583840056,2.5284878281266105,2.374949076882283,2.430483818054199,64575,0.0,0.0,2002-10-21,Ajanta Pharma,,,,
2002-10-22,2.3520819705430687,2.450085115814899,2.332480955952429,2.3488147258758545,81787,0.0,0.0,2002-10-22,Ajanta Pharma,,,,
2002-10-23,2.4076166883349304,2.410883932961636,2.329213857650757,2.329213857650757,57375,0.0,0.0,2002-10-23,Ajanta Pharma,,,,
2002-10-24,2.4337516975694053,2.437018241733595,2.3586152235043394,2.3880162239074707,74373,0.0,0.0,2002-10-24,Ajanta Pharma,,,,
2002-10-25,2.299812939774758,2.4043505845921858,2.299812939774758,2.3422813415527344,62932,0.0,0.0,2002-10-25,Ajanta Pharma,,,,
2002-10-28,2.4239506068664824,2.4239506068664824,2.286746301910055,2.296546459197998,69187,0.0,0.0,2002-10-28,Ajanta Pharma,,,,
2002-10-29,2.2932799752828776,2.303080132826957,2.218143506430093,2.221410751342773,68906,0.0,0.0,2002-10-29,Ajanta Pharma,,,,
2002-10-30,2.3618820070559594,2.3618820070559594,2.175675868988037,2.175675868988037,74925,0.0,0.0,2002-10-30,Ajanta Pharma,,,,
2002-10-31,2.15934167998981,2.1985435399640223,2.15934167998981,2.192009925842285,66093,0.0,0.0,2002-10-31,Ajanta Pharma,,,,
2002-11-01,2.1789417266845703,2.2214101153460555,2.1626081354541298,2.1789417266845703,66127,0.0,0.0,2002-11-01,Ajanta Pharma,,,,
2002-11-04,2.273679134463398,2.273679134463398,2.221410751342773,2.221410751342773,30386,0.0,0.0,2002-11-04,Ajanta Pharma,,,,
2002-11-05,2.2279443779977144,2.257345376533467,2.129940523813883,2.241010904312134,62100,0.0,0.0,2002-11-05,Ajanta Pharma,,,,
2002-11-06,2.241010904312134,2.241010904312134,2.241010904312134,2.241010904312134,0,0.0,0.0,2002-11-06,Ajanta Pharma,,,,
2002-11-07,2.2214109092449914,2.28021291015187,2.1887426636466296,2.208343505859375,64687,0.0,0.0,2002-11-07,Ajanta Pharma,,,,
2002-11-08,2.260611358938205,2.260611358938205,2.18547543404099,2.198542833328247,60930,0.0,0.0,2002-11-08,Ajanta Pharma,,,,
2002-11-11,2.227943928262048,2.227943928262048,2.149540930839024,2.1528074741363525,62190,0.0,0.0,2002-11-11,Ajanta Pharma,,,,
2002-11-12,2.188742730711529,2.188742730711529,2.1201405694619293,2.1332077980041504,65531,0.0,0.0,2002-11-12,Ajanta Pharma,,,,
2002-11-13,2.1299407993201207,2.1462752736543056,2.1234070095864466,2.1397416591644287,60750,0.0,0.0,2002-11-13,Ajanta Pharma,,,,
2002-11-14,2.123406410217285,2.149541036043628,2.123406410217285,2.123406410217285,66172,0.0,0.0,2002-11-14,Ajanta Pharma,,,,
2002-11-15,2.254077580608153,2.254077580608153,2.123406215873553,2.126673460006714,72922,0.0,0.0,2002-11-15,Ajanta Pharma,,,,
2002-11-18,2.1724083657118216,2.3586146568635544,2.110339835652902,2.16260838508606,64845,0.0,0.0,2002-11-18,Ajanta Pharma,,,,
2002-11-19,2.16260838508606,2.16260838508606,2.16260838508606,2.16260838508606,0,0.0,0.0,2002-11-19,Ajanta Pharma,,,,
2002-11-20,2.2540781455202303,2.2540781455202303,2.133207606674147,2.14954137802124,66397,0.0,0.0,2002-11-20,Ajanta Pharma,,,,
2002-11-21,2.244277696211127,2.2508113085370023,2.129940093861398,2.1528074741363525,84228,0.0,0.0,2002-11-21,Ajanta Pharma,,,,
2002-11-22,2.2475439596509483,2.250811203771157,2.136473606743365,2.198542833328247,76005,0.0,0.0,2002-11-22,Ajanta Pharma,,,,
2002-11-25,2.20507680209188,2.20507680209188,2.143007565465309,2.159341335296631,122737,0.0,0.0,2002-11-25,Ajanta Pharma,,,,
2002-11-26,2.156074919531079,2.22141070370742,2.156074919531079,2.2050769329071045,89223,0.0,0.0,2002-11-26,Ajanta Pharma,,,,
2002-11-27,2.2083435230371604,2.2312109095975603,2.15934167998981,2.192009925842285,65362,0.0,0.0,2002-11-27,Ajanta Pharma,,,,
2002-11-28,2.165875779435788,2.2312114095620514,2.1560756189228667,2.218144178390503,138813,0.0,0.0,2002-11-28,Ajanta Pharma,,,,
2002-11-29,2.2214105807377087,2.273678959844105,2.20834317928453,2.2508115768432617,80268,0.0,0.0,2002-11-29,Ajanta Pharma,,,,
2002-12-02,2.286745799001089,2.4827522312851507,2.2704113308946723,2.456618309020996,92261,0.0,0.0,2002-12-02,Ajanta Pharma,,,,
2002-12-03,2.482752927130461,2.5807567840932526,2.3520822277240088,2.437018156051636,67725,0.0,0.0,2002-12-03,Ajanta Pharma,,,,
2002-12-04,2.4108842732412588,2.4631526591642707,2.3684160453877654,2.378216028213501,70650,0.0,0.0,2002-12-04,Ajanta Pharma,,,,
2002-12-05,2.4990871748078085,2.4990871748078085,2.4239505349056327,2.450085163116455,61875,0.0,0.0,2002-12-05,Ajanta Pharma,,,,
2002-12-06,2.528488056819477,2.548088194680511,2.446817807380694,2.5023534297943115,75116,0.0,0.0,2002-12-06,Ajanta Pharma,,,,
2002-12-09,2.587289965430868,2.587289965430868,2.433751205175485,2.466418743133545,74632,0.0,0.0,2002-12-09,Ajanta Pharma,,,,
2002-12-10,2.4729526772757584,2.4729526772757584,2.417417049407959,2.417417049407959,68062,0.0,0.0,2002-12-10,Ajanta Pharma,,,,
2002-12-11,2.417416751684636,2.502353367367782,2.3618818316314782,2.394549369812012,62831,0.0,0.0,2002-12-11,Ajanta Pharma,,,,
2002-12-12,2.476218587298558,2.476218587298558,2.312879855071629,2.322680711746216,105840,0.0,0.0,2002-12-12,Ajanta Pharma,,,,
2002-12-13,2.3520819030674454,2.4043502807617188,2.3520819030674454,2.4043502807617188,65137,0.0,0.0,2002-12-13,Ajanta Pharma,,,,
2002-12-16,2.4206840653559425,2.4990870704970867,2.4076166641740766,2.423950433731079,78187,0.0,0.0,2002-12-16,Ajanta Pharma,,,,
2002-12-17,2.4818264629693094,2.4818264629693094,2.423950852325444,2.437568664550781,79458,0.133333,0.0,2002-12-17,Ajanta Pharma,,,,
2002-12-18,2.451186659403753,2.451186659403753,2.3830979635323373,2.437568664550781,83531,0.0,0.0,2002-12-18,Ajanta Pharma,,,,
2002-12-19,2.3865023585397016,2.519274670040588,2.3865023585397016,2.4852306842803955,87468,0.0,0.0,2002-12-19,Ajanta Pharma,,,,
2002-12-20,2.5260828476470887,2.536296661361072,2.502251954916852,2.509060859680176,55642,0.0,0.0,2002-12-20,Ajanta Pharma,,,,
2002-12-23,2.4852300275567365,2.5090609208681327,2.4477813243865967,2.4477813243865967,67331,0.0,0.0,2002-12-23,Ajanta Pharma,,,,
2002-12-24,2.393311068085314,2.5294882783001102,2.386502161917665,2.4273550510406494,84363,0.0,0.0,2002-12-24,Ajanta Pharma,,,,
2002-12-25,2.4273550510406494,2.4273550510406494,2.4273550510406494,2.4273550510406494,0,0.0,0.0,2002-12-25,Ajanta Pharma,,,,
2002-12-26,2.495443364419764,2.495443364419764,2.3899066970043568,2.4001197814941406,66543,0.0,0.0,2002-12-26,Ajanta Pharma,,,,
2002-12-27,2.437568691322383,2.44437778013747,2.389906895893142,2.403524160385132,73305,0.0,0.0,2002-12-27,Ajanta Pharma,,,,
2002-12-30,2.4103328384288667,2.423950649514809,2.3320312465089867,2.3422441482543945,78075,0.0,0.0,2002-12-30,Ajanta Pharma,,,,
2002-12-31,2.587362438204694,2.587362438204694,2.318412819714869,2.3286266326904297,85882,0.0,0.0,2002-12-31,Ajanta Pharma,,,,
2003-01-01,2.3728837966918945,2.379692884424695,2.3660748915867016,2.3728837966918945,68388,0.0,0.0,2003-01-01,Ajanta Pharma,,,,
2003-01-02,2.349052906036377,2.3762887091226848,2.349052906036377,2.349052906036377,62448,0.0,0.0,2003-01-02,Ajanta Pharma,,,,
2003-01-03,2.3354358786016776,2.379693685367654,2.3082009795247798,2.3116049766540527,79672,0.0,0.0,2003-01-03,Ajanta Pharma,,,,
2003-01-06,2.29458192870752,2.345648619426713,2.29458192870752,2.3286266326904297,61312,0.0,0.0,2003-01-06,Ajanta Pharma,,,,
2003-01-07,2.3252222596411287,2.342244250298722,2.2911784609535686,2.301391363143921,62010,0.0,0.0,2003-01-07,Ajanta Pharma,,,,
2003-01-08,2.4443773950142176,2.4511863001288923,2.301391118116477,2.349052906036377,65812,0.0,0.0,2003-01-08,Ajanta Pharma,,,,
2003-01-09,2.253728971401568,2.447780802962044,2.253728971401568,2.379692316055298,75375,0.0,0.0,2003-01-09,Ajanta Pharma,,,,
2003-01-10,2.437568659663064,2.437568659663064,2.3150094456465897,2.321818351745605,80842,0.0,0.0,2003-01-10,Ajanta Pharma,,,,
2003-01-13,2.2945826836104803,2.3830981030001555,2.2945826836104803,2.3388404846191406,66678,0.0,0.0,2003-01-13,Ajanta Pharma,,,,
2003-01-14,2.338839477767422,2.355861462776004,2.3354345694085192,2.352457284927368,69131,0.0,0.0,2003-01-14,Ajanta Pharma,,,,
2003-01-15,2.3660749896341207,2.3660749896341207,2.32522210519289,2.345649003982544,64586,0.0,0.0,2003-01-15,Ajanta Pharma,,,,
2003-01-16,2.3660746898428697,2.437568096037692,2.332030897730087,2.430759191513061,92902,0.0,0.0,2003-01-16,Ajanta Pharma,,,,
2003-01-17,2.468208306592247,2.5362968103421872,2.4648033974415844,2.5022521018981934,100518,0.0,0.0,2003-01-17,Ajanta Pharma,,,,
2003-01-20,2.5328919047424256,2.5328919047424256,2.4716123060698534,2.478421211242676,119115,0.0,0.0,2003-01-20,Ajanta Pharma,,,,
2003-01-21,2.396714631356147,2.4682082245066863,2.396714631356147,2.423950433731079,66487,0.0,0.0,2003-01-21,Ajanta Pharma,,,,
2003-01-22,2.434163032121638,2.434163032121638,2.3490523765684643,2.352457284927368,96446,0.0,0.0,2003-01-22,Ajanta Pharma,,,,
2003-01-23,2.560127369003191,2.563531547197345,2.3150088241483,2.3286266326904297,86017,0.0,0.0,2003-01-23,Ajanta Pharma,,,,
2003-01-24,2.366074561874407,2.366074561874407,2.263942095294311,2.270750999450684,79560,0.0,0.0,2003-01-24,Ajanta Pharma,,,,
2003-01-27,2.246920666817343,2.246920666817343,2.124361457333285,2.13797926902771,78963,0.0,0.0,2003-01-27,Ajanta Pharma,,,,
2003-01-28,2.131169938546124,2.21628042285374,2.131169938546124,2.182235717773437,84240,0.0,0.0,2003-01-28,Ajanta Pharma,,,,
2003-01-29,2.212876041162877,2.229898945640784,2.1481924375463675,2.168619155883789,66420,0.0,0.0,2003-01-29,Ajanta Pharma,,,,
2003-01-30,2.437568576284279,2.437568576284279,2.0971256571378416,2.1141483783721924,74722,0.0,0.0,2003-01-30,Ajanta Pharma,,,,
2003-01-31,2.110743999481201,2.1345749020619023,2.083509099680798,2.110743999481201,69513,0.0,0.0,2003-01-31,Ajanta Pharma,,,,
2003-02-03,2.1141484615664963,2.202663145543344,2.1141484615664963,2.1447882652282715,68062,0.0,0.0,2003-02-03,Ajanta Pharma,,,,
2003-02-04,2.1788319068522592,2.209471705716429,2.1345741152246696,2.185640811920166,57825,0.0,0.0,2003-02-04,Ajanta Pharma,,,,
2003-02-05,2.1618103706105884,2.1618103706105884,2.110743663226363,2.127765655517578,56227,0.0,0.0,2003-02-05,Ajanta Pharma,,,,
2003-02-06,2.1788321622759304,2.1788321622759304,2.076699670050018,2.1141483783721924,58882,0.0,0.0,2003-02-06,Ajanta Pharma,,,,
2003-02-07,2.127765277385348,2.134574182668388,2.049463688454646,2.0869123935699463,61391,0.0,0.0,2003-02-07,Ajanta Pharma,,,,
2003-02-10,2.042654607661395,2.117552194084213,2.00180172735618,2.025632619857788,56823,0.0,0.0,2003-02-10,Ajanta Pharma,,,,
2003-02-11,2.029037022024139,2.0426548329218903,1.9541401578522108,1.9609490633010864,65137,0.0,0.0,2003-02-11,Ajanta Pharma,,,,
2003-02-12,1.9745666436468892,2.0052066346110395,1.957544832283836,1.9779715538024905,59906,0.0,0.0,2003-02-12,Ajanta Pharma,,,,
2003-02-13,1.9779715538024905,1.9779715538024905,1.9779715538024905,1.9779715538024905,0,0.0,0.0,2003-02-13,Ajanta Pharma,,,,
2003-02-14,2.0324415303159773,2.0324415303159773,1.940522138456639,1.9541399478912356,65486,0.0,0.0,2003-02-14,Ajanta Pharma,,,,
2003-02-17,2.1788320499959943,2.1788320499959943,1.971162166743723,2.0018019676208496,77985,0.0,0.0,2003-02-17,Ajanta Pharma,,,,
2003-02-18,2.035846114657012,2.165214416942212,1.9915890469944224,2.076699733734131,77883,0.0,0.0,2003-02-18,Ajanta Pharma,,,,
2003-02-19,2.127765655517578,2.178832362901804,2.076699861271578,2.127765655517578,45225,0.0,0.0,2003-02-19,Ajanta Pharma,,,,
2003-02-20,2.1277655248440004,2.1618102378462054,2.076699733734131,2.076699733734131,52492,0.0,0.0,2003-02-20,Ajanta Pharma,,,,
2003-02-21,2.046059718744741,2.090316599202861,2.015419735890085,2.0290369987487797,52762,0.0,0.0,2003-02-21,Ajanta Pharma,,,,
2003-02-24,2.086911911913486,2.0937209982526106,1.9643527408709356,2.015419244766236,78930,0.0,0.0,2003-02-24,Ajanta Pharma,,,,
2003-02-25,2.0086113621389767,2.0324422633025785,1.9745666436468892,1.9779715538024905,54562,0.0,0.0,2003-02-25,Ajanta Pharma,,,,
2003-02-26,2.032442070541659,2.049464062917976,1.9779713662076823,1.9881844520568848,46125,0.0,0.0,2003-02-26,Ajanta Pharma,,,,
2003-02-27,2.0256329544365825,2.0256329544365825,1.981375340530832,2.008610963821411,54123,0.0,0.0,2003-02-27,Ajanta Pharma,,,,
2003-02-28,2.0086103426369784,2.07329410612363,2.0018014389200607,2.039250135421753,61706,0.0,0.0,2003-02-28,Ajanta Pharma,,,,
2003-03-03,2.052868760354789,2.052868760354789,1.99158897320624,2.008610963821411,51468,0.0,0.0,2003-03-03,Ajanta Pharma,,,,
2003-03-04,2.1107433289036948,2.1107433289036948,1.9575443267822263,1.9575443267822263,64136,0.0,0.0,2003-03-04,Ajanta Pharma,,,,
2003-03-05,1.974566299317574,1.974566299317574,1.923500508878054,1.9303094148635864,52357,0.0,0.0,2003-03-05,Ajanta Pharma,,,,
2003-03-06,1.9064775144941832,1.971162020785418,1.8928604349824916,1.9200953245162964,51187,0.0,0.0,2003-03-06,Ajanta Pharma,,,,
2003-03-07,1.889455838194248,1.9064778295938487,1.8315809578590208,1.8349851369857788,61346,0.0,0.0,2003-03-07,Ajanta Pharma,,,,
2003-03-10,1.8349845679730996,1.86902927072588,1.8247714858769075,1.828175663948059,62212,0.0,0.0,2003-03-10,Ajanta Pharma,,,,
2003-03-11,1.8554119845659875,1.8962648763457284,1.77030147375981,1.8111543655395508,56193,0.0,0.0,2003-03-11,Ajanta Pharma,,,,
2003-03-12,1.8554118553950445,1.8724338467946464,1.8077500603229977,1.8349851369857788,52593,0.0,0.0,2003-03-12,Ajanta Pharma,,,,
2003-03-13,1.8383898603042943,1.8451980352401731,1.817962961337637,1.8451980352401731,61931,0.0,0.0,2003-03-13,Ajanta Pharma,,,,
2003-03-14,1.8451980352401731,1.8451980352401731,1.8451980352401731,1.8451980352401731,0,0.0,0.0,2003-03-14,Ajanta Pharma,,,,
2003-03-17,1.8043445714354047,1.8213665556475356,1.6545503433329096,1.681785225868225,80325,0.0,0.0,2003-03-17,Ajanta Pharma,,,,
2003-03-18,1.681785225868225,1.681785225868225,1.681785225868225,1.681785225868225,0,0.0,0.0,2003-03-18,Ajanta Pharma,,,,
2003-03-19,1.5728442613789264,1.7022125424439924,1.5728442613789264,1.6205060482025146,78468,0.0,0.0,2003-03-19,Ajanta Pharma,,,,
2003-03-20,1.5456085683800915,1.6783817678962798,1.5456085683800915,1.6443370580673218,66318,0.0,0.0,2003-03-20,Ajanta Pharma,,,,
2003-03-21,1.65114543513332,1.6885941291296125,1.6443365318719323,1.681785225868225,54337,0.0,0.0,2003-03-21,Ajanta Pharma,,,,
2003-03-24,1.6681679285592022,1.6749768338990303,1.6273150444030762,1.6273150444030762,57093,0.0,0.0,2003-03-24,Ajanta Pharma,,,,
