date,Open,High,Low,Close,adjusted_close,Volume,Company,Country,Ticker,__period__,company
2014-01-31,114.3600006103516,124.4599990844727,113.120002746582,118.9499969482422,83.76040649414062,75029900,Amgen,United States,AMGN,2014-01-31,Amgen
2014-02-28,119.6800003051758,126.9499969482422,114.5699996948242,124.0199966430664,87.7756118774414,63283800,Amgen,United States,AMGN,2014-02-28,Amgen
2014-03-31,122.8899993896484,128.9600067138672,118.5599975585938,123.3399963378906,87.29436492919922,74142800,Amgen,United States,AMGN,2014-03-31,Amgen
2014-04-30,123.6699981689453,127.25,108.1999969482422,111.75,79.09148406982422,100098000,Amgen,United States,AMGN,2014-04-30,Amgen
2014-05-31,111.379997253418,116.5699996948242,109.4100036621094,115.9899978637695,82.54300689697266,66180100,Amgen,United States,AMGN,2014-05-31,Amgen
2014-06-30,116.7200012207031,121.0,115.3000030517578,118.370002746582,84.23670196533203,54503800,Amgen,United States,AMGN,2014-06-30,Amgen
2014-07-31,119.3899993896484,131.2400054931641,114.9300003051758,127.3899993896484,90.65568542480467,70786600,Amgen,United States,AMGN,2014-07-31,Amgen
2014-08-31,126.1699981689453,139.7299957275391,124.7600021362305,139.3800048828125,99.66575622558594,67114400,Amgen,United States,AMGN,2014-08-31,Amgen
2014-09-30,139.6199951171875,144.4600067138672,135.6300048828125,140.4600067138672,100.4380340576172,62112600,Amgen,United States,AMGN,2014-09-30,Amgen
2014-10-31,140.3899993896484,164.6499938964844,127.6699981689453,162.1799926757812,115.96923828125,124321900,Amgen,United States,AMGN,2014-10-31,Amgen
2014-11-30,162.0800018310547,167.3500061035156,156.6199951171875,165.3099975585938,118.6590881347656,63215800,Amgen,United States,AMGN,2014-11-30,Amgen
2014-12-31,165.1199951171875,173.1399993896484,154.3600006103516,159.2899932861328,114.3378829956055,77006400,Amgen,United States,AMGN,2014-12-31,Amgen
2015-01-31,160.1600036621094,162.7599945068359,151.5299987792969,152.2599945068359,109.2918319702148,73086400,Amgen,United States,AMGN,2015-01-31,Amgen
2015-02-28,153.4100036621094,159.3999938964844,147.4199981689453,157.7200012207031,113.8103790283203,68423900,Amgen,United States,AMGN,2015-02-28,Amgen
2015-03-31,159.2899932861328,172.3600006103516,152.2899932861328,159.8500061035156,115.3473815917969,74078100,Amgen,United States,AMGN,2015-03-31,Amgen
2015-04-30,159.3699951171875,173.6000061035156,154.6000061035156,157.9100036621094,113.9474792480469,71938600,Amgen,United States,AMGN,2015-04-30,Amgen
2015-05-31,159.5,165.5899963378906,155.5800018310547,156.2599945068359,113.3126907348633,63310100,Amgen,United States,AMGN,2015-05-31,Amgen
2015-06-30,157.5899963378906,163.5,150.8500061035156,153.5200042724609,111.3257064819336,69190300,Amgen,United States,AMGN,2015-06-30,Amgen
2015-07-31,154.9400024414062,181.8099975585938,151.0399932861328,176.5899963378906,128.0550384521484,78117700,Amgen,United States,AMGN,2015-07-31,Amgen
2015-08-31,176.8000030517578,177.5200042724609,140.0,151.7799987792969,110.575927734375,81883700,Amgen,United States,AMGN,2015-08-31,Amgen
2015-09-30,149.2299957275391,156.7599945068359,130.0899963378906,138.3200073242188,100.7699279785156,89701900,Amgen,United States,AMGN,2015-09-30,Amgen
2015-10-31,138.5500030517578,165.0,135.6399993896484,158.1799926757812,115.238525390625,97994300,Amgen,United States,AMGN,2015-10-31,Amgen
2015-11-30,159.0099945068359,165.0,148.0,161.1000061035156,117.9599227905273,58232900,Amgen,United States,AMGN,2015-11-30,Amgen
2015-12-31,162.7100067138672,165.2299957275391,153.4299926757812,162.3300018310547,118.860466003418,67360000,Amgen,United States,AMGN,2015-12-31,Amgen
2016-01-31,159.0,160.2100067138672,144.1699981689453,152.7299957275391,111.8312454223633,89489100,Amgen,United States,AMGN,2016-01-31,Amgen
2016-02-29,151.3099975585938,153.7200012207031,140.0399932861328,142.2799987792969,104.9040222167969,80013600,Amgen,United States,AMGN,2016-02-29,Amgen
2016-03-31,144.3000030517578,151.9100036621094,139.0200042724609,149.9299926757812,110.5444107055664,83830700,Amgen,United States,AMGN,2016-03-31,Amgen
2016-04-30,150.0200042724609,164.6999969482422,149.1000061035156,158.3000030517578,116.7157135009766,60909000,Amgen,United States,AMGN,2016-04-30,Amgen
2016-05-31,158.6199951171875,159.4199981689453,147.1199951171875,157.9499969482422,117.2243194580078,57214900,Amgen,United States,AMGN,2016-05-31,Amgen
2016-06-30,157.6100006103516,160.75,143.8200073242188,152.1499938964844,112.919792175293,65472900,Amgen,United States,AMGN,2016-06-30,Amgen
2016-07-31,152.4299926757812,172.2599945068359,152.25,172.0299987792969,127.673942565918,57109500,Amgen,United States,AMGN,2016-07-31,Amgen
2016-08-31,172.9100036621094,176.6399993896484,168.7599945068359,170.0599975585938,126.9455718994141,64648500,Amgen,United States,AMGN,2016-08-31,Amgen
2016-09-30,170.5500030517578,176.8500061035156,165.2700042724609,166.8099975585938,124.5195465087891,60630100,Amgen,United States,AMGN,2016-09-30,Amgen
2016-10-31,166.0500030517578,168.6900024414062,140.9400024414062,141.1600036621094,105.372444152832,74478600,Amgen,United States,AMGN,2016-10-31,Amgen
