date,Open,High,Low,Close,adjusted_close,Volume,__period__,company,Company,Ticker,Country
2014-04-22 00:00:00,300.5,309.170013427734,300.0,306.200012207031,306.200012207031,1776700,2014-04-22,Biogen,,,
2014-04-23 00:00:00,309.0,311.100006103515,295.489990234375,306.75,306.75,2594700,2014-04-23,Biogen,,,
2014-04-24 00:00:00,307.0,308.720001220703,286.480010986328,294.83999633789,294.83999633789,2385300,2014-04-24,Biogen,,,
2014-04-25 00:00:00,293.040008544921,296.739990234375,285.579986572265,285.809997558593,285.809997558593,1727700,2014-04-25,Biogen,,,
2014-04-28 00:00:00,289.160003662109,292.420013427734,275.390014648437,283.119995117187,283.119995117187,1802300,2014-04-28,Biogen,,,
2014-04-29 00:00:00,285.350006103515,294.359985351562,282.0,290.83999633789,290.83999633789,1634500,2014-04-29,Biogen,,,
2014-04-30 00:00:00,285.0,291.559997558593,281.320007324218,287.119995117187,287.119995117187,1452100,2014-04-30,Biogen,,,
2014-05-01 00:00:00,287.109985351562,291.989990234375,283.299987792968,286.75,286.75,1312700,2014-05-01,Biogen,,,
2014-05-02 00:00:00,290.519989013671,290.609985351562,280.010009765625,282.010009765625,282.010009765625,1284800,2014-05-02,Biogen,,,
2014-05-05 00:00:00,280.609985351562,291.309997558593,279.0,290.059997558593,290.059997558593,1177900,2014-05-05,Biogen,,,
2014-05-06 00:00:00,287.769989013671,291.08999633789,285.519989013671,285.940002441406,285.940002441406,1236900,2014-05-06,Biogen,,,
2014-05-07 00:00:00,286.260009765625,288.25,278.100006103515,284.0,284.0,1379600,2014-05-07,Biogen,,,
2014-05-08 00:00:00,286.0,291.279998779296,281.820007324218,282.959991455078,282.959991455078,1230200,2014-05-08,Biogen,,,
2014-05-09 00:00:00,282.75,286.989990234375,278.58999633789,286.649993896484,286.649993896484,1084300,2014-05-09,Biogen,,,
2014-05-12 00:00:00,289.779998779296,301.0,288.010009765625,300.540008544921,300.540008544921,1683400,2014-05-12,Biogen,,,
2014-05-13 00:00:00,300.029998779296,300.950012207031,295.549987792968,295.850006103515,295.850006103515,988800,2014-05-13,Biogen,,,
2014-05-14 00:00:00,294.869995117187,301.209991455078,293.329986572265,296.5,296.5,1030700,2014-05-14,Biogen,,,
2014-05-15 00:00:00,295.630004882812,297.970001220703,286.0,289.529998779296,289.529998779296,1311000,2014-05-15,Biogen,,,
2014-05-16 00:00:00,288.489990234375,292.549987792968,285.010009765625,291.320007324218,291.320007324218,1148100,2014-05-16,Biogen,,,
2014-05-19 00:00:00,289.149993896484,293.410003662109,287.559997558593,290.75,290.75,772800,2014-05-19,Biogen,,,
2014-05-20 00:00:00,292.230010986328,293.809997558593,288.429992675781,289.790008544921,289.790008544921,1089000,2014-05-20,Biogen,,,
2014-05-21 00:00:00,290.119995117187,296.760009765625,290.119995117187,295.359985351562,295.359985351562,979100,2014-05-21,Biogen,,,
2014-05-22 00:00:00,293.570007324218,303.170013427734,292.579986572265,299.690002441406,299.690002441406,1092400,2014-05-22,Biogen,,,
2014-05-23 00:00:00,301.970001220703,302.730010986328,295.510009765625,299.709991455078,299.709991455078,883200,2014-05-23,Biogen,,,
2014-05-27 00:00:00,303.239990234375,310.049987792968,299.5,309.769989013671,309.769989013671,1308500,2014-05-27,Biogen,,,
2014-05-28 00:00:00,311.019989013671,315.420013427734,308.040008544921,308.809997558593,308.809997558593,1160400,2014-05-28,Biogen,,,
2014-05-29 00:00:00,314.859985351562,319.940002441406,314.540008544921,319.850006103515,319.850006103515,1769500,2014-05-29,Biogen,,,
2014-05-30 00:00:00,320.799987792968,322.25,317.929992675781,319.369995117187,319.369995117187,1294400,2014-05-30,Biogen,,,
2014-06-02 00:00:00,318.929992675781,320.029998779296,310.609985351562,318.220001220703,318.220001220703,754700,2014-06-02,Biogen,,,
2014-06-03 00:00:00,316.369995117187,318.869995117187,313.769989013671,316.859985351562,316.859985351562,786200,2014-06-03,Biogen,,,
2014-06-04 00:00:00,315.869995117187,320.0,314.010009765625,319.179992675781,319.179992675781,740600,2014-06-04,Biogen,,,
2014-06-05 00:00:00,320.170013427734,321.200012207031,315.820007324218,320.130004882812,320.130004882812,1116900,2014-06-05,Biogen,,,
2014-06-06 00:00:00,321.959991455078,322.049987792968,314.290008544921,317.549987792968,317.549987792968,872800,2014-06-06,Biogen,,,
2014-06-09 00:00:00,320.0,321.480010986328,316.079986572265,318.160003662109,318.160003662109,775200,2014-06-09,Biogen,,,
2014-06-10 00:00:00,316.200012207031,319.83999633789,312.609985351562,315.440002441406,315.440002441406,1015900,2014-06-10,Biogen,,,
2014-06-11 00:00:00,314.040008544921,314.989990234375,308.0,310.720001220703,310.720001220703,909700,2014-06-11,Biogen,,,
2014-06-12 00:00:00,310.720001220703,314.070007324218,308.100006103515,309.779998779296,309.779998779296,802700,2014-06-12,Biogen,,,
2014-06-13 00:00:00,310.5,311.380004882812,306.399993896484,309.980010986328,309.980010986328,773200,2014-06-13,Biogen,,,
2014-06-16 00:00:00,309.600006103515,312.950012207031,306.760009765625,307.970001220703,307.970001220703,890700,2014-06-16,Biogen,,,
2014-06-17 00:00:00,306.989990234375,307.459991455078,302.010009765625,304.790008544921,304.790008544921,860400,2014-06-17,Biogen,,,
2014-06-18 00:00:00,305.510009765625,310.359985351562,304.619995117187,309.809997558593,309.809997558593,1068300,2014-06-18,Biogen,,,
2014-06-19 00:00:00,310.670013427734,313.529998779296,308.450012207031,311.980010986328,311.980010986328,1034500,2014-06-19,Biogen,,,
2014-06-20 00:00:00,313.850006103515,319.890014648437,312.5,319.58999633789,319.58999633789,2088800,2014-06-20,Biogen,,,
2014-06-23 00:00:00,318.010009765625,321.890014648437,312.869995117187,313.459991455078,313.459991455078,889100,2014-06-23,Biogen,,,
2014-06-24 00:00:00,313.58999633789,319.260009765625,312.660003662109,314.230010986328,314.230010986328,1105200,2014-06-24,Biogen,,,
2014-06-25 00:00:00,313.08999633789,318.0,312.579986572265,314.760009765625,314.760009765625,1051700,2014-06-25,Biogen,,,
2014-06-26 00:00:00,315.679992675781,319.880004882812,312.869995117187,318.630004882812,318.630004882812,1027500,2014-06-26,Biogen,,,
2014-06-27 00:00:00,318.570007324218,320.989990234375,315.670013427734,318.130004882812,318.130004882812,969400,2014-06-27,Biogen,,,
2014-06-30 00:00:00,317.160003662109,319.619995117187,315.010009765625,315.309997558593,315.309997558593,938200,2014-06-30,Biogen,,,
2014-07-01 00:00:00,317.029998779296,326.230010986328,315.239990234375,324.739990234375,324.739990234375,1179500,2014-07-01,Biogen,,,
2014-07-02 00:00:00,325.25,332.779998779296,324.010009765625,331.0,331.0,1183800,2014-07-02,Biogen,,,
2014-07-03 00:00:00,330.799987792968,332.929992675781,328.230010986328,331.149993896484,331.149993896484,700600,2014-07-03,Biogen,,,
2014-07-07 00:00:00,329.399993896484,332.970001220703,324.0,325.679992675781,325.679992675781,802300,2014-07-07,Biogen,,,
2014-07-08 00:00:00,324.0,324.600006103515,316.910003662109,317.58999633789,317.58999633789,1235700,2014-07-08,Biogen,,,
2014-07-09 00:00:00,322.619995117187,322.869995117187,313.609985351562,320.140014648437,320.140014648437,1027100,2014-07-09,Biogen,,,
2014-07-10 00:00:00,317.100006103515,321.410003662109,315.0,319.119995117187,319.119995117187,825300,2014-07-10,Biogen,,,
2014-07-11 00:00:00,320.0,323.440002441406,316.040008544921,322.220001220703,322.220001220703,946900,2014-07-11,Biogen,,,
2014-07-14 00:00:00,325.119995117187,325.119995117187,319.059997558593,319.75,319.75,876500,2014-07-14,Biogen,,,
2014-07-15 00:00:00,320.760009765625,321.809997558593,311.920013427734,312.0,312.0,1391100,2014-07-15,Biogen,,,
2014-07-16 00:00:00,313.829986572265,313.829986572265,302.549987792968,303.739990234375,303.739990234375,1803800,2014-07-16,Biogen,,,
2014-07-17 00:00:00,301.850006103515,307.989990234375,298.309997558593,299.290008544921,299.290008544921,1651300,2014-07-17,Biogen,,,
2014-07-18 00:00:00,301.119995117187,305.820007324218,298.640014648437,304.100006103515,304.100006103515,1550700,2014-07-18,Biogen,,,
2014-07-21 00:00:00,303.040008544921,304.239990234375,300.399993896484,302.5,302.5,1027800,2014-07-21,Biogen,,,
2014-07-22 00:00:00,305.179992675781,308.679992675781,302.940002441406,303.670013427734,303.670013427734,1200100,2014-07-22,Biogen,,,
2014-07-23 00:00:00,335.0,343.58999633789,331.0,337.600006103515,337.600006103515,4143000,2014-07-23,Biogen,,,
2014-07-24 00:00:00,337.600006103515,339.829986572265,335.220001220703,336.790008544921,336.790008544921,1599900,2014-07-24,Biogen,,,
2014-07-25 00:00:00,334.779998779296,337.5,332.769989013671,335.450012207031,335.450012207031,1068600,2014-07-25,Biogen,,,
2014-07-28 00:00:00,334.679992675781,338.33999633789,332.100006103515,336.390014648437,336.390014648437,995600,2014-07-28,Biogen,,,
2014-07-29 00:00:00,337.0,344.070007324218,335.700012207031,341.730010986328,341.730010986328,1286000,2014-07-29,Biogen,,,
2014-07-30 00:00:00,344.450012207031,349.0,343.019989013671,344.519989013671,344.519989013671,1303300,2014-07-30,Biogen,,,
2014-07-31 00:00:00,342.720001220703,342.859985351562,333.350006103515,334.390014648437,334.390014648437,1168500,2014-07-31,Biogen,,,
2014-08-01 00:00:00,332.929992675781,337.820007324218,325.850006103515,329.829986572265,329.829986572265,1319300,2014-08-01,Biogen,,,
2014-08-04 00:00:00,330.079986572265,330.940002441406,325.760009765625,326.549987792968,326.549987792968,989300,2014-08-04,Biogen,,,
2014-08-05 00:00:00,325.579986572265,328.549987792968,322.140014648437,325.230010986328,325.230010986328,1144600,2014-08-05,Biogen,,,
2014-08-06 00:00:00,324.059997558593,328.489990234375,322.0,325.200012207031,325.200012207031,940600,2014-08-06,Biogen,,,
2014-08-07 00:00:00,326.0,327.359985351562,319.799987792968,320.600006103515,320.600006103515,872700,2014-08-07,Biogen,,,
2014-08-08 00:00:00,320.880004882812,326.399993896484,319.320007324218,324.049987792968,324.049987792968,1196900,2014-08-08,Biogen,,,
2014-08-11 00:00:00,327.299987792968,327.440002441406,319.070007324218,320.33999633789,320.33999633789,983000,2014-08-11,Biogen,,,
2014-08-12 00:00:00,319.959991455078,325.640014648437,317.0,324.959991455078,324.959991455078,1045600,2014-08-12,Biogen,,,
2014-08-13 00:00:00,325.510009765625,335.390014648437,324.130004882812,334.640014648437,334.640014648437,1449200,2014-08-13,Biogen,,,
2014-08-14 00:00:00,335.049987792968,338.510009765625,333.660003662109,337.010009765625,337.010009765625,1319200,2014-08-14,Biogen,,,
2014-08-15 00:00:00,339.25,343.029998779296,330.700012207031,342.470001220703,342.470001220703,1722400,2014-08-15,Biogen,,,
2014-08-18 00:00:00,347.58999633789,348.399993896484,342.08999633789,344.600006103515,344.600006103515,1223600,2014-08-18,Biogen,,,
2014-08-19 00:00:00,344.820007324218,348.489990234375,343.290008544921,345.83999633789,345.83999633789,815700,2014-08-19,Biogen,,,
2014-08-20 00:00:00,343.679992675781,345.459991455078,340.670013427734,342.579986572265,342.579986572265,700100,2014-08-20,Biogen,,,
2014-08-21 00:00:00,342.730010986328,344.420013427734,337.190002441406,338.649993896484,338.649993896484,663700,2014-08-21,Biogen,,,
2014-08-22 00:00:00,339.83999633789,341.899993896484,337.0,339.970001220703,339.970001220703,677300,2014-08-22,Biogen,,,
2014-08-25 00:00:00,342.540008544921,345.75,341.079986572265,342.700012207031,342.700012207031,719300,2014-08-25,Biogen,,,
2014-08-26 00:00:00,343.390014648437,343.600006103515,340.010009765625,342.989990234375,342.989990234375,836800,2014-08-26,Biogen,,,
2014-08-27 00:00:00,343.459991455078,343.760009765625,338.540008544921,343.359985351562,343.359985351562,972100,2014-08-27,Biogen,,,
2014-08-28 00:00:00,341.140014648437,343.829986572265,339.519989013671,341.239990234375,341.239990234375,643800,2014-08-28,Biogen,,,
2014-08-29 00:00:00,343.630004882812,343.630004882812,339.179992675781,343.040008544921,343.040008544921,700100,2014-08-29,Biogen,,,
2014-09-02 00:00:00,345.470001220703,347.790008544921,340.600006103515,342.679992675781,342.679992675781,715600,2014-09-02,Biogen,,,
2014-09-03 00:00:00,343.369995117187,345.809997558593,342.170013427734,344.119995117187,344.119995117187,735700,2014-09-03,Biogen,,,
2014-09-04 00:00:00,344.369995117187,344.440002441406,333.779998779296,334.829986572265,334.829986572265,827700,2014-09-04,Biogen,,,
2014-09-05 00:00:00,335.040008544921,335.75,321.0,330.480010986328,330.480010986328,1910600,2014-09-05,Biogen,,,
2014-09-08 00:00:00,329.279998779296,331.850006103515,326.739990234375,331.309997558593,331.309997558593,927200,2014-09-08,Biogen,,,
2014-09-09 00:00:00,330.739990234375,330.739990234375,326.029998779296,326.829986572265,326.829986572265,840800,2014-09-09,Biogen,,,
2014-09-10 00:00:00,325.989990234375,333.0,325.989990234375,332.079986572265,332.079986572265,811100,2014-09-10,Biogen,,,
2014-09-11 00:00:00,330.410003662109,332.809997558593,324.739990234375,327.109985351562,327.109985351562,925300,2014-09-11,Biogen,,,
2014-09-12 00:00:00,327.309997558593,328.160003662109,321.109985351562,323.390014648437,323.390014648437,802500,2014-09-12,Biogen,,,
2014-09-15 00:00:00,323.399993896484,323.970001220703,315.709991455078,320.119995117187,320.119995117187,1062800,2014-09-15,Biogen,,,
2014-09-16 00:00:00,319.420013427734,328.75,318.690002441406,326.880004882812,326.880004882812,991200,2014-09-16,Biogen,,,
2014-09-17 00:00:00,328.420013427734,330.980010986328,322.690002441406,327.579986572265,327.579986572265,1088600,2014-09-17,Biogen,,,
2014-09-18 00:00:00,328.859985351562,330.299987792968,325.359985351562,329.989990234375,329.989990234375,637100,2014-09-18,Biogen,,,
2014-09-19 00:00:00,329.510009765625,334.820007324218,327.489990234375,329.239990234375,329.239990234375,1742600,2014-09-19,Biogen,,,
2014-09-22 00:00:00,327.359985351562,330.33999633789,325.010009765625,329.760009765625,329.760009765625,1027400,2014-09-22,Biogen,,,
2014-09-23 00:00:00,328.510009765625,334.950012207031,327.679992675781,332.239990234375,332.239990234375,1039700,2014-09-23,Biogen,,,
2014-09-24 00:00:00,333.399993896484,347.75,333.109985351562,346.299987792968,346.299987792968,1579200,2014-09-24,Biogen,,,
2014-09-25 00:00:00,344.049987792968,345.649993896484,333.059997558593,333.399993896484,333.399993896484,1554900,2014-09-25,Biogen,,,
2014-09-26 00:00:00,333.869995117187,334.790008544921,328.679992675781,333.540008544921,333.540008544921,1075600,2014-09-26,Biogen,,,
2014-09-29 00:00:00,329.700012207031,333.5,326.850006103515,330.160003662109,330.160003662109,800900,2014-09-29,Biogen,,,
2014-09-30 00:00:00,330.230010986328,332.399993896484,327.079986572265,330.809997558593,330.809997558593,1055100,2014-09-30,Biogen,,,
2014-10-01 00:00:00,330.970001220703,331.149993896484,321.980010986328,323.5,323.5,985400,2014-10-01,Biogen,,,
2014-10-02 00:00:00,322.600006103515,324.450012207031,317.529998779296,319.83999633789,319.83999633789,1116300,2014-10-02,Biogen,,,
2014-10-03 00:00:00,323.329986572265,331.010009765625,321.630004882812,327.08999633789,327.08999633789,1306500,2014-10-03,Biogen,,,
2014-10-06 00:00:00,331.049987792968,331.049987792968,324.010009765625,325.070007324218,325.070007324218,722800,2014-10-06,Biogen,,,
2014-10-07 00:00:00,325.0,325.0,315.820007324218,315.920013427734,315.920013427734,1053300,2014-10-07,Biogen,,,
2014-10-08 00:00:00,315.660003662109,325.779998779296,312.0,324.58999633789,324.58999633789,1271500,2014-10-08,Biogen,,,
2014-10-09 00:00:00,323.350006103515,325.33999633789,317.739990234375,319.190002441406,319.190002441406,1142900,2014-10-09,Biogen,,,
2014-10-10 00:00:00,318.399993896484,324.420013427734,315.079986572265,315.140014648437,315.140014648437,1468200,2014-10-10,Biogen,,,
2014-10-13 00:00:00,314.790008544921,315.75,300.989990234375,301.739990234375,301.739990234375,2302500,2014-10-13,Biogen,,,
2014-10-14 00:00:00,308.359985351562,310.399993896484,296.059997558593,301.579986572265,301.579986572265,1759400,2014-10-14,Biogen,,,
2014-10-15 00:00:00,297.290008544921,311.200012207031,295.269989013671,305.690002441406,305.690002441406,2210900,2014-10-15,Biogen,,,
2014-10-16 00:00:00,299.910003662109,309.0,296.549987792968,302.739990234375,302.739990234375,1384400,2014-10-16,Biogen,,,
2014-10-17 00:00:00,305.359985351562,313.720001220703,304.75,306.709991455078,306.709991455078,1782200,2014-10-17,Biogen,,,
2014-10-20 00:00:00,305.239990234375,321.480010986328,305.239990234375,311.410003662109,311.410003662109,1513800,2014-10-20,Biogen,,,
2014-10-21 00:00:00,320.970001220703,326.899993896484,316.029998779296,326.769989013671,326.769989013671,1851500,2014-10-21,Biogen,,,
2014-10-22 00:00:00,300.0,314.950012207031,290.850006103515,309.070007324218,309.070007324218,7067000,2014-10-22,Biogen,,,
2014-10-23 00:00:00,314.0,319.350006103515,311.0,316.059997558593,316.059997558593,2126200,2014-10-23,Biogen,,,
2014-10-24 00:00:00,315.720001220703,322.0,315.299987792968,321.670013427734,321.670013427734,1262900,2014-10-24,Biogen,,,
2014-10-27 00:00:00,321.890014648437,323.119995117187,317.0,319.980010986328,319.980010986328,1114800,2014-10-27,Biogen,,,
2014-10-28 00:00:00,321.209991455078,321.220001220703,314.899993896484,318.029998779296,318.029998779296,1642000,2014-10-28,Biogen,,,
2014-10-29 00:00:00,317.940002441406,320.989990234375,312.559997558593,315.059997558593,315.059997558593,1509000,2014-10-29,Biogen,,,
2014-10-30 00:00:00,315.08999633789,323.720001220703,313.910003662109,321.0,321.0,1084400,2014-10-30,Biogen,,,
2014-10-31 00:00:00,330.0,330.5,318.660003662109,321.079986572265,321.079986572265,1699600,2014-10-31,Biogen,,,
2014-11-03 00:00:00,320.779998779296,323.200012207031,319.660003662109,321.25,321.25,1196100,2014-11-03,Biogen,,,
2014-11-04 00:00:00,319.899993896484,323.880004882812,319.029998779296,322.059997558593,322.059997558593,1130700,2014-11-04,Biogen,,,
