Date,Open,High,Low,Close,Adj_Close,Volume,Company,Ticker,Country
2014-01-01,77.20833587646484,78.75,77.0250015258789,78.19999694824219,74.5063247680664,6249720,Biocon,BIOCON.NS,India
2014-01-02,78.5999984741211,79.13333129882812,75.91666412353516,76.70833587646484,73.08512878417969,5758806,Biocon,BIOCON.NS,India
2014-01-03,76.21666717529297,81.30000305175781,75.70833587646484,80.5999984741211,76.79296112060547,14554836,Biocon,BIOCON.NS,India
2014-01-06,80.98332977294922,81.6500015258789,79.49166870117188,80.13333129882812,76.34835052490234,10535952,Biocon,BIOCON.NS,India
2014-01-07,80.33333587646484,81.91666412353516,79.08333587646484,79.41666412353516,75.66552734375,9931380,Biocon,BIOCON.NS,India
2014-01-08,79.51666259765625,80.13333129882812,78.5999984741211,79.2249984741211,75.48291778564453,9203658,Biocon,BIOCON.NS,India
2014-01-09,78.875,79.75833129882812,76.32499694824219,77.30000305175781,73.64884948730469,7714500,Biocon,BIOCON.NS,India
2014-01-10,77.5,78.31666564941406,75.83333587646484,76.06666564941406,72.47376251220703,7165674,Biocon,BIOCON.NS,India
2014-01-13,76.16666412353516,77.80000305175781,76.16666412353516,77.43333435058594,73.77587127685547,4523886,Biocon,BIOCON.NS,India
2014-01-14,77.36666870117188,79.07499694824219,77.00833129882812,78.18333435058594,74.49044799804688,3978834,Biocon,BIOCON.NS,India
2014-01-15,78.83333587646484,78.93333435058594,76.28333282470703,76.625,73.00569915771484,4207932,Biocon,BIOCON.NS,India
2014-01-16,76.71666717529297,77.81666564941406,76.71666717529297,77.25,73.6011962890625,5165934,Biocon,BIOCON.NS,India
2014-01-17,77.18333435058594,77.56666564941406,73.19999694824219,73.56666564941406,70.09183502197266,5543238,Biocon,BIOCON.NS,India
2014-01-20,74.4000015258789,76.4749984741211,74.2750015258789,75.74166870117188,72.16410064697266,9402540,Biocon,BIOCON.NS,India
2014-01-21,76.11666870117188,80.9000015258789,75.16666412353516,80.40833282470703,76.6103515625,15967722,Biocon,BIOCON.NS,India
2014-01-22,80.75,82.9000015258789,79.16666412353516,79.83333587646484,76.06250762939453,23549610,Biocon,BIOCON.NS,India
2014-01-23,77.44166564941406,78.0,74.68333435058594,75.19166564941406,71.64008331298828,15048510,Biocon,BIOCON.NS,India
2014-01-24,75.19166564941406,75.33333587646484,70.55000305175781,70.93333435058594,67.58289337158203,13826442,Biocon,BIOCON.NS,India
2014-01-27,70.0,70.93333435058594,68.68333435058594,70.2750015258789,66.95565795898438,10905474,Biocon,BIOCON.NS,India
2014-01-28,70.31666564941406,71.88333129882812,69.67500305175781,70.68333435058594,67.3447036743164,8849178,Biocon,BIOCON.NS,India
2014-01-29,71.28333282470703,73.06666564941406,71.0,71.31666564941406,67.9481201171875,7703622,Biocon,BIOCON.NS,India
2014-01-30,70.66666412353516,71.78333282470703,69.01666259765625,69.96666717529297,66.66188049316406,8795148,Biocon,BIOCON.NS,India
2014-01-31,70.375,73.61666870117188,70.11666870117188,72.70833587646484,69.27404022216797,9595416,Biocon,BIOCON.NS,India
2014-02-03,72.0,74.88333129882812,71.83333587646484,73.51666259765625,70.04420471191406,11050746,Biocon,BIOCON.NS,India
2014-02-04,73.56666564941406,73.58333587646484,70.91666412353516,71.21666717529297,67.85284423828125,6854226,Biocon,BIOCON.NS,India
2014-02-05,71.33333587646484,72.75,70.79166412353516,71.09166717529297,67.73374938964844,5581788,Biocon,BIOCON.NS,India
2014-02-06,71.33333587646484,71.875,69.67500305175781,70.3499984741211,67.02711486816406,5399358,Biocon,BIOCON.NS,India
2014-02-07,70.6500015258789,72.78333282470703,70.6500015258789,72.55833435058594,69.13115692138672,8555106,Biocon,BIOCON.NS,India
2014-02-10,72.81666564941406,73.82499694824219,72.0,73.15833282470703,69.70279693603516,5860026,Biocon,BIOCON.NS,India
2014-02-11,73.60832977294922,74.2750015258789,71.875,72.4000015258789,68.98029327392578,6230406,Biocon,BIOCON.NS,India
2014-02-12,72.49166870117188,73.03333282470703,71.8499984741211,72.125,68.71825408935547,3944784,Biocon,BIOCON.NS,India
2014-02-13,72.125,72.66666412353516,70.93333435058594,71.24166870117188,67.87664794921875,3582810,Biocon,BIOCON.NS,India
2014-02-14,71.24166870117188,72.08333587646484,70.5999984741211,71.35832977294922,67.9878158569336,2299068,Biocon,BIOCON.NS,India
2014-02-17,70.69999694824219,72.9749984741211,70.69999694824219,72.49166870117188,69.06761169433594,3786726,Biocon,BIOCON.NS,India
2014-02-18,72.66666412353516,73.30000305175781,72.45833587646484,72.7750015258789,69.33757019042969,3252282,Biocon,BIOCON.NS,India
2014-02-19,72.7750015258789,74.13333129882812,72.51666259765625,73.41666412353516,69.94892120361328,4815528,Biocon,BIOCON.NS,India
2014-02-20,73.30833435058594,74.5,72.94999694824219,73.19166564941406,69.73455047607422,3926550,Biocon,BIOCON.NS,India
2014-02-21,73.33333587646484,74.31666564941406,73.33333587646484,73.8499984741211,70.36178588867188,3055920,Biocon,BIOCON.NS,India
2014-02-24,73.39166259765625,74.75,73.0,73.45833587646484,69.9886245727539,2967180,Biocon,BIOCON.NS,India
2014-02-25,73.83333587646484,74.44999694824219,73.41666412353516,73.88333129882812,70.39354705810547,2095614,Biocon,BIOCON.NS,India
2014-02-26,73.83333587646484,74.30000305175781,72.41666412353516,73.14166259765625,69.68692779541016,3469524,Biocon,BIOCON.NS,India
2014-02-28,73.4000015258789,76.66666412353516,72.83333587646484,76.40833282470703,72.7992935180664,8860410,Biocon,BIOCON.NS,India
2014-03-03,76.75,78.11666870117188,75.08333587646484,75.67500305175781,72.10060119628906,5776578,Biocon,BIOCON.NS,India
2014-03-04,76.16666412353516,76.61666870117188,75.18333435058594,76.05833435058594,72.46581268310547,4559772,Biocon,BIOCON.NS,India
2014-03-05,76.40833282470703,77.81666564941406,76.0,76.3499984741211,72.74369049072266,4384926,Biocon,BIOCON.NS,India
2014-03-06,76.66666412353516,77.03333282470703,75.66666412353516,75.84166717529297,72.2593765258789,2735832,Biocon,BIOCON.NS,India
2014-03-07,75.85832977294922,76.61666870117188,73.25,73.67499542236328,70.19505310058594,5299278,Biocon,BIOCON.NS,India
2014-03-10,73.5,74.6500015258789,71.54166412353516,71.85832977294922,68.46418762207031,4315428,Biocon,BIOCON.NS,India
2014-03-11,71.94999694824219,72.78333282470703,70.8499984741211,72.05000305175781,68.64682006835938,4841292,Biocon,BIOCON.NS,India
2014-03-12,72.16666412353516,73.6500015258789,72.05000305175781,72.4749984741211,69.0517349243164,3484290,Biocon,BIOCON.NS,India
2014-03-13,72.25833129882812,72.875,71.25,71.40833282470703,68.03545379638672,3078246,Biocon,BIOCON.NS,India
2014-03-14,71.01666259765625,72.5,71.0,72.06666564941406,68.66268157958984,4218540,Biocon,BIOCON.NS,India
2014-03-18,72.41666412353516,73.66666412353516,72.08333587646484,73.19999694824219,69.74248504638672,3105852,Biocon,BIOCON.NS,India
2014-03-19,73.66666412353516,73.81666564941406,72.0250015258789,72.2249984741211,68.81352996826172,5087142,Biocon,BIOCON.NS,India
2014-03-20,71.75833129882812,73.10832977294922,71.68333435058594,71.85832977294922,68.46418762207031,2437926,Biocon,BIOCON.NS,India
2014-03-21,72.08333587646484,72.66666412353516,71.83333587646484,72.30833435058594,68.89293670654297,1730658,Biocon,BIOCON.NS,India
2014-03-24,72.05000305175781,73.16666412353516,72.05000305175781,72.56666564941406,69.13907623291016,2357082,Biocon,BIOCON.NS,India
2014-03-25,72.19166564941406,73.44999694824219,72.08333587646484,72.40833282470703,68.98822021484375,2118036,Biocon,BIOCON.NS,India
2014-03-26,72.46666717529297,72.69166564941406,70.2249984741211,70.40833282470703,67.08269500732422,2539440,Biocon,BIOCON.NS,India
2014-03-27,70.33333587646484,70.83333587646484,68.24166870117188,69.13333129882812,65.86791229248047,6365868,Biocon,BIOCON.NS,India
2014-03-28,69.98332977294922,70.55000305175781,69.25,70.2750015258789,66.95565795898438,3412986,Biocon,BIOCON.NS,India
2014-03-31,70.5,71.63333129882812,69.83333587646484,70.73332977294922,67.39232635498047,4546482,Biocon,BIOCON.NS,India
