Date,Open,High,Low,Close,Adj_Close,Volume,Company,Ticker,Country
2014-01-03,279.4400024414062,282.5199890136719,275.4800109863281,277.3999938964844,277.3999938964844,1558200,Biogen,BIIB,USA
2014-01-10,278.0299987792969,299.8500061035156,270.6199951171875,299.3099975585938,299.3099975585938,6459900,Biogen,BIIB,USA
2014-01-17,299.3500061035156,302.9500122070312,280.3099975585938,297.4800109863281,297.4800109863281,7460400,Biogen,BIIB,USA
2014-01-24,300.4500122070312,315.3800048828125,299.5400085449219,303.6000061035156,303.6000061035156,6423700,Biogen,BIIB,USA
2014-01-31,303.6099853515625,321.25,292.5299987792969,312.6400146484375,312.6400146484375,9137700,Biogen,BIIB,USA
2014-02-07,314.8399963378906,316.989990234375,294.0199890136719,315.5400085449219,315.5400085449219,9123600,Biogen,BIIB,USA
2014-02-14,315.5400085449219,331.739990234375,311.6700134277344,328.2900085449219,328.2900085449219,6641300,Biogen,BIIB,USA
2014-02-21,327.8999938964844,349.7699890136719,323.3099975585938,347.1099853515625,347.1099853515625,4924500,Biogen,BIIB,USA
2014-02-28,348.1499938964844,353.4700012207031,335.0199890136719,340.6799926757812,340.6799926757812,7222700,Biogen,BIIB,USA
2014-03-07,340.6799926757812,353.0,323.7200012207031,328.75,328.75,8470000,Biogen,BIIB,USA
2014-03-14,327.6499938964844,342.5899963378906,327.010009765625,332.489990234375,332.489990234375,5771200,Biogen,BIIB,USA
2014-03-21,334.8299865722656,358.8900146484375,313.0799865722656,318.5299987792969,318.5299987792969,11531000,Biogen,BIIB,USA
2014-03-28,320.2000122070312,322.0,292.6700134277344,294.1199951171875,294.1199951171875,12448900,Biogen,BIIB,USA
2014-04-04,296.1099853515625,317.0,286.2999877929688,288.2699890136719,288.2699890136719,10447700,Biogen,BIIB,USA
2014-04-11,286.3599853515625,301.4500122070312,273.7300109863281,274.0,274.0,12297400,Biogen,BIIB,USA
2014-04-18,277.9100036621094,296.0,272.0199890136719,290.5400085449219,290.5400085449219,6802800,Biogen,BIIB,USA
2014-04-25,290.6000061035156,311.1000061035156,285.5799865722656,285.8099975585938,285.8099975585938,9468800,Biogen,BIIB,USA
2014-05-02,289.1600036621094,294.3599853515625,275.3900146484375,282.010009765625,282.010009765625,7486400,Biogen,BIIB,USA
2014-05-09,280.6099853515625,291.3099975585938,278.1000061035156,286.6499938964844,286.6499938964844,6108900,Biogen,BIIB,USA
2014-05-16,289.7799987792969,301.2099914550781,285.010009765625,291.3200073242188,291.3200073242188,6162000,Biogen,BIIB,USA
2014-05-23,289.1499938964844,303.1700134277344,287.5599975585938,299.7099914550781,299.7099914550781,4816500,Biogen,BIIB,USA
2014-05-30,303.239990234375,322.25,299.5,319.3699951171875,319.3699951171875,5532800,Biogen,BIIB,USA
2014-06-06,318.9299926757812,322.0499877929688,310.6099853515625,317.5499877929688,317.5499877929688,4271200,Biogen,BIIB,USA
2014-06-13,320.0,321.4800109863281,306.3999938964844,309.9800109863281,309.9800109863281,4276700,Biogen,BIIB,USA
2014-06-20,309.6000061035156,319.8900146484375,302.010009765625,319.5899963378906,319.5899963378906,5942700,Biogen,BIIB,USA
2014-06-27,318.010009765625,321.8900146484375,312.5799865722656,318.1300048828125,318.1300048828125,5042900,Biogen,BIIB,USA
2014-07-04,317.1600036621094,332.9299926757812,315.010009765625,331.1499938964844,331.1499938964844,4002100,Biogen,BIIB,USA
2014-07-11,329.3999938964844,332.9700012207031,313.6099853515625,322.2200012207031,322.2200012207031,4837300,Biogen,BIIB,USA
2014-07-18,325.1199951171875,325.1199951171875,298.3099975585938,304.1000061035156,304.1000061035156,7273400,Biogen,BIIB,USA
2014-07-25,303.0400085449219,343.5899963378906,300.3999938964844,335.4500122070312,335.4500122070312,9039400,Biogen,BIIB,USA
2014-08-01,334.6799926757812,349.0,325.8500061035156,329.8299865722656,329.8299865722656,6072700,Biogen,BIIB,USA
2014-08-08,330.0799865722656,330.9400024414062,319.3200073242188,324.0499877929688,324.0499877929688,5144100,Biogen,BIIB,USA
2014-08-15,327.2999877929688,343.0299987792969,317.0,342.4700012207031,342.4700012207031,6519400,Biogen,BIIB,USA
2014-08-22,347.5899963378906,348.489990234375,337.0,339.9700012207031,339.9700012207031,4080400,Biogen,BIIB,USA
2014-08-29,342.5400085449219,345.75,338.5400085449219,343.0400085449219,343.0400085449219,3872100,Biogen,BIIB,USA
2014-09-05,345.4700012207031,347.7900085449219,321.0,330.4800109863281,330.4800109863281,4189600,Biogen,BIIB,USA
2014-09-12,329.2799987792969,333.0,321.1099853515625,323.3900146484375,323.3900146484375,4306900,Biogen,BIIB,USA
2014-09-19,323.3999938964844,334.8200073242188,315.7099914550781,329.239990234375,329.239990234375,5522300,Biogen,BIIB,USA
2014-09-26,327.3599853515625,347.75,325.010009765625,333.5400085449219,333.5400085449219,6276800,Biogen,BIIB,USA
2014-10-03,329.7000122070312,333.5,317.5299987792969,327.0899963378906,327.0899963378906,5264200,Biogen,BIIB,USA
