organized_path,original_archive_member,original_relative_path,category,subcategory,size_bytes
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Annual/8fd27e9c53333104__Biogen_Balance_Sheet_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/8fd27e9c53333104__Biogen_Balance_Sheet_Years.csv,01_EVIDENCE/Non-Indian/Biogen/8fd27e9c53333104__Biogen_Balance_Sheet_Years.csv,01_FINANCIAL_DATA,Annual,8075
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Annual/9f0678f711a4c954__Biogen_Cash_Flow_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/9f0678f711a4c954__Biogen_Cash_Flow_Years.csv,01_EVIDENCE/Non-Indian/Biogen/9f0678f711a4c954__Biogen_Cash_Flow_Years.csv,01_FINANCIAL_DATA,Annual,35894
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Annual/f577f571409b43f3__Biogen_Income_Statement_Years.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/f577f571409b43f3__Biogen_Income_Statement_Years.csv,01_EVIDENCE/Non-Indian/Biogen/f577f571409b43f3__Biogen_Income_Statement_Years.csv,01_FINANCIAL_DATA,Annual,6579
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/08f123f610de21ca__Biogen_SEC_Financials.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/08f123f610de21ca__Biogen_SEC_Financials.xlsx,01_EVIDENCE/Non-Indian/Biogen/08f123f610de21ca__Biogen_SEC_Financials.xlsx,01_FINANCIAL_DATA,Other,958829
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/2bc309698ada3d7f__Biogen.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/2bc309698ada3d7f__Biogen.xlsx,01_EVIDENCE/Non-Indian/Biogen/2bc309698ada3d7f__Biogen.xlsx,01_FINANCIAL_DATA,Other,24130
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/41fdd0ff2cb07d22__25Entities_Report_08-16-2026105310339.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/41fdd0ff2cb07d22__25Entities_Report_08-16-2026105310339.xlsx,01_EVIDENCE/Non-Indian/Biogen/41fdd0ff2cb07d22__25Entities_Report_08-16-2026105310339.xlsx,01_FINANCIAL_DATA,Other,81533
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/45a0526a8238b6e6__Biogen.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/45a0526a8238b6e6__Biogen.xlsx,01_EVIDENCE/Non-Indian/Biogen/45a0526a8238b6e6__Biogen.xlsx,01_FINANCIAL_DATA,Other,175638
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/6fef56fe72fa2486__25Entities_Report_08-16-2026095454715.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/6fef56fe72fa2486__25Entities_Report_08-16-2026095454715.xlsx,01_EVIDENCE/Non-Indian/Biogen/6fef56fe72fa2486__25Entities_Report_08-16-2026095454715.xlsx,01_FINANCIAL_DATA,Other,35446
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Other/c3215c1896b9ac3b__Biogen.xlsx,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/c3215c1896b9ac3b__Biogen.xlsx,01_EVIDENCE/Non-Indian/Biogen/c3215c1896b9ac3b__Biogen.xlsx,01_FINANCIAL_DATA,Other,216316
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Quarterly/2e194c8c788e3139__Biogen_Balance_Sheet_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/2e194c8c788e3139__Biogen_Balance_Sheet_Quarters.csv,01_EVIDENCE/Non-Indian/Biogen/2e194c8c788e3139__Biogen_Balance_Sheet_Quarters.csv,01_FINANCIAL_DATA,Quarterly,28531
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Quarterly/9aa55f4dfd01d32c__Biogen_yfinance_quarterly_cashflow.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/9aa55f4dfd01d32c__Biogen_yfinance_quarterly_cashflow.csv,01_EVIDENCE/Non-Indian/Biogen/9aa55f4dfd01d32c__Biogen_yfinance_quarterly_cashflow.csv,01_FINANCIAL_DATA,Quarterly,4304
02_NON_INDIAN_COMPANIES/Biogen/01_FINANCIAL_DATA/Quarterly/c34cdab72514c950__Biogen_Income_Statement_Quarters.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/c34cdab72514c950__Biogen_Income_Statement_Quarters.csv,01_EVIDENCE/Non-Indian/Biogen/c34cdab72514c950__Biogen_Income_Statement_Quarters.csv,01_FINANCIAL_DATA,Quarterly,20721
02_NON_INDIAN_COMPANIES/Biogen/02_HISTORICAL_MARKET_DATA/Daily/73bce8505f5abe3d__Biogen_BIIB_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/73bce8505f5abe3d__Biogen_BIIB_daily.csv,01_EVIDENCE/Non-Indian/Biogen/73bce8505f5abe3d__Biogen_BIIB_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,1101944
02_NON_INDIAN_COMPANIES/Biogen/02_HISTORICAL_MARKET_DATA/Daily/e2685d927fa3164d__Biogen_daily.csv,THESIS_FINAL_MASTER_2026-09-02_191153/01_EVIDENCE/Non-Indian/Biogen/e2685d927fa3164d__Biogen_daily.csv,01_EVIDENCE/Non-Indian/Biogen/e2685d927fa3164d__Biogen_daily.csv,02_HISTORICAL_MARKET_DATA,Daily,381847
