Date,Open,High,Low,Close,Volume,Company,Country,Ticker
2014-08-01,385.51,408.52,374.91,403.48,219000,Ajanta Pharma,India,AJANTPHARM.NS
2014-08-08,408.16,433.41,361.77,365.46,4732553,Ajanta Pharma,India,AJANTPHARM.NS
2014-08-15,367.92,374.43,349.37,363.37,813455,Ajanta Pharma,India,AJANTPHARM.NS
2014-08-22,360.94,403.58,359.72,385.89,1645471,Ajanta Pharma,India,AJANTPHARM.NS
2014-08-29,388.65,397.56,380.21,383.09,502403,Ajanta Pharma,India,AJANTPHARM.NS
2014-09-05,383.09,397.08,379.55,390.0,737997,Ajanta Pharma,India,AJANTPHARM.NS
2014-09-12,394.6,423.34,389.9,420.61,1675685,Ajanta Pharma,India,AJANTPHARM.NS
2014-09-19,419.85,421.41,392.67,417.92,538710,Ajanta Pharma,India,AJANTPHARM.NS
2014-09-26,410.84,445.39,379.89,417.35,1346096,Ajanta Pharma,India,AJANTPHARM.NS
2014-10-03,426.23,433.22,404.08,417.29,519214,Ajanta Pharma,India,AJANTPHARM.NS
2014-10-10,416.86,424.07,393.95,409.76,466068,Ajanta Pharma,India,AJANTPHARM.NS
2014-10-17,402.62,414.43,391.54,405.87,425648,Ajanta Pharma,India,AJANTPHARM.NS
2014-10-24,414.43,443.34,405.07,438.98,368280,Ajanta Pharma,India,AJANTPHARM.NS
2014-10-31,441.81,469.31,434.43,457.67,1976797,Ajanta Pharma,India,AJANTPHARM.NS
2014-11-07,463.82,463.82,449.04,460.38,428198,Ajanta Pharma,India,AJANTPHARM.NS
2014-11-14,462.6,525.02,459.95,510.11,1370441,Ajanta Pharma,India,AJANTPHARM.NS
2014-11-21,516.35,609.11,506.0,572.85,2116422,Ajanta Pharma,India,AJANTPHARM.NS
2014-11-28,577.5,586.7,542.13,569.2,821693,Ajanta Pharma,India,AJANTPHARM.NS
2014-12-05,566.22,647.69,556.59,606.11,1297658,Ajanta Pharma,India,AJANTPHARM.NS
2014-12-12,612.17,655.37,589.11,651.3,1222163,Ajanta Pharma,India,AJANTPHARM.NS
2014-12-19,650.06,662.57,554.42,560.78,1778656,Ajanta Pharma,India,AJANTPHARM.NS
2014-12-26,568.52,581.57,536.11,574.16,940091,Ajanta Pharma,India,AJANTPHARM.NS
2015-01-02,575.86,590.32,552.25,556.31,825536,Ajanta Pharma,India,AJANTPHARM.NS
2015-01-09,559.72,571.04,545.14,558.87,638049,Ajanta Pharma,India,AJANTPHARM.NS
2015-01-16,565.5,644.46,552.97,595.55,1041886,Ajanta Pharma,India,AJANTPHARM.NS
2015-01-23,596.58,609.59,566.22,578.23,514398,Ajanta Pharma,India,AJANTPHARM.NS
2015-01-30,578.26,662.36,573.21,615.56,3497397,Ajanta Pharma,India,AJANTPHARM.NS
2015-02-06,618.27,626.34,583.09,601.94,1182150,Ajanta Pharma,India,AJANTPHARM.NS
2015-02-13,596.34,655.13,591.52,649.84,1374570,Ajanta Pharma,India,AJANTPHARM.NS
2015-02-20,654.12,686.7,635.54,652.41,1259199,Ajanta Pharma,India,AJANTPHARM.NS
2015-02-27,652.24,674.03,642.84,656.86,1254289,Ajanta Pharma,India,AJANTPHARM.NS
2015-03-06,657.78,746.93,657.78,721.92,1387745,Ajanta Pharma,India,AJANTPHARM.NS
2015-03-13,721.92,833.67,706.07,750.09,3333905,Ajanta Pharma,India,AJANTPHARM.NS
2015-03-20,755.13,768.62,671.64,681.15,1714384,Ajanta Pharma,India,AJANTPHARM.NS
2015-03-27,687.12,746.03,655.37,725.76,1509160,Ajanta Pharma,India,AJANTPHARM.NS
2015-04-03,737.9,754.16,727.09,736.87,496643,Ajanta Pharma,India,AJANTPHARM.NS
2015-04-10,743.32,888.19,740.91,828.25,2023447,Ajanta Pharma,India,AJANTPHARM.NS
2015-04-17,828.25,885.48,798.74,862.38,1408044,Ajanta Pharma,India,AJANTPHARM.NS
2015-04-24,861.98,869.36,793.1,801.93,711845,Ajanta Pharma,India,AJANTPHARM.NS
2015-05-01,811.39,811.39,728.86,760.79,897876,Ajanta Pharma,India,AJANTPHARM.NS
2015-05-08,769.79,873.34,739.76,761.33,3094119,Ajanta Pharma,India,AJANTPHARM.NS
2015-05-15,775.85,802.29,729.19,781.27,1071672,Ajanta Pharma,India,AJANTPHARM.NS
2015-05-22,783.74,855.39,781.27,850.06,864066,Ajanta Pharma,India,AJANTPHARM.NS
2015-05-29,854.76,961.62,834.94,951.53,2134616,Ajanta Pharma,India,AJANTPHARM.NS
2015-06-05,951.74,1007.15,892.16,941.59,2893510,Ajanta Pharma,India,AJANTPHARM.NS
2015-06-12,945.71,948.63,864.39,876.86,1493289,Ajanta Pharma,India,AJANTPHARM.NS
2015-06-19,876.47,921.62,829.91,905.66,2353834,Ajanta Pharma,India,AJANTPHARM.NS
2015-06-26,912.52,954.75,906.92,945.63,1697385,Ajanta Pharma,India,AJANTPHARM.NS
2015-07-03,929.42,977.19,901.6,959.81,1771605,Ajanta Pharma,India,AJANTPHARM.NS
2015-07-10,948.77,988.68,943.93,967.09,1494846,Ajanta Pharma,India,AJANTPHARM.NS
2015-07-17,973.5,1021.33,963.83,1011.66,1681711,Ajanta Pharma,India,AJANTPHARM.NS
2015-07-24,1021.64,1021.94,937.89,942.78,1049689,Ajanta Pharma,India,AJANTPHARM.NS
2015-07-31,945.14,975.38,925.31,945.69,1243072,Ajanta Pharma,India,AJANTPHARM.NS
2015-08-07,946.41,1018.31,933.32,1003.56,1830561,Ajanta Pharma,India,AJANTPHARM.NS
2015-08-14,1007.43,1040.08,949.98,1000.38,2126050,Ajanta Pharma,India,AJANTPHARM.NS
2015-08-21,1009.18,1025.87,955.51,989.83,1415378,Ajanta Pharma,India,AJANTPHARM.NS
2015-08-28,958.44,970.48,767.97,864.17,2257193,Ajanta Pharma,India,AJANTPHARM.NS
2015-09-04,874.85,937.89,860.18,868.68,1901713,Ajanta Pharma,India,AJANTPHARM.NS
2015-09-11,861.09,875.72,795.57,852.59,1765274,Ajanta Pharma,India,AJANTPHARM.NS
