Date,Open,High,Low,Close,Volume,Company,Country,Ticker
2014-08-01,31.02,32.33,31.02,31.5,1790479,Marksans Pharma,India,MARKSANS.NS
2014-08-08,31.94,33.1,30.05,32.13,12509098,Marksans Pharma,India,MARKSANS.NS
2014-08-15,32.81,42.97,32.42,42.15,54391393,Marksans Pharma,India,MARKSANS.NS
2014-08-22,42.15,56.43,41.62,48.35,111972523,Marksans Pharma,India,MARKSANS.NS
2014-08-29,48.44,51.44,45.78,47.76,19094275,Marksans Pharma,India,MARKSANS.NS
2014-09-05,48.35,52.36,46.75,51.44,24772328,Marksans Pharma,India,MARKSANS.NS
2014-09-12,51.83,66.78,51.54,65.04,68344172,Marksans Pharma,India,MARKSANS.NS
2014-09-19,64.12,67.12,56.04,60.1,41864547,Marksans Pharma,India,MARKSANS.NS
2014-09-26,60.1,66.02,51.52,56.86,43902256,Marksans Pharma,India,MARKSANS.NS
2014-10-03,57.1,59.62,55.89,56.47,11536158,Marksans Pharma,India,MARKSANS.NS
2014-10-10,56.47,57.68,51.67,52.01,13212413,Marksans Pharma,India,MARKSANS.NS
2014-10-17,51.62,56.18,49.63,52.69,18380856,Marksans Pharma,India,MARKSANS.NS
2014-10-24,53.75,54.48,50.85,52.54,6223919,Marksans Pharma,India,MARKSANS.NS
2014-10-31,53.03,64.27,51.14,61.22,42432021,Marksans Pharma,India,MARKSANS.NS
2014-11-07,61.8,63.98,58.12,60.06,13601446,Marksans Pharma,India,MARKSANS.NS
2014-11-14,60.39,62.24,57.68,58.26,14585646,Marksans Pharma,India,MARKSANS.NS
2014-11-21,57.92,63.93,56.71,61.17,24142077,Marksans Pharma,India,MARKSANS.NS
2014-11-28,61.85,62.53,53.56,56.81,16696703,Marksans Pharma,India,MARKSANS.NS
2014-12-05,56.42,59.47,54.38,55.45,10205967,Marksans Pharma,India,MARKSANS.NS
2014-12-12,54.97,56.61,50.51,51.09,7638443,Marksans Pharma,India,MARKSANS.NS
2014-12-19,50.6,62.38,48.57,60.35,26769945,Marksans Pharma,India,MARKSANS.NS
2014-12-26,60.98,64.85,59.52,60.15,19270829,Marksans Pharma,India,MARKSANS.NS
2015-01-02,60.64,68.25,59.28,67.28,23120408,Marksans Pharma,India,MARKSANS.NS
2015-01-09,67.52,69.99,61.36,65.82,23894747,Marksans Pharma,India,MARKSANS.NS
2015-01-16,65.73,66.4,60.59,61.02,9596082,Marksans Pharma,India,MARKSANS.NS
2015-01-23,61.56,63.21,56.86,58.31,13455026,Marksans Pharma,India,MARKSANS.NS
2015-01-30,58.75,61.7,56.23,60.39,11046931,Marksans Pharma,India,MARKSANS.NS
2015-02-06,60.44,62.91,54.43,55.26,12163413,Marksans Pharma,India,MARKSANS.NS
2015-02-13,58.16,65.63,54.97,63.25,22835879,Marksans Pharma,India,MARKSANS.NS
2015-02-20,63.55,66.11,60.44,61.8,13933343,Marksans Pharma,India,MARKSANS.NS
2015-02-27,62.04,62.53,55.06,57.39,11982291,Marksans Pharma,India,MARKSANS.NS
2015-03-06,57.83,60.44,55.35,58.89,11578001,Marksans Pharma,India,MARKSANS.NS
2015-03-13,58.41,60.88,54.92,55.6,14569211,Marksans Pharma,India,MARKSANS.NS
2015-03-20,56.03,57.97,54.24,54.48,12100028,Marksans Pharma,India,MARKSANS.NS
2015-03-27,54.87,55.01,49.78,53.22,9527893,Marksans Pharma,India,MARKSANS.NS
2015-04-03,53.85,65.39,53.71,64.85,19414474,Marksans Pharma,India,MARKSANS.NS
2015-04-10,65.19,67.28,60.01,65.44,24474646,Marksans Pharma,India,MARKSANS.NS
2015-04-17,65.58,72.8,63.06,63.74,35197878,Marksans Pharma,India,MARKSANS.NS
2015-04-24,63.21,63.55,55.06,55.4,21286567,Marksans Pharma,India,MARKSANS.NS
2015-05-01,55.74,58.46,51.77,56.13,15219799,Marksans Pharma,India,MARKSANS.NS
2015-05-08,56.61,59.76,52.3,55.21,17236860,Marksans Pharma,India,MARKSANS.NS
2015-05-15,55.94,57.83,55.26,56.95,8704719,Marksans Pharma,India,MARKSANS.NS
2015-05-22,57.1,61.8,56.32,56.61,11040393,Marksans Pharma,India,MARKSANS.NS
2015-05-29,56.9,60.49,56.08,59.91,9736765,Marksans Pharma,India,MARKSANS.NS
2015-06-05,61.07,63.45,54.38,58.16,16332506,Marksans Pharma,India,MARKSANS.NS
2015-06-12,58.7,60.39,54.34,55.89,7034021,Marksans Pharma,India,MARKSANS.NS
2015-06-19,56.18,58.75,54.48,56.9,6308696,Marksans Pharma,India,MARKSANS.NS
2015-06-26,57.2,62.33,55.01,57.73,13350854,Marksans Pharma,India,MARKSANS.NS
2015-07-03,56.23,70.48,54.87,68.44,42266878,Marksans Pharma,India,MARKSANS.NS
2015-07-10,67.62,91.95,66.5,83.51,76047522,Marksans Pharma,India,MARKSANS.NS
2015-07-17,83.56,91.46,83.56,86.47,27308849,Marksans Pharma,India,MARKSANS.NS
2015-07-24,86.57,88.65,80.22,84.15,21788063,Marksans Pharma,India,MARKSANS.NS
2015-07-31,84.1,103.97,82.93,100.77,48220423,Marksans Pharma,India,MARKSANS.NS
2015-08-07,100.33,109.35,94.03,105.67,33094182,Marksans Pharma,India,MARKSANS.NS
2015-08-14,107.6,111.48,98.15,104.36,25246710,Marksans Pharma,India,MARKSANS.NS
2015-08-21,104.84,110.76,95.2,100.48,22312317,Marksans Pharma,India,MARKSANS.NS
2015-08-28,95.0,95.87,75.23,87.68,31091163,Marksans Pharma,India,MARKSANS.NS
2015-09-04,88.07,89.67,81.09,82.88,15777563,Marksans Pharma,India,MARKSANS.NS
2015-09-11,83.76,85.21,71.93,82.69,28169770,Marksans Pharma,India,MARKSANS.NS
2015-09-18,83.61,88.94,82.79,87.34,12906490,Marksans Pharma,India,MARKSANS.NS
2015-09-25,87.88,104.64,85.9,99.69,30861755,Marksans Pharma,India,MARKSANS.NS
2015-10-02,101.39,106.09,95.81,102.75,27092961,Marksans Pharma,India,MARKSANS.NS
2015-10-09,103.72,107.94,101.24,102.55,32011727,Marksans Pharma,India,MARKSANS.NS
2015-10-16,102.89,104.35,97.99,100.27,13355616,Marksans Pharma,India,MARKSANS.NS
2015-10-23,100.76,102.89,98.18,98.67,8118186,Marksans Pharma,India,MARKSANS.NS
2015-10-30,99.06,99.79,93.28,94.79,13161375,Marksans Pharma,India,MARKSANS.NS
2015-11-06,95.08,100.46,90.32,91.34,12621885,Marksans Pharma,India,MARKSANS.NS
2015-11-13,87.36,99.74,86.44,94.06,12958647,Marksans Pharma,India,MARKSANS.NS
2015-11-20,92.31,95.61,92.21,92.65,8968113,Marksans Pharma,India,MARKSANS.NS
2015-11-27,93.18,100.56,92.7,96.05,14828288,Marksans Pharma,India,MARKSANS.NS
2015-12-04,96.19,107.65,94.64,100.76,30719648,Marksans Pharma,India,MARKSANS.NS
2015-12-11,101.68,101.87,91.63,92.17,13875040,Marksans Pharma,India,MARKSANS.NS
2015-12-18,92.07,98.81,89.84,96.68,16124538,Marksans Pharma,India,MARKSANS.NS
2015-12-25,97.75,105.51,96.87,104.2,24173612,Marksans Pharma,India,MARKSANS.NS
2016-01-01,104.49,110.56,100.95,101.53,20142410,Marksans Pharma,India,MARKSANS.NS
2016-01-08,101.73,102.11,92.21,93.86,16550427,Marksans Pharma,India,MARKSANS.NS
2016-01-15,92.6,94.74,60.52,60.57,84993760,Marksans Pharma,India,MARKSANS.NS
2016-01-22,57.85,62.56,54.5,59.07,59173700,Marksans Pharma,India,MARKSANS.NS
2016-01-29,59.94,63.09,53.48,62.37,23415939,Marksans Pharma,India,MARKSANS.NS
2016-02-05,63.0,66.83,53.0,56.25,22955629,Marksans Pharma,India,MARKSANS.NS
2016-02-12,56.98,57.17,40.09,46.5,20051608,Marksans Pharma,India,MARKSANS.NS
2016-02-19,41.74,45.52,35.33,38.68,36296366,Marksans Pharma,India,MARKSANS.NS
2016-02-26,39.17,43.1,36.69,37.57,19478507,Marksans Pharma,India,MARKSANS.NS
2016-03-04,37.61,48.24,32.47,46.5,38882477,Marksans Pharma,India,MARKSANS.NS
2016-03-11,47.13,50.57,46.25,49.12,21296505,Marksans Pharma,India,MARKSANS.NS
2016-03-18,49.6,54.65,43.34,48.39,67551244,Marksans Pharma,India,MARKSANS.NS
2016-03-25,49.41,50.38,46.64,46.98,17408622,Marksans Pharma,India,MARKSANS.NS
2016-04-01,47.08,47.47,39.94,44.41,25550065,Marksans Pharma,India,MARKSANS.NS
2016-04-08,44.94,47.81,43.87,46.45,20858711,Marksans Pharma,India,MARKSANS.NS
